,Values,Metric,Subject,Valence,Arousal,LearningTime,PercentCorrect,Signal_STD,Reject
0,781.0,MeanRR,11113,High,High,30,0.1053,53.51759492227374,0
1,77.96,MeanBPM,11113,High,High,30,0.1053,53.51759492227374,0
2,786.0,MedianRR,11113,High,High,30,0.1053,53.51759492227374,0
3,76.34,MedianBPM,11113,High,High,30,0.1053,53.51759492227374,0
4,473.0,MinRR,11113,High,High,30,0.1053,53.51759492227374,0
5,57.75,MinBPM,11113,High,High,30,0.1053,53.51759492227374,0
6,1039.0,MaxRR,11113,High,High,30,0.1053,53.51759492227374,0
7,126.85,MaxBPM,11113,High,High,30,0.1053,53.51759492227374,0
8,89.28,SDNN,11113,High,High,30,0.1053,53.51759492227374,0
9,47.2,RMSSD,11113,High,High,30,0.1053,53.51759492227374,0
10,73.0,nn50,11113,High,High,30,0.1053,53.51759492227374,0
11,19.16,pnn50,11113,High,High,30,0.1053,53.51759492227374,0
12,0.0234,vlf_peak,11113,High,High,30,0.1053,53.51759492227374,0
13,3532.9376600473997,vlf_power,11113,High,High,30,0.1053,53.51759492227374,0
14,0.0547,lf_peak,11113,High,High,30,0.1053,53.51759492227374,0
15,3249.415467236957,lf_power,11113,High,High,30,0.1053,53.51759492227374,0
16,0.2852,hf_peak,11113,High,High,30,0.1053,53.51759492227374,0
17,410.34969462349363,hf_power,11113,High,High,30,0.1053,53.51759492227374,0
18,49.118359920093226,pover_vlf_per,11113,High,High,30,0.1053,53.51759492227374,0
19,45.176556681026,pover_lf_per,11113,High,High,30,0.1053,53.51759492227374,0
20,5.705083398880772,pover_hf_per,11113,High,High,30,0.1053,53.51759492227374,0
21,0.11212459720090111,pover_lf_nu,11113,High,High,30,0.1053,53.51759492227374,0
22,0.8878754027990989,pover_hf_nu,11113,High,High,30,0.1053,53.51759492227374,0
23,33.41772616264421,SD1,11113,High,High,30,0.1053,53.51759492227374,0
24,121.7631387612977,SD2,11113,High,High,30,0.1053,53.51759492227374,0
0,770.0,MeanRR,11113,High,High,60,0.0186,82.46164279704647,0
1,78.2,MeanBPM,11113,High,High,60,0.0186,82.46164279704647,0
2,772.0,MedianRR,11113,High,High,60,0.0186,82.46164279704647,0
3,77.72,MedianBPM,11113,High,High,60,0.0186,82.46164279704647,0
4,640.0,MinRR,11113,High,High,60,0.0186,82.46164279704647,0
5,64.31,MinBPM,11113,High,High,60,0.0186,82.46164279704647,0
6,933.0,MaxRR,11113,High,High,60,0.0186,82.46164279704647,0
7,93.75,MaxBPM,11113,High,High,60,0.0186,82.46164279704647,0
8,48.42,SDNN,11113,High,High,60,0.0186,82.46164279704647,0
9,33.22,RMSSD,11113,High,High,60,0.0186,82.46164279704647,0
10,48.0,nn50,11113,High,High,60,0.0186,82.46164279704647,0
11,12.77,pnn50,11113,High,High,60,0.0186,82.46164279704647,0
12,0.0273,vlf_peak,11113,High,High,60,0.0186,82.46164279704647,0
13,306.9383356292029,vlf_power,11113,High,High,60,0.0186,82.46164279704647,0
14,0.0938,lf_peak,11113,High,High,60,0.0186,82.46164279704647,0
15,1120.042880185871,lf_power,11113,High,High,60,0.0186,82.46164279704647,0
16,0.1719,hf_peak,11113,High,High,60,0.0186,82.46164279704647,0
17,280.12089441152904,hf_power,11113,High,High,60,0.0186,82.46164279704647,0
18,17.980080616762844,pover_vlf_per,11113,High,High,60,0.0186,82.46164279704647,0
19,65.61077240055634,pover_lf_per,11113,High,High,60,0.0186,82.46164279704647,0
20,16.40914698268081,pover_hf_per,11113,High,High,60,0.0186,82.46164279704647,0
21,0.20006294941609556,pover_lf_nu,11113,High,High,60,0.0186,82.46164279704647,0
22,0.7999370505839045,pover_hf_nu,11113,High,High,60,0.0186,82.46164279704647,0
23,23.52308360260068,SD1,11113,High,High,60,0.0186,82.46164279704647,0
24,64.30752330391117,SD2,11113,High,High,60,0.0186,82.46164279704647,0
0,818.0,MeanRR,11113,High,High,90,0.0337,62.88196127497509,0
1,74.16,MeanBPM,11113,High,High,90,0.0337,62.88196127497509,0
2,807.5,MedianRR,11113,High,High,90,0.0337,62.88196127497509,0
3,74.3,MedianBPM,11113,High,High,90,0.0337,62.88196127497509,0
4,573.0,MinRR,11113,High,High,90,0.0337,62.88196127497509,0
5,56.55,MinBPM,11113,High,High,90,0.0337,62.88196127497509,0
6,1061.0,MaxRR,11113,High,High,90,0.0337,62.88196127497509,0
7,104.71,MaxBPM,11113,High,High,90,0.0337,62.88196127497509,0
8,84.66,SDNN,11113,High,High,90,0.0337,62.88196127497509,0
9,44.81,RMSSD,11113,High,High,90,0.0337,62.88196127497509,0
10,89.0,nn50,11113,High,High,90,0.0337,62.88196127497509,0
11,25.07,pnn50,11113,High,High,90,0.0337,62.88196127497509,0
12,0.0078,vlf_peak,11113,High,High,90,0.0337,62.88196127497509,0
13,2374.0165916373358,vlf_power,11113,High,High,90,0.0337,62.88196127497509,0
14,0.0859,lf_peak,11113,High,High,90,0.0337,62.88196127497509,0
15,3518.164475242681,lf_power,11113,High,High,90,0.0337,62.88196127497509,0
16,0.1719,hf_peak,11113,High,High,90,0.0337,62.88196127497509,0
17,442.78732738682294,hf_power,11113,High,High,90,0.0337,62.88196127497509,0
18,37.47479772410271,pover_vlf_per,11113,High,High,90,0.0337,62.88196127497509,0
19,55.53562790347348,pover_lf_per,11113,High,High,90,0.0337,62.88196127497509,0
20,6.989574372423806,pover_hf_per,11113,High,High,90,0.0337,62.88196127497509,0
21,0.11178811292095896,pover_lf_nu,11113,High,High,90,0.0337,62.88196127497509,0
22,0.888211887079041,pover_hf_nu,11113,High,High,90,0.0337,62.88196127497509,0
23,31.73081367719816,SD1,11113,High,High,90,0.0337,62.88196127497509,0
24,115.44510777461905,SD2,11113,High,High,90,0.0337,62.88196127497509,0
0,867.0,MeanRR,11113,High,Low,30,0.029,49.09031700531743,0
1,70.2,MeanBPM,11113,High,Low,30,0.029,49.09031700531743,0
2,879.0,MedianRR,11113,High,Low,30,0.029,49.09031700531743,0
3,68.26,MedianBPM,11113,High,Low,30,0.029,49.09031700531743,0
4,506.0,MinRR,11113,High,Low,30,0.029,49.09031700531743,0
5,53.57,MinBPM,11113,High,Low,30,0.029,49.09031700531743,0
6,1120.0,MaxRR,11113,High,Low,30,0.029,49.09031700531743,0
7,118.58,MaxBPM,11113,High,Low,30,0.029,49.09031700531743,0
8,96.71,SDNN,11113,High,Low,30,0.029,49.09031700531743,0
9,55.49,RMSSD,11113,High,Low,30,0.029,49.09031700531743,0
10,111.0,nn50,11113,High,Low,30,0.029,49.09031700531743,0
11,32.08,pnn50,11113,High,Low,30,0.029,49.09031700531743,0
12,0.0352,vlf_peak,11113,High,Low,30,0.029,49.09031700531743,0
13,4068.6002845797584,vlf_power,11113,High,Low,30,0.029,49.09031700531743,0
14,0.0625,lf_peak,11113,High,Low,30,0.029,49.09031700531743,0
15,3604.659299689951,lf_power,11113,High,Low,30,0.029,49.09031700531743,0
16,0.3164,hf_peak,11113,High,Low,30,0.029,49.09031700531743,0
17,642.6577516034188,hf_power,11113,High,Low,30,0.029,49.09031700531743,0
18,48.925453684209536,pover_vlf_per,11113,High,Low,30,0.029,49.09031700531743,0
19,43.34650230516608,pover_lf_per,11113,High,Low,30,0.029,49.09031700531743,0
20,7.728044010624393,pover_hf_per,11113,High,Low,30,0.029,49.09031700531743,0
21,0.15130910733582278,pover_lf_nu,11113,High,Low,30,0.029,49.09031700531743,0
22,0.8486908926641773,pover_hf_nu,11113,High,Low,30,0.029,49.09031700531743,0
23,39.289387048273284,SD1,11113,High,Low,30,0.029,49.09031700531743,0
24,131.00103462300223,SD2,11113,High,Low,30,0.029,49.09031700531743,0
0,759.0,MeanRR,11113,High,Low,60,0.0127,88.60023976391794,0
1,79.3,MeanBPM,11113,High,Low,60,0.0127,88.60023976391794,0
2,762.0,MedianRR,11113,High,Low,60,0.0127,88.60023976391794,0
3,78.74,MedianBPM,11113,High,Low,60,0.0127,88.60023976391794,0
4,602.0,MinRR,11113,High,Low,60,0.0127,88.60023976391794,0
5,64.31,MinBPM,11113,High,Low,60,0.0127,88.60023976391794,0
6,933.0,MaxRR,11113,High,Low,60,0.0127,88.60023976391794,0
7,99.67,MaxBPM,11113,High,Low,60,0.0127,88.60023976391794,0
8,44.27,SDNN,11113,High,Low,60,0.0127,88.60023976391794,0
9,33.0,RMSSD,11113,High,Low,60,0.0127,88.60023976391794,0
10,52.0,nn50,11113,High,Low,60,0.0127,88.60023976391794,0
11,13.2,pnn50,11113,High,Low,60,0.0127,88.60023976391794,0
12,0.0039,vlf_peak,11113,High,Low,60,0.0127,88.60023976391794,0
13,881.9006188065229,vlf_power,11113,High,Low,60,0.0127,88.60023976391794,0
14,0.0625,lf_peak,11113,High,Low,60,0.0127,88.60023976391794,0
15,1418.3431837559021,lf_power,11113,High,Low,60,0.0127,88.60023976391794,0
16,0.1641,hf_peak,11113,High,Low,60,0.0127,88.60023976391794,0
17,260.1175816288191,hf_power,11113,High,Low,60,0.0127,88.60023976391794,0
18,34.444380557047566,pover_vlf_per,11113,High,Low,60,0.0127,88.60023976391794,0
19,55.39621057063873,pover_lf_per,11113,High,Low,60,0.0127,88.60023976391794,0
20,10.1594088723137,pover_hf_per,11113,High,Low,60,0.0127,88.60023976391794,0
21,0.15497388261512168,pover_lf_nu,11113,High,Low,60,0.0127,88.60023976391794,0
22,0.8450261173848783,pover_hf_nu,11113,High,Low,60,0.0127,88.60023976391794,0
23,23.36364935465096,SD1,11113,High,Low,60,0.0127,88.60023976391794,0
24,58.091710852562706,SD2,11113,High,Low,60,0.0127,88.60023976391794,0
0,786.0,MeanRR,11113,High,Low,90,0.0378,73.99915648791537,0
1,76.89,MeanBPM,11113,High,Low,90,0.0378,73.99915648791537,0
2,793.5,MedianRR,11113,High,Low,90,0.0378,73.99915648791537,0
3,75.61,MedianBPM,11113,High,Low,90,0.0378,73.99915648791537,0
4,601.0,MinRR,11113,High,Low,90,0.0378,73.99915648791537,0
5,62.24,MinBPM,11113,High,Low,90,0.0378,73.99915648791537,0
6,964.0,MaxRR,11113,High,Low,90,0.0378,73.99915648791537,0
7,99.83,MaxBPM,11113,High,Low,90,0.0378,73.99915648791537,0
8,65.99,SDNN,11113,High,Low,90,0.0378,73.99915648791537,0
9,35.42,RMSSD,11113,High,Low,90,0.0378,73.99915648791537,0
10,60.0,nn50,11113,High,Low,90,0.0378,73.99915648791537,0
11,16.26,pnn50,11113,High,Low,90,0.0378,73.99915648791537,0
12,0.0195,vlf_peak,11113,High,Low,90,0.0378,73.99915648791537,0
13,1086.038888299562,vlf_power,11113,High,Low,90,0.0378,73.99915648791537,0
14,0.082,lf_peak,11113,High,Low,90,0.0378,73.99915648791537,0
15,2567.6233588329355,lf_power,11113,High,Low,90,0.0378,73.99915648791537,0
16,0.168,hf_peak,11113,High,Low,90,0.0378,73.99915648791537,0
17,398.4547275081907,hf_power,11113,High,Low,90,0.0378,73.99915648791537,0
18,26.801765474597733,pover_vlf_per,11113,High,Low,90,0.0378,73.99915648791537,0
19,63.364986127050635,pover_lf_per,11113,High,Low,90,0.0378,73.99915648791537,0
20,9.833248398351648,pover_hf_per,11113,High,Low,90,0.0378,73.99915648791537,0
21,0.13433723452632146,pover_lf_nu,11113,High,Low,90,0.0378,73.99915648791537,0
22,0.8656627654736785,pover_hf_nu,11113,High,Low,90,0.0378,73.99915648791537,0
23,25.080508197047667,SD1,11113,High,Low,90,0.0378,73.99915648791537,0
24,89.88629285845903,SD2,11113,High,Low,90,0.0378,73.99915648791537,0
0,890.0,MeanRR,11113,Low,High,30,0.0414,26.20178798621983,0
1,67.88,MeanBPM,11113,Low,High,30,0.0414,26.20178798621983,0
2,893.0,MedianRR,11113,Low,High,30,0.0414,26.20178798621983,0
3,67.19,MedianBPM,11113,Low,High,30,0.0414,26.20178798621983,0
4,520.0,MinRR,11113,Low,High,30,0.0414,26.20178798621983,0
5,56.23,MinBPM,11113,Low,High,30,0.0414,26.20178798621983,0
6,1067.0,MaxRR,11113,Low,High,30,0.0414,26.20178798621983,0
7,115.38,MaxBPM,11113,Low,High,30,0.0414,26.20178798621983,0
8,72.57,SDNN,11113,Low,High,30,0.0414,26.20178798621983,0
9,45.36,RMSSD,11113,Low,High,30,0.0414,26.20178798621983,0
10,106.0,nn50,11113,Low,High,30,0.0414,26.20178798621983,0
11,31.36,pnn50,11113,Low,High,30,0.0414,26.20178798621983,0
12,0.0234,vlf_peak,11113,Low,High,30,0.0414,26.20178798621983,0
13,2279.13977057524,vlf_power,11113,Low,High,30,0.0414,26.20178798621983,0
14,0.0977,lf_peak,11113,Low,High,30,0.0414,26.20178798621983,0
15,1459.353841244399,lf_power,11113,Low,High,30,0.0414,26.20178798621983,0
16,0.3438,hf_peak,11113,Low,High,30,0.0414,26.20178798621983,0
17,534.7914671971132,hf_power,11113,Low,High,30,0.0414,26.20178798621983,0
18,53.3346062439544,pover_vlf_per,11113,Low,High,30,0.0414,26.20178798621983,0
19,34.150631522579914,pover_lf_per,11113,Low,High,30,0.0414,26.20178798621983,0
20,12.514762233465696,pover_hf_per,11113,Low,High,30,0.0414,26.20178798621983,0
21,0.26818079150664786,pover_lf_nu,11113,Low,High,30,0.0414,26.20178798621983,0
22,0.7318192084933521,pover_hf_nu,11113,Low,High,30,0.0414,26.20178798621983,0
23,32.11975112703877,SD1,11113,Low,High,30,0.0414,26.20178798621983,0
24,97.4800880687453,SD2,11113,Low,High,30,0.0414,26.20178798621983,0
0,808.0,MeanRR,11113,Low,High,60,0.0083,81.51691641503893,0
1,74.76,MeanBPM,11113,Low,High,60,0.0083,81.51691641503893,0
2,809.0,MedianRR,11113,Low,High,60,0.0083,81.51691641503893,0
3,74.17,MedianBPM,11113,Low,High,60,0.0083,81.51691641503893,0
4,639.0,MinRR,11113,Low,High,60,0.0083,81.51691641503893,0
5,60.0,MinBPM,11113,Low,High,60,0.0083,81.51691641503893,0
6,1000.0,MaxRR,11113,Low,High,60,0.0083,81.51691641503893,0
7,93.9,MaxBPM,11113,Low,High,60,0.0083,81.51691641503893,0
8,64.29,SDNN,11113,Low,High,60,0.0083,81.51691641503893,0
9,41.83,RMSSD,11113,Low,High,60,0.0083,81.51691641503893,0
10,82.0,nn50,11113,Low,High,60,0.0083,81.51691641503893,0
11,22.78,pnn50,11113,Low,High,60,0.0083,81.51691641503893,0
12,0.0234,vlf_peak,11113,Low,High,60,0.0083,81.51691641503893,0
13,1861.6787974055765,vlf_power,11113,Low,High,60,0.0083,81.51691641503893,0
14,0.0586,lf_peak,11113,Low,High,60,0.0083,81.51691641503893,0
15,3650.7333638305063,lf_power,11113,Low,High,60,0.0083,81.51691641503893,0
16,0.1523,hf_peak,11113,Low,High,60,0.0083,81.51691641503893,0
17,459.82915526259336,hf_power,11113,Low,High,60,0.0083,81.51691641503893,0
18,31.172196479445276,pover_vlf_per,11113,Low,High,60,0.0083,81.51691641503893,0
19,61.12836321173318,pover_lf_per,11113,Low,High,60,0.0083,81.51691641503893,0
20,7.699440308821541,pover_hf_per,11113,Low,High,60,0.0083,81.51691641503893,0
21,0.11186526251011601,pover_lf_nu,11113,Low,High,60,0.0083,81.51691641503893,0
22,0.888134737489884,pover_hf_nu,11113,Low,High,60,0.0083,81.51691641503893,0
23,29.619748273317292,SD1,11113,Low,High,60,0.0083,81.51691641503893,0
24,85.95228626481664,SD2,11113,Low,High,60,0.0083,81.51691641503893,0
0,821.0,MeanRR,11113,Low,High,90,0.0141,46.88615175906781,0
1,74.01,MeanBPM,11113,Low,High,90,0.0141,46.88615175906781,0
2,813.0,MedianRR,11113,Low,High,90,0.0141,46.88615175906781,0
3,73.8,MedianBPM,11113,Low,High,90,0.0141,46.88615175906781,0
4,640.0,MinRR,11113,Low,High,90,0.0141,46.88615175906781,0
5,53.57,MinBPM,11113,Low,High,90,0.0141,46.88615175906781,0
6,1120.0,MaxRR,11113,Low,High,90,0.0141,46.88615175906781,0
7,93.75,MaxBPM,11113,Low,High,90,0.0141,46.88615175906781,0
8,93.11,SDNN,11113,Low,High,90,0.0141,46.88615175906781,0
9,48.28,RMSSD,11113,Low,High,90,0.0141,46.88615175906781,0
10,89.0,nn50,11113,Low,High,90,0.0141,46.88615175906781,0
11,25.14,pnn50,11113,Low,High,90,0.0141,46.88615175906781,0
12,0.0312,vlf_peak,11113,Low,High,90,0.0141,46.88615175906781,0
13,4995.467221063231,vlf_power,11113,Low,High,90,0.0141,46.88615175906781,0
14,0.0586,lf_peak,11113,Low,High,90,0.0141,46.88615175906781,0
15,4197.889445106211,lf_power,11113,Low,High,90,0.0141,46.88615175906781,0
16,0.168,hf_peak,11113,Low,High,90,0.0141,46.88615175906781,0
17,479.7426985252306,hf_power,11113,Low,High,90,0.0141,46.88615175906781,0
18,51.6428812805947,pover_vlf_per,11113,Low,High,90,0.0141,46.88615175906781,0
19,43.39756356093955,pover_lf_per,11113,Low,High,90,0.0141,46.88615175906781,0
20,4.959555158465732,pover_hf_per,11113,Low,High,90,0.0141,46.88615175906781,0
21,0.10256101458905793,pover_lf_nu,11113,Low,High,90,0.0141,46.88615175906781,0
22,0.8974389854109421,pover_hf_nu,11113,Low,High,90,0.0141,46.88615175906781,0
23,34.184268070441234,SD1,11113,Low,High,90,0.0141,46.88615175906781,0
24,127.16794393471694,SD2,11113,Low,High,90,0.0141,46.88615175906781,0
0,800.0,MeanRR,11113,Low,Low,30,0.1051,56.56189437023768,0
1,77.28,MeanBPM,11113,Low,Low,30,0.1051,56.56189437023768,0
2,814.0,MedianRR,11113,Low,Low,30,0.1051,56.56189437023768,0
3,73.71,MedianBPM,11113,Low,Low,30,0.1051,56.56189437023768,0
4,246.0,MinRR,11113,Low,Low,30,0.1051,56.56189437023768,0
5,55.15,MinBPM,11113,Low,Low,30,0.1051,56.56189437023768,0
6,1088.0,MaxRR,11113,Low,Low,30,0.1051,56.56189437023768,0
7,243.9,MaxBPM,11113,Low,Low,30,0.1051,56.56189437023768,0
8,110.97,SDNN,11113,Low,Low,30,0.1051,56.56189437023768,0
9,68.58,RMSSD,11113,Low,Low,30,0.1051,56.56189437023768,0
10,84.0,nn50,11113,Low,Low,30,0.1051,56.56189437023768,0
11,22.11,pnn50,11113,Low,Low,30,0.1051,56.56189437023768,0
12,0.0195,vlf_peak,11113,Low,Low,30,0.1051,56.56189437023768,0
13,8125.226737982686,vlf_power,11113,Low,Low,30,0.1051,56.56189437023768,0
14,0.043,lf_peak,11113,Low,Low,30,0.1051,56.56189437023768,0
15,3028.815742142014,lf_power,11113,Low,Low,30,0.1051,56.56189437023768,0
16,0.2695,hf_peak,11113,Low,Low,30,0.1051,56.56189437023768,0
17,2087.9433783464597,hf_power,11113,Low,Low,30,0.1051,56.56189437023768,0
18,61.359578728026044,pover_vlf_per,11113,Low,Low,30,0.1051,56.56189437023768,0
19,22.872821150193428,pover_lf_per,11113,Low,Low,30,0.1051,56.56189437023768,0
20,15.767600121780534,pover_hf_per,11113,Low,Low,30,0.1051,56.56189437023768,0
21,0.4080597364816214,pover_lf_nu,11113,Low,Low,30,0.1051,56.56189437023768,0
22,0.5919402635183786,pover_hf_nu,11113,Low,Low,30,0.1051,56.56189437023768,0
23,48.55408478618139,SD1,11113,Low,Low,30,0.1051,56.56189437023768,0
24,149.23721238280447,SD2,11113,Low,Low,30,0.1051,56.56189437023768,0
0,804.0,MeanRR,11113,Low,Low,60,0.019,69.9912616275473,0
1,75.16,MeanBPM,11113,Low,Low,60,0.019,69.9912616275473,0
2,801.0,MedianRR,11113,Low,Low,60,0.019,69.9912616275473,0
3,74.91,MedianBPM,11113,Low,Low,60,0.019,69.9912616275473,0
4,654.0,MinRR,11113,Low,Low,60,0.019,69.9912616275473,0
5,57.58,MinBPM,11113,Low,Low,60,0.019,69.9912616275473,0
6,1042.0,MaxRR,11113,Low,Low,60,0.019,69.9912616275473,0
7,91.74,MaxBPM,11113,Low,Low,60,0.019,69.9912616275473,0
8,68.05,SDNN,11113,Low,Low,60,0.019,69.9912616275473,0
9,40.46,RMSSD,11113,Low,Low,60,0.019,69.9912616275473,0
10,74.0,nn50,11113,Low,Low,60,0.019,69.9912616275473,0
11,20.11,pnn50,11113,Low,Low,60,0.019,69.9912616275473,0
12,0.0352,vlf_peak,11113,Low,Low,60,0.019,69.9912616275473,0
13,916.2669545937015,vlf_power,11113,Low,Low,60,0.019,69.9912616275473,0
14,0.0781,lf_peak,11113,Low,Low,60,0.019,69.9912616275473,0
15,2284.551270761279,lf_power,11113,Low,Low,60,0.019,69.9912616275473,0
16,0.1719,hf_peak,11113,Low,Low,60,0.019,69.9912616275473,0
17,404.2667898725091,hf_power,11113,Low,Low,60,0.019,69.9912616275473,0
18,25.415959699243956,pover_vlf_per,11113,Low,Low,60,0.019,69.9912616275473,0
19,63.3702467795234,pover_lf_per,11113,Low,Low,60,0.019,69.9912616275473,0
20,11.213793521232644,pover_hf_per,11113,Low,Low,60,0.019,69.9912616275473,0
21,0.15035111367007792,pover_lf_nu,11113,Low,Low,60,0.019,69.9912616275473,0
22,0.8496488863299221,pover_hf_nu,11113,Low,Low,60,0.019,69.9912616275473,0
23,28.649219661953687,SD1,11113,Low,Low,60,0.019,69.9912616275473,0
24,91.88083486797845,SD2,11113,Low,Low,60,0.019,69.9912616275473,0
0,816.0,MeanRR,11113,Low,Low,90,0.0492,55.6138864462063,0
1,74.18,MeanBPM,11113,Low,Low,90,0.0492,55.6138864462063,0
2,813.0,MedianRR,11113,Low,Low,90,0.0492,55.6138864462063,0
3,73.8,MedianBPM,11113,Low,Low,90,0.0492,55.6138864462063,0
4,627.0,MinRR,11113,Low,Low,90,0.0492,55.6138864462063,0
5,57.75,MinBPM,11113,Low,Low,90,0.0492,55.6138864462063,0
6,1039.0,MaxRR,11113,Low,Low,90,0.0492,55.6138864462063,0
7,95.69,MaxBPM,11113,Low,Low,90,0.0492,55.6138864462063,0
8,74.86,SDNN,11113,Low,Low,90,0.0492,55.6138864462063,0
9,39.58,RMSSD,11113,Low,Low,90,0.0492,55.6138864462063,0
10,71.0,nn50,11113,Low,Low,90,0.0492,55.6138864462063,0
11,19.35,pnn50,11113,Low,Low,90,0.0492,55.6138864462063,0
12,0.0234,vlf_peak,11113,Low,Low,90,0.0492,55.6138864462063,0
13,1074.978734493724,vlf_power,11113,Low,Low,90,0.0492,55.6138864462063,0
14,0.082,lf_peak,11113,Low,Low,90,0.0492,55.6138864462063,0
15,1490.296438245544,lf_power,11113,Low,Low,90,0.0492,55.6138864462063,0
16,0.1719,hf_peak,11113,Low,Low,90,0.0492,55.6138864462063,0
17,450.3200531707377,hf_power,11113,Low,Low,90,0.0492,55.6138864462063,0
18,35.647315172059656,pover_vlf_per,11113,Low,Low,90,0.0492,55.6138864462063,0
19,49.419644435065806,pover_lf_per,11113,Low,Low,90,0.0492,55.6138864462063,0
20,14.933040392874553,pover_hf_per,11113,Low,Low,90,0.0492,55.6138864462063,0
21,0.23204999811275925,pover_lf_nu,11113,Low,Low,90,0.0492,55.6138864462063,0
22,0.7679500018872407,pover_hf_nu,11113,Low,Low,90,0.0492,55.6138864462063,0
23,28.026244795127283,SD1,11113,Low,Low,90,0.0492,55.6138864462063,0
24,102.09800232074721,SD2,11113,Low,Low,90,0.0492,55.6138864462063,0
0,665.0,MeanRR,11114,High,High,30,0.0289,81.01269724525747,0
1,90.67,MeanBPM,11114,High,High,30,0.0289,81.01269724525747,0
2,661.0,MedianRR,11114,High,High,30,0.0289,81.01269724525747,0
3,90.77,MedianBPM,11114,High,High,30,0.0289,81.01269724525747,0
4,558.0,MinRR,11114,High,High,30,0.0289,81.01269724525747,0
5,73.35,MinBPM,11114,High,High,30,0.0289,81.01269724525747,0
6,818.0,MaxRR,11114,High,High,30,0.0289,81.01269724525747,0
7,107.53,MaxBPM,11114,High,High,30,0.0289,81.01269724525747,0
8,46.37,SDNN,11114,High,High,30,0.0289,81.01269724525747,0
9,31.73,RMSSD,11114,High,High,30,0.0289,81.01269724525747,0
10,44.0,nn50,11114,High,High,30,0.0289,81.01269724525747,0
11,10.6,pnn50,11114,High,High,30,0.0289,81.01269724525747,0
12,0.0078,vlf_peak,11114,High,High,30,0.0289,81.01269724525747,0
13,548.1851802544162,vlf_power,11114,High,High,30,0.0289,81.01269724525747,0
14,0.1016,lf_peak,11114,High,High,30,0.0289,81.01269724525747,0
15,1298.514669691116,lf_power,11114,High,High,30,0.0289,81.01269724525747,0
16,0.1562,hf_peak,11114,High,High,30,0.0289,81.01269724525747,0
17,370.85804041809297,hf_power,11114,High,High,30,0.0289,81.01269724525747,0
18,24.72021959997298,pover_vlf_per,11114,High,High,30,0.0289,81.01269724525747,0
19,58.55606635271161,pover_lf_per,11114,High,High,30,0.0289,81.01269724525747,0
20,16.723714047315415,pover_hf_per,11114,High,High,30,0.0289,81.01269724525747,0
21,0.22215412901642062,pover_lf_nu,11114,High,High,30,0.0289,81.01269724525747,0
22,0.7778458709835794,pover_hf_nu,11114,High,High,30,0.0289,81.01269724525747,0
23,22.463360551661157,SD1,11114,High,High,30,0.0289,81.01269724525747,0
24,61.60430288526773,SD2,11114,High,High,30,0.0289,81.01269724525747,0
0,661.0,MeanRR,11114,High,High,60,0.0307,80.7959278173979,0
1,91.29,MeanBPM,11114,High,High,60,0.0307,80.7959278173979,0
2,656.0,MedianRR,11114,High,High,60,0.0307,80.7959278173979,0
3,91.46,MedianBPM,11114,High,High,60,0.0307,80.7959278173979,0
4,546.0,MinRR,11114,High,High,60,0.0307,80.7959278173979,0
5,70.26,MinBPM,11114,High,High,60,0.0307,80.7959278173979,0
6,854.0,MaxRR,11114,High,High,60,0.0307,80.7959278173979,0
7,109.89,MaxBPM,11114,High,High,60,0.0307,80.7959278173979,0
8,52.0,SDNN,11114,High,High,60,0.0307,80.7959278173979,0
9,28.85,RMSSD,11114,High,High,60,0.0307,80.7959278173979,0
10,36.0,nn50,11114,High,High,60,0.0307,80.7959278173979,0
11,8.53,pnn50,11114,High,High,60,0.0307,80.7959278173979,0
12,0.0312,vlf_peak,11114,High,High,60,0.0307,80.7959278173979,0
13,1041.0025845858845,vlf_power,11114,High,High,60,0.0307,80.7959278173979,0
14,0.1016,lf_peak,11114,High,High,60,0.0307,80.7959278173979,0
15,1407.1019690102912,lf_power,11114,High,High,60,0.0307,80.7959278173979,0
16,0.1875,hf_peak,11114,High,High,60,0.0307,80.7959278173979,0
17,244.15133226684736,hf_power,11114,High,High,60,0.0307,80.7959278173979,0
18,38.666554321681176,pover_vlf_per,11114,High,High,60,0.0307,80.7959278173979,0
19,52.2647931201099,pover_lf_per,11114,High,High,60,0.0307,80.7959278173979,0
20,9.068652558208923,pover_hf_per,11114,High,High,60,0.0307,80.7959278173979,0
21,0.14785819478938328,pover_lf_nu,11114,High,High,60,0.0307,80.7959278173979,0
22,0.8521418052106167,pover_hf_nu,11114,High,High,60,0.0307,80.7959278173979,0
23,20.420980810928352,SD1,11114,High,High,60,0.0307,80.7959278173979,0
24,70.65409709051328,SD2,11114,High,High,60,0.0307,80.7959278173979,0
0,667.0,MeanRR,11114,High,High,90,0.0069,71.27305262049714,0
1,90.17,MeanBPM,11114,High,High,90,0.0069,71.27305262049714,0
2,669.0,MedianRR,11114,High,High,90,0.0069,71.27305262049714,0
3,89.69,MedianBPM,11114,High,High,90,0.0069,71.27305262049714,0
4,572.0,MinRR,11114,High,High,90,0.0069,71.27305262049714,0
5,76.43,MinBPM,11114,High,High,90,0.0069,71.27305262049714,0
6,785.0,MaxRR,11114,High,High,90,0.0069,71.27305262049714,0
7,104.9,MaxBPM,11114,High,High,90,0.0069,71.27305262049714,0
8,35.1,SDNN,11114,High,High,90,0.0069,71.27305262049714,0
9,22.39,RMSSD,11114,High,High,90,0.0069,71.27305262049714,0
