word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,introText.started,introText.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,InstructValenceText.started,InstructValenceText.stopped,Valence.started,Valence.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,InstructArousalText.started,InstructArousalText.stopped,Arousal.started,Arousal.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,WordPresentation.started,WordPresentation.stopped,ArousalGuide.started,ArousalGuide.stopped,text_3.started,text_3.stopped,A_key_resp.keys,A_key_resp.rt,A_key_resp.started,A_key_resp.stopped,WordPresentation2.started,WordPresentation2.stopped,ValenceImage.started,ValenceImage.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,ParticipantID,date,expName,psychopyVersion,frameRate,
,,,,,13.805677660999208,None,0.07111111111111111,0.006666666666666667,1,0,0,0.003098233999480726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
,,,,,,,,,,,,,,14.12212135200025,None,0.07111111111111111,0.006666666666666667,1,0,0,0.011752539398003137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
,,,,,,,,,,,,,,,,,,,,,,,14.407613742001558,None,14.407613742001558,None,0.07111111111111111,0.006666666666666667,1,0,0,0.012331133399129612,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.709229839001637,None,14.709229839001637,None,0.07111111111111111,0.006666666666666667,1,0,0,0.014405613397684647,None,,,,,,,,,,,,,,,,,,,,,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
pester,0,0,0,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.175897206001537,None,15.175897206001537,None,15.175897206001537,None,9,1.2905412910004088,0.0015155928012973163,None,16.495480277000752,None,16.495480277000752,None,16.495480277000752,None,1,0.6611834739996993,0.003940668397262925,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
familiar,0,1,1,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.180267899999308,None,17.180267899999308,None,17.180267899999308,None,2,0.5806507540000894,0.01649189380259486,None,17.783335096999508,None,17.783335096999508,None,17.783335096999508,None,3,0.5371843140019337,0.006493548400612781,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
worse,0,2,2,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.33390724399942,None,18.33390724399942,None,18.33390724399942,None,3,0.670378544000414,0.005170585398445837,None,19.019430293999903,None,19.019430293999903,None,19.019430293999903,None,4,0.3979523970010632,0.010684346398193156,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
honeymoon,0,3,3,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.43708867099849,None,19.43708867099849,None,19.43708867099849,None,5,0.39055983000071137,0.006441910398280015,None,19.837611751001532,None,19.837611751001532,None,19.837611751001532,None,6,0.47428667599888286,0.006972522402065806,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
electrocute,0,4,4,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.32214332100193,None,20.32214332100193,None,20.32214332100193,None,7,0.8126696719991742,0.004301291395677254,None,21.15821061799943,None,21.15821061799943,None,21.15821061799943,None,7,0.7733457020003698,0.008361791395145701,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
vampire,0,5,5,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.943267381000624,None,21.943267381000624,None,21.943267381000624,None,6,0.6102623250008037,0.00625733039851184,None,22.57812323300095,None,22.57812323300095,None,22.57812323300095,None,6,0.38750480900125694,0.008159043398336507,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
troubled,0,6,6,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.980494652001653,None,22.980494652001653,None,22.980494652001653,None,6,0.30615374600165524,0.008109222399070859,None,23.297019961999467,None,23.297019961999467,None,23.297019961999467,None,6,0.5045958050031913,0.009070554402569542,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
eager,0,7,7,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.815586157001235,None,23.815586157001235,None,23.815586157001235,None,6,0.3837405829981435,0.005447964398626937,None,24.216383245999168,None,24.216383245999168,None,24.216383245999168,None,4,0.22302840199699858,0.009174223399895709,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
soap,0,8,8,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.451238456000283,None,24.451238456000283,None,24.451238456000283,None,4,0.3723224310015212,0.00819214739749441,None,24.834778020998783,None,24.834778020998783,None,24.834778020998783,None,4,0.18892914699972607,0.009702742398076225,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
grovel,0,9,9,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.03608155300026,None,25.03608155300026,None,25.03608155300026,None,4,0.3525469250016613,0.008624856400274439,None,25.40298121199885,None,25.40298121199885,None,25.40298121199885,None,4,0.3072133200003009,0.008768108400545316,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
ail,0,10,10,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.720026619001146,None,25.720026619001146,None,25.720026619001146,None,4,0.19102791600016644,0.009112582400121028,None,25.92036701300094,None,25.92036701300094,None,25.92036701300094,None,4,0.23825709300217568,0.010883577400818467,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
python,0,11,11,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.171647194001707,None,26.171647194001707,None,26.171647194001707,None,4,0.20015266700283973,0.009207705395965604,None,26.389490569999907,None,26.389490569999907,None,26.389490569999907,None,4,0.1867285920016002,0.009497966399067082,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
waste,0,12,12,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.58951832599996,None,26.58951832599996,None,26.58951832599996,None,4,0.18223134900108562,0.009125058397330577,None,26.790617964001285,None,26.790617964001285,None,26.790617964001285,None,4,0.1808367689991428,0.009240512401447631,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
wane,0,13,13,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.991044203001366,None,26.991044203001366,None,26.991044203001366,None,4,0.18139836999762338,0.008900548400561092,None,27.191079861000617,None,27.191079861000617,None,27.191079861000617,None,4,0.1664920630028064,0.009717484397697262,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
condescension,0,14,14,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.374976150000293,None,27.374976150000293,None,27.374976150000293,None,4,0.16016279800169286,0.007441646397637669,None,27.55880009700195,None,27.55880009700195,None,27.55880009700195,None,4,0.15004024600057164,0.007391659397399053,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
insane,0,15,15,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.726115383000433,None,27.726115383000433,None,27.726115383000433,None,4,0.1788184929973795,0.008401643397519365,None,27.926637838001625,None,27.926637838001625,None,27.926637838001625,None,4,0.17863891100205365,0.00878891739921528,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
inspired,0,16,16,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.126741054999002,None,28.126741054999002,None,28.126741054999002,None,4,0.1806350110018684,0.006277072399825556,None,28.326905187001103,None,28.326905187001103,None,28.326905187001103,None,4,0.20025233699925593,0.008687450401339447,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
muddy,0,17,17,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.54403525700036,None,28.54403525700036,None,28.54403525700036,None,4,0.16981647799912025,0.008728330398298567,None,28.72779011899911,None,28.72779011899911,None,28.72779011899911,None,4,0.16224468600194086,0.009232990400050767,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
wail,0,18,18,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.913061586001277,None,28.913061586001277,None,28.913061586001277,None,4,0.1727545879984973,0.008800548395811347,None,29.096010126999317,None,29.096010126999317,None,29.096010126999317,None,2,0.28761968100297963,0.010256741399643943,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
scam,0,19,19,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.39724566899895,None,29.39724566899895,None,29.39724566899895,None,3,0.11512206900079036,0.009771903401997406,None,29.52970640300191,None,29.52970640300191,None,29.52970640300191,None,4,0.04728068800250185,0.009177959400403779,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
worthwhile,0,20,20,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.59714752199943,None,29.59714752199943,None,29.59714752199943,None,2,0.1666309230022307,0.00704783839682932,None,29.781483542999922,None,29.781483542999922,None,29.781483542999922,None,3,0.040518753998185275,0.007670107399462722,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
gullible,0,21,21,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.831478970998432,None,29.831478970998432,None,29.831478970998432,None,4,0.09349494599882746,0.008202661399991484,None,29.94783126599941,None,29.94783126599941,None,29.94783126599941,None,2,0.11099859900059528,0.009907501400448382,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
untroubled,0,22,22,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.081588403998467,None,30.081588403998467,None,30.081588403998467,None,3,0.04242252800031565,0.007220056399091845,None,30.148224210999615,None,30.148224210999615,None,30.148224210999615,None,4,0.07079169099961291,0.006911499400303001,None,3456,2019_Oct_21_1434,SurveyExpMetaMem,3.2.3,59.815567431743,
