Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD	Length
brief	2570	5.36	(1.64)	3.92	(2.20)	5.00	(1.90)	5
bright	671	7.91	(1.41)	5.62	(2.22)	6.52	(2.32)	6
brilliance	2571	7.48	(1.74)	5.99	(2.32)	5.99	(2.14)	10
brilliant	2572	7.49	(1.64)	6.20	(2.22)	6.42	(1.90)	9
broad	2573	5.41	(1.31)	3.97	(2.08)	5.14	(1.71)	5
broken	672	2.73	(1.61)	5.46	(2.44)	4.12	(1.37)	6
brood	1577	4.75	(2.29)	4.94	(2.05)	5.13	(1.86)	5
broom	1578	5.07	(0.7)	3.53	(2.03)	5.00	(1.89)	5
broth	1579	5.20	(2.11)	3.33	(2.23)	5.33	(1.29)	5
brother	52	7.26	(2.45)	4.30	(2.88)	5.00	(2.66)	7
brow	1580	5.29	(0.92)	3.12	(2.09)	4.65	(1.46)	4
brownie	1581	7.47	(2.37)	6.41	(2.15)	5.35	(1.93)	7
brownies	2574	8.03	(1.38)	6.39	(2.72)	5.89	(2.17)	8
bruise	1582	3.13	(1.64)	6.40	(1.76)	3.67	(1.84)	6
brutal	53	2.46	(1.84)	7.36	(1.87)	4.12	(3.04)	6
brutality	2575	2.14	(1.62)	5.54	(2.72)	4.08	(2.60)	9
bucket	1583	4.71	(1.14)	3.57	(1.87)	4.71	(1.07)	6
buddy	2576	7.69	(1.43)	5.40	(2.14)	5.48	(1.77)	5
buffalo	1584	5.69	(1.6)	4.31	(2.46)	4.23	(1.59)	7
bug	1585	3.40	(1.88)	6.00	(2.04)	4.33	(1.4)	3
bugle	1586	4.87	(1.64)	4.60	(2.5)	4.80	(0.86)	5
building	550	5.04	(1.04)	3.77	(1.77)	5.27	(1.64)	8
bulb	1587	5.29	(0.61)	3.77	(1.79)	5.54	(1.2)	4
bulge	1588	2.67	(1.61)	4.92	(2.15)	3.58	(1.78)	5
bulky	2577	4.43	(1.53)	4.16	(1.84)	5.23	(1.89)	5
bullet	673	2.45	(1.82)	5.48	(2.71)	2.67	(2.2)	6
bullshit	2578	4.07	(2.45)	5.17	(2.57)	5.52	(2.40)	8
bully	2579	2.37	(1.79)	5.47	(2.52)	4.37	(2.66)	5
bumble	1589	4.47	(2)	5.13	(2.23)	4.40	(1.84)	6
bunny	54	7.70	(1.38)	3.80	(2.65)	5.05	(2.33)	5
burdened	55	2.38	(1.5)	5.72	(2.01)	4.72	(2.44)	8
burglar	1590	1.77	(1.09)	6.92	(2.25)	2.69	(1.84)	7
burglary	2580	2.53	(1.76)	5.38	(2.59)	4.65	(3.00)	8
burial	56	1.77	(1.07)	5.32	(2.32)	3.36	(1.96)	6
burn	586	2.35	(1.35)	6.04	(1.99)	3.92	(1.65)	4
bury	1591	3.53	(1.6)	6.00	(1.51)	4.33	(1.23)	4
bus	541	4.31	(1.81)	3.77	(1.61)	4.65	(1.57)	3
bustle	1592	6.00	(1.21)	6.25	(2.54)	4.63	(1.75)	6
busy	1593	4.36	(1.12)	4.73	(2)	4.82	(0.75)	4
busybody	674	5.52	(2.58)	5.36	(2.74)	6.33	(1.93)	8
butcher	2581	3.71	(1.76)	4.24	(2.31)	5.29	(2.23)	7
butler	1594	6.00	(2.16)	5.23	(2.49)	4.85	(2.48)	6
butt	1595	6.40	(1.4)	5.33	(1.88)	5.80	(1.47)	4
butter	57	5.31	(1.29)	3.12	(1.9)	4.73	(1.89)	6
butterfly	58	7.48	(1.2)	3.48	(2.59)	4.70	(2.3)	9
button	1596	5.53	(0.99)	3.87	(2.29)	5.93	(2.25)	6
cab	1597	4.40	(1.24)	4.47	(2)	3.40	(1.3)	3
cabin	2582	5.38	(1.56)	4.16	(2.13)	5.29	(1.90)	5
cabinet	675	5.00	(0.31)	3.57	(1.91)	4.76	(1.55)	7
cactus	2583	4.93	(1.27)	3.80	(1.74)	5.25	(1.41)	6
cake	59	7.26	(1.36)	4.91	(2.48)	5.13	(2.03)	4
calendar	2584	5.56	(1.59)	4.10	(2.15)	5.81	(1.80)	8
calf	1598	5.59	(1.18)	3.00	(1.9)	6.00	(1.32)	4
call	2585	5.53	(1.48)	4.66	(2.18)	5.50	(1.52)	4
calm	1599	7.07	(1.71)	3.67	(2.77)	6.33	(2.32)	4
camel	1600	5.56	(1.82)	4.19	(1.94)	5.31	(0.79)	5
camera	2586	6.02	(1.44)	4.47	(2.07)	5.49	(2.01)	6
campus	1601	6.15	(1.68)	4.85	(1.41)	4.54	(1.76)	6
cancel	1602	2.91	(1.51)	3.91	(2.02)	3.55	(1.92)	6
cancer	60	1.41	(0.8)	6.26	(3.01)	3.45	(3.01)	6
candid	2587	6.36	(1.87)	4.65	(2.20)	5.29	(2.04)	6
candle	2588	5.93	(1.65)	3.36	(2.24)	5.58	(2.04)	6
candlestick	1603	5.73	(1.22)	4.47	(2.36)	5.33	(1.45)	11
candy	61	6.96	(2.47)	4.96	(2.47)	5.58	(1.96)	5
cane	677	4.36	(1.62)	4.00	(2)	4.09	(1.77)	4
cannon	678	4.05	(1.64)	4.25	(2.83)	4.85	(2.18)	6
canoe	1604	6.64	(1.5)	4.57	(2.85)	5.86	(1.1)	5
canyon	1605	5.43	(1.55)	5.31	(1.84)	3.77	(1.69)	6
capability	1606	7.31	(1.8)	6.42	(1.88)	6.83	(2.17)	10
capable	62	7.26	(1.45)	4.74	(2.26)	6.96	(1.8)	7
cape	1607	6.20	(1.66)	4.64	(2.24)	5.86	(1.41)	4
car	551	7.62	(1.92)	6.81	(1.77)	7.35	(2)	3
carcass	679	2.59	(1.71)	4.59	(2.3)	4.36	(1.76)	7
card	1608	5.42	(1.31)	4.83	(1.85)	5.33	(1.87)	4
care	1609	7.93	(1.54)	6.14	(1.99)	6.86	(1.46)	4
carefree	63	7.45	(1.4)	4.82	(2.79)	5.96	(2.43)	8
careful	2589	5.27	(1.48)	4.25	(1.96)	5.29	(1.62)	7
careless	2590	3.88	(1.59)	4.80	(1.68)	4.42	(1.58)	8
caress	64	7.94	(1.11)	5.39	(2.89)	5.73	(2.23)	6
caring	1610	7.59	(1.54)	4.53	(1.97)	5.88	(1.45)	6
carnival	1611	7.40	(1.92)	6.87	(2.47)	6.00	(1.56)	8
carpet	1612	5.21	(1.63)	2.93	(1.73)	5.29	(1.59)	6
carrot	1613	5.36	(2.17)	3.69	(1.65)	6.00	(2)	6
cartoon	1614	6.80	(1.32)	5.67	(1.88)	5.60	(1.72)	7
carve	1615	4.91	(0.94)	4.18	(1.66)	4.55	(0.82)	5
carwash	1616	6.00	(1.67)	4.75	(2.08)	5.56	(1.97)	7
cash	503	8.46	(1.07)	7.65	(1.5)	7.15	(2.49)	4
casino	680	6.71	(1.55)	6.27	(2.27)	5.10	(2.14)	6
casket	2591	2.34	(1.66)	4.16	(2.78)	3.97	(2.61)	6
cast	1617	4.55	(1.57)	4.00	(2.32)	5.18	(1.47)	4
castle	1618	7.94	(1.24)	6.69	(1.92)	6.19	(2.01)	6
castrate	1619	2.27	(1.49)	5.45	(2.54)	2.82	(1.47)	8
casual	2592	6.07	(1.21)	3.85	(1.98)	5.56	(1.52)	6
casualty	2593	3.63	(1.91)	4.61	(2.27)	4.55	(1.95)	8
cat	504	6.08	(2.26)	4.65	(2.17)	5.81	(2.08)	3
cattle	1620	5.27	(1.44)	3.00	(1.6)	5.07	(1.33)	6
cauliflower	2594	5.20	(1.98)	3.76	(2.20)	5.08	(1.65)	11
cautious	2595	4.75	(1.28)	4.59	(1.89)	5.20	(1.73)	8
cave	1621	4.88	(2)	5.44	(2.16)	3.88	(1.71)	4
cavern	1622	5.64	(1.22)	5.29	(2.09)	5.00	(0.88)	6
cavity	1623	2.20	(1.08)	5.80	(2.88)	3.20	(1.86)	6
cavort	1624	5.27	(1.1)	4.80	(2.4)	5.20	(1.21)	6
cease	1625	4.36	(1.34)	4.46	(1.9)	4.08	(1.71)	5
ceiling	1626	5.13	(0.35)	3.27	(2.02)	5.53	(1.41)	7
celebrate	2596	7.57	(1.96)	6.63	(2.15)	5.53	(2.23)	9
celebration	2597	7.99	(1.34)	6.87	(2.36)	5.97	(1.84)	11
cell	587	4.27	(1.34)	4.46	(1.9)	4.12	(1.93)	4
cellar	681	4.21	(1.79)	4.46	(2.28)	4.46	(1.28)	6
cemetery	65	2.22	(1.24)	5.00	(2.88)	4.05	(2.19)	8
century	2598	5.17	(1.26)	3.88	(1.88)	5.05	(1.45)	7
cereal	1627	7.24	(1.2)	4.35	(2.83)	6.24	(2.28)	6
chair	66	5.00	(1)	3.07	(1.77)	4.52	(1.82)	5
chalk	1628	4.69	(1.44)	3.75	(1.91)	5.33	(1.23)	5
challenge	1629	6.06	(1.06)	6.31	(1.7)	5.63	(2.47)	9
champ	682	7.15	(2.31)	5.85	(2.94)	7.12	(2.05)	5
champagne	1630	7.13	(2.19)	6.50	(2.07)	5.56	(1.86)	9
champion	67	8.45	(0.83)	6.29	(2.98)	6.68	(2.6)	8
chance	683	5.72	(1.86)	5.40	(2.55)	4.58	(2.08)	6
change	1631	4.50	(1.7)	5.07	(2.64)	4.21	(1.81)	6
chaos	684	3.86	(2.53)	7.00	(2.25)	3.73	(2.25)	5
chapel	2599	5.42	(1.94)	4.13	(2.19)	5.18	(2.12)	6
character	1632	6.00	(2)	5.00	(1.77)	5.47	(1.51)	9
charisma	2600	7.27	(1.68)	5.50	(2.36)	6.05	(2.08)	8
charitable	2601	7.48	(1.48)	5.36	(2.53)	5.87	(2.12)	10
charity	2602	7.02	(1.76)	4.78	(2.48)	5.78	(2.11)	7
charm	68	6.83	(1.58)	5.00	(2.19)	5.41	(2.4)	5
charming	2603	6.95	(1.42)	5.71	(2.02)	5.19	(1.85)	8
chase	1633	4.23	(1.79)	7.08	(1.88)	3.58	(1.51)	5
cheapskate	2604	3.29	(1.67)	4.06	(1.90)	4.71	(1.66)	10
checkerboard	1634	5.67	(1.23)	3.07	(1.87)	5.07	(2.02)	12
cheer	69	8.50	(0.76)	6.30	(2.58)	6.45	(2.09)	5
cheerful	1635	8.62	(0.65)	7.17	(1.95)	7.50	(1.51)	8
cheerleader	1636	6.23	(2.62)	5.55	(2.88)	5.82	(2.14)	11
cheery	2605	7.65	(1.58)	5.99	(2.33)	5.80	(2.05)	6
cheese	1637	6.47	(2.2)	5.93	(1.79)	5.20	(1.78)	6
cheeseburger	1638	7.14	(2.28)	5.57	(2.53)	6.86	(1.88)	12
chef	1639	7.67	(1.61)	6.50	(2.61)	5.92	(2.02)	4
cherish	2606	7.64	(1.43)	5.71	(2.35)	5.60	(1.96)	7
chess	1640	5.46	(1.05)	4.62	(1.89)	4.92	(1.44)	5
chest	1641	5.85	(1.34)	5.54	(1.61)	5.15	(1.34)	5
chew	2607	5.31	(1.62)	4.22	(2.09)	5.81	(1.94)	4
chicken	1642	6.80	(1.7)	5.13	(1.85)	5.93	(1.53)	7
child	70	8.00	(1.12)	5.35	(2.74)	4.85	(2.37)	5
childhood	2608	6.98	(1.84)	5.69	(2.38)	4.63	(2.04)	9
childish	2609	4.39	(1.92)	4.75	(1.87)	5.14	(1.87)	8
children	2610	6.39	(2.00)	5.76	(2.14)	5.29	(1.94)	8
chimney	1643	5.55	(0.69)	3.91	(1.7)	5.00	(0)	7
chin	685	5.20	(1.11)	2.95	(1.82)	5.10	(1.21)	4
chocolate	505	6.96	(1.99)	5.69	(2.41)	5.00	(1.9)	9
choice	1644	6.88	(2.06)	5.82	(2.43)	6.88	(2.6)	6
choir	1645	6.50	(1.56)	4.43	(2.71)	5.79	(1.53)	5
choke	1646	2.00	(1.21)	6.63	(2.47)	2.44	(1.59)	5
chore	1647	2.42	(1.38)	4.42	(2.91)	2.75	(2.01)	5
christmas	686	7.96	(1.51)	6.42	(2.52)	5.38	(2)	9
chubby	2611	3.41	(1.99)	4.19	(2.23)	4.28	(2.29)	6
chump	2612	3.77	(1.78)	3.93	(1.83)	4.26	(1.78)	5
church	71	6.81	(1.94)	4.16	(2.1)	5.20	(2.16)	6
cider	1648	6.13	(2.1)	3.80	(2.21)	5.47	(1.36)	5
cigar	1649	3.46	(3.04)	4.00	(2.42)	5.46	(2.54)	5
cigarette	1650	2.82	(2.09)	5.00	(2.37)	5.00	(2.79)	9
cinema	1651	7.80	(1.08)	5.80	(2.31)	6.33	(1.5)	6
cinnamon	2613	5.49	(1.99)	3.84	(2.14)	5.18	(1.67)	8
circle	687	6.00	(1.27)	4.24	(2.19)	4.90	(1.61)	6
circular	2614	5.33	(1.53)	3.31	(1.91)	5.51	(1.94)	8
circus	72	7.75	(2)	6.45	(2.65)	5.70	(2.36)	6
citizen	2615	6.24	(1.74)	4.27	(2.43)	5.63	(2.03)	7
city	73	6.26	(1.25)	5.70	(2.74)	6.52	(1.93)	4
civil	2616	5.94	(1.33)	4.09	(1.80)	5.39	(1.65)	5
claim	2617	5.02	(1.32)	4.30	(1.89)	5.21	(1.73)	5
clan	1652	4.75	(2.6)	5.58	(1.73)	4.08	(2.31)	4
clarinet	1653	5.27	(2.28)	4.07	(1.98)	5.40	(1.4)	8
class	1654	4.93	(1.83)	4.73	(1.94)	5.67	(2.29)	5
classic	2618	5.89	(1.57)	4.33	(2.01)	5.50	(1.63)	7
classy	2619	7.21	(1.61)	4.69	(2.34)	6.68	(1.83)	6
clause	1655	5.19	(2.04)	4.50	(1.1)	4.50	(1.1)	6
claw	1656	3.45	(1.69)	5.18	(2.09)	4.36	(1.12)	4
clay	1657	5.36	(1.28)	3.86	(1.79)	6.00	(1.88)	4
clean	1658	8.27	(0.88)	5.67	(2.29)	8.00	(1.2)	5
clear	2620	6.27	(1.52)	3.82	(2.20)	5.69	(2.00)	5
clearer	2621	6.50	(1.42)	4.35	(2.08)	5.85	(1.67)	7
cleavage	1659	5.36	(1.86)	4.50	(2.5)	5.71	(2.05)	8
cleft	1660	3.47	(1.55)	4.00	(2.14)	4.53	(1.92)	5
clench	1661	3.81	(0.91)	5.75	(1.65)	3.81	(1.38)	6
clever	2622	6.72	(1.68)	5.20	(2.15)	6.39	(2.01)	6
cliff	553	4.38	(1.92)	6.62	(1.98)	3.69	(2.19)	5
cliffdiver	1662	5.86	(1.92)	6.07	(2.76)	4.86	(2.14)	10
climax	1663	7.83	(1.53)	7.75	(2.38)	5.00	(2.41)	6
cling	1664	4.80	(1.26)	4.53	(1.92)	5.33	(1.59)	5
clinic	1665	4.77	(1.96)	5.00	(2)	3.70	(1.83)	6
clock	688	5.45	(1.28)	4.10	(2.77)	4.75	(2.22)	5
closet	1666	5.50	(1.79)	5.00	(2.08)	5.64	(1.74)	6
clot	1667	3.00	(1.84)	4.36	(2.41)	3.15	(1.72)	4
cloth	1668	5.40	(1.3)	2.93	(2.02)	5.00	(1.57)	5
clothe	1669	6.33	(1.84)	5.40	(1.8)	6.00	(1.89)	6
clothes	1670	7.77	(1.24)	6.92	(1.44)	7.31	(1.38)	7
clothing	74	6.88	(1.59)	5.13	(2.86)	5.33	(2.22)	8
clouds	533	5.96	(2.2)	3.15	(1.91)	5.00	(1.52)	6
clown	1671	5.46	(2.7)	6.62	(1.61)	4.69	(2.5)	5
clue	1672	5.79	(0.89)	5.38	(1.04)	5.15	(1.34)	4
clumsy	689	3.96	(2.36)	5.46	(2.49)	3.73	(1.85)	6
coach	1673	6.21	(1.67)	5.64	(1.78)	4.07	(1.44)	5
coal	2623	4.42	(1.34)	3.22	(1.65)	5.19	(1.37)	4
coarse	690	4.45	(1.68)	4.14	(1.9)	4.95	(1.56)	6
coast	691	5.92	(2)	4.42	(2.23)	5.65	(1.7)	5
coat	2624	5.45	(1.26)	3.94	(2.08)	5.38	(1.92)	4
coax	1674	4.46	(1.61)	4.62	(2.02)	4.92	(1.85)	4
cocaine	1675	2.31	(1.92)	4.75	(3.11)	4.69	(3.22)	7
cockpit	1676	5.81	(1.42)	5.19	(2.14)	4.19	(2.14)	7
cockroach	75	2.38	(2.03)	6.47	(2.81)	4.41	(2.59)	9
cocoa	1677	7.07	(1.49)	5.14	(2.35)	5.64	(1.15)	5
cod	1678	4.59	(2.03)	3.53	(2.32)	4.88	(1.45)	3
coddle	1679	4.73	(1.22)	4.29	(1.44)	5.50	(1.95)	6
coffee	2625	6.94	(2.02)	5.86	(2.57)	6.16	(2.12)	6
coffin	76	2.41	(1.92)	5.28	(2.79)	4.03	(2.58)	6
cognition	1680	5.71	(1.2)	4.50	(2.24)	5.86	(1.23)	9
coin	692	6.30	(1.49)	4.10	(2.22)	5.45	(1.36)	4
cold	693	4.14	(2.08)	5.00	(2.56)	4.73	(1.75)	4
colony	1681	5.07	(1.16)	4.00	(2.42)	5.13	(1.6)	6
color	694	7.00	(1.54)	4.82	(2.63)	6.05	(1.7)	5
colorful	2626	7.42	(1.61)	5.77	(2.39)	6.11	(2.12)	8
column	695	5.18	(0.66)	3.55	(1.82)	4.41	(1.37)	6
comedy	77	8.57	(0.9)	5.61	(3.12)	5.74	(2.09)	6
comet	1682	6.13	(2.2)	5.67	(2.35)	4.53	(2.36)	5
comfort	696	7.61	(1.97)	3.74	(2.8)	5.70	(2.08)	7
comfortable	1683	8.69	(0.75)	4.08	(2.96)	6.92	(2.53)	11
command	1684	4.92	(2.33)	6.23	(2.35)	4.38	(3.31)	7
committee	2627	5.18	(1.47)	4.35	(1.98)	5.15	(1.67)	9
common	2628	4.85	(1.35)	3.59	(1.85)	4.54	(1.66)	6
communism	1685	2.00	(1.59)	6.00	(2.42)	2.81	(2.17)	9
compassion	2629	7.86	(1.23)	5.12	(2.61)	5.33	(2.23)	10
compassionate	2630	7.88	(1.49)	5.50	(2.54)	6.19	(1.95)	13
compel	1686	5.40	(1.24)	5.07	(2.19)	5.53	(1.92)	6
competent	1687	7.27	(1.58)	5.67	(2.13)	6.80	(2.24)	9
complain	2631	2.92	(1.46)	4.45	(2.16)	4.87	(1.95)	8
complaint	2632	3.07	(1.48)	4.36	(2.17)	4.42	(2.10)	9
complete	1688	8.50	(0.94)	5.79	(2.26)	7.29	(1.68)	8
complex	1689	5.00	(1.59)	5.38	(2)	5.25	(1.44)	7
compliment	2633	7.19	(1.68)	5.88	(1.92)	5.51	(1.95)	10
compulsive	1690	4.31	(2.78)	6.17	(1.9)	4.55	(2.07)	10
computer	552	6.35	(1.26)	4.96	(1.8)	5.50	(1.94)	8
con	2634	3.39	(1.69)	4.14	(1.83)	4.90	(2.07)	3
conceited	2635	3.69	(2.03)	4.55	(2.34)	5.29	(2.34)	9
concentrate	78	5.39	(1.34)	4.61	(2.37)	5.04	(1.89)	11
concerned	1691	3.80	(2.04)	5.60	(2.41)	4.00	(2.24)	9
concert	1692	7.87	(1.13)	7.33	(1.99)	5.93	(1.58)	7
concrete	1693	5.33	(1.05)	3.93	(1.71)	5.93	(1.67)	8
condemn	2636	3.48	(1.73)	4.70	(2.33)	4.84	(2.37)	7
condescension	2637	3.80	(1.60)	4.04	(2.36)	4.78	(2.12)	13
condom	1694	5.63	(1.2)	6.00	(1.71)	5.56	(1.93)	6
confidence	2638	7.14	(1.80)	5.83	(2.42)	6.36	(2.40)	10
confident	79	8.12	(1.31)	6.04	(2.39)	7.96	(1.61)	9
confuse	2639	3.65	(1.29)	4.59	(1.83)	4.33	(1.93)	7
confused	80	3.17	(1.8)	6.27	(1.86)	4.18	(2.08)	8
confusion	1695	2.31	(1.03)	7.15	(1.99)	2.38	(1.66)	9
congratulate	2640	7.50	(1.65)	6.12	(2.14)	6.16	(1.90)	12
congratulations	2641	8.24	(1.06)	7.01	(2.16)	6.33	(2.31)	15
conquer	1696	7.33	(2.06)	7.33	(1.61)	7.92	(1.16)	7
conquest	1697	5.09	(1.22)	5.73	(2.05)	5.00	(1.73)	8
consoled	81	5.85	(1.66)	4.20	(2.38)	4.15	(1.84)	8
constructive	1698	6.00	(1.85)	5.50	(1.87)	5.43	(2.06)	12
contaminate	2642	2.46	(1.59)	5.12	(2.64)	3.50	(2.12)	11
contemporary	2643	5.92	(1.36)	4.62	(1.98)	5.25	(1.35)	12
contempt	82	3.72	(2.23)	5.41	(2.31)	5.00	(1.89)	8
contents	83	4.97	(0.82)	4.44	(2.09)	4.84	(1.63)	8
context	84	5.19	(1.33)	4.12	(2.52)	5.38	(1.65)	7
continuation	1699	5.43	(1.34)	4.43	(2.65)	4.86	(1.46)	12
control	1700	6.14	(1.23)	6.07	(2.27)	6.14	(2.63)	7
controlling	85	3.38	(2.17)	6.38	(2.21)	4.65	(3.25)	11
convey	1701	5.69	(1.49)	5.15	(1.68)	5.92	(1.61)	6
cook	697	6.24	(2.3)	4.62	(2.14)	4.92	(1.53)	4
cookie	1702	8.00	(1.2)	5.93	(2.02)	6.13	(1.73)	6
cookout	1703	8.08	(1.26)	6.54	(2.22)	6.31	(1.38)	7
cool	1704	7.07	(0.62)	4.92	(2.25)	6.00	(1.35)	4
cooperate	2644	6.63	(1.90)	4.80	(2.21)	5.88	(1.87)	9
cooperation	2645	6.41	(1.44)	4.76	(1.92)	6.00	(1.65)	11
cooperative	2646	6.75	(1.48)	4.27	(2.08)	5.75	(2.07)	11
cope	1705	4.71	(2.23)	4.69	(2.46)	5.23	(2.65)	4
copper	1706	5.27	(0.59)	3.73	(2.15)	5.67	(1.59)	6
cord	698	5.23	(0.87)	3.27	(2.21)	5.00	(1.02)	4
core	1707	4.94	(0.25)	4.00	(1.89)	5.20	(1.47)	4
cork	699	5.27	(0.94)	3.73	(2.41)	5.05	(1.13)	4
corn	1708	6.40	(1.5)	4.33	(1.63)	5.67	(1.76)	4
corner	700	4.38	(1.12)	4.38	(1.66)	4.36	(1.47)	6
corny	2647	5.22	(2.02)	3.73	(1.70)	5.71	(1.53)	5
corpse	86	2.07	(1.58)	4.93	(3.09)	3.93	(2.59)	6
corridor	701	4.90	(1.02)	3.65	(2.39)	4.90	(1.21)	8
corrupt	702	2.52	(1.81)	4.52	(2.2)	4.41	(2.4)	7
costume	1709	7.60	(1.18)	5.67	(1.95)	7.33	(1.35)	7
cottage	87	6.83	(1.7)	2.87	(2.42)	5.70	(1.87)	7
cotton	2648	5.83	(1.50)	3.78	(1.76)	5.15	(1.36)	6
couch	1710	7.38	(1.31)	3.88	(2.33)	6.13	(2.55)	5
cough	2649	3.25	(1.37)	4.22	(2.07)	3.87	(1.80)	5
counselor	1711	5.40	(1.88)	4.40	(1.88)	4.73	(1.62)	9
country	1712	6.46	(1.33)	5.91	(1.22)	5.18	(1.99)	7
countryside	2650	6.59	(2.00)	4.05	(2.47)	5.39	(1.93)	11
couple	506	7.96	(2.03)	7.38	(1.75)	5.96	(2.63)	6
coupon	1713	6.36	(1.39)	4.64	(2.27)	5.86	(2.14)	6
courage	2651	7.14	(1.66)	6.28	(2.39)	6.91	(2.04)	7
courageous	2652	7.63	(1.53)	6.48	(2.08)	7.06	(2.00)	10
court	1714	2.50	(1.88)	6.17	(2.98)	2.75	(2.53)	5
courteous	2653	7.16	(1.62)	4.33	(2.05)	5.87	(1.80)	9
courtroom	2654	3.82	(1.58)	5.04	(2.24)	4.13	(2.20)	9
courtyard	1715	5.54	(1.33)	3.83	(1.99)	5.08	(1.93)	9
cousin	1716	7.12	(2.06)	4.82	(2.58)	5.18	(1.55)	6
cow	554	5.42	(1.45)	3.85	(2.11)	4.84	(1.68)	3
coward	703	2.73	(1.55)	4.23	(2.31)	2.91	(1.72)	6
cowardice	2655	2.73	(1.44)	4.31	(2.01)	3.90	(2.52)	9
cowardly	2656	3.01	(1.43)	4.36	(2.09)	3.70	(2.10)	8
cowboy	1717	6.53	(1.6)	5.67	(1.88)	5.47	(1.41)	6
coyote	1718	4.33	(2.06)	5.29	(2.76)	3.64	(2.02)	6
cozy	88	7.30	(1.66)	3.04	(2.25)	5.04	(2.34)	4
crab	1719	5.00	(2.11)	4.50	(2.47)	5.00	(1.57)	4
crackers	1720	6.07	(1.49)	4.21	(2.19)	5.43	(1.16)	8
craft	1721	6.85	(1.52)	5.92	(1.83)	5.75	(2.18)	5
cram	1722	2.50	(1.37)	6.38	(2.99)	3.00	(1.75)	4
cranky	1723	2.54	(2.4)	6.92	(1.78)	3.83	(1.8)	6
crap	2657	4.05	(1.62)	4.17	(1.86)	4.90	(1.79)	4
crash	89	2.21	(1.42)	6.93	(2.53)	3.24	(2.25)	5
crave	1724	4.94	(1.53)	6.00	(1.46)	4.07	(2.05)	5
crazy	1725	6.00	(2.18)	5.64	(2.71)	5.07	(2.3)	5
create	1726	7.13	(1.77)	5.60	(1.45)	5.80	(2.11)	6
creative	2658	7.19	(1.54)	5.80	(2.03)	6.24	(2.06)	8
creature	2659	5.17	(1.50)	4.59	(1.73)	5.36	(1.31)	8
creek	1727	7.29	(1.44)	5.29	(2.81)	4.64	(1.82)	5
creepy	2660	2.52	(1.43)	5.79	(2.44)	3.65	(1.91)	6
crime	704	2.33	(1.52)	5.75	(2.45)	3.67	(2.06)	5
criminal	705	2.62	(1.66)	5.68	(2.4)	3.05	(1.72)	8
cripple	1728	2.50	(1.83)	5.42	(1.62)	3.25	(1.66)	7
crisis	706	1.72	(1.37)	6.08	(3.09)	2.75	(2.51)	6
critic	1729	2.31	(1.11)	6.15	(2.27)	3.77	(2.92)	6
critical	2661	3.65	(1.59)	4.95	(2.29)	4.65	(2.29)	8
criticism	1730	2.00	(1.24)	7.14	(2.07)	2.21	(1.42)	9
critique	1731	4.25	(1.65)	5.13	(2.53)	3.19	(1.47)	8
crocodile	1732	4.38	(1.86)	6.25	(1.57)	3.75	(2.02)	9
crossword	1733	5.00	(1.41)	4.18	(1.4)	5.18	(0.75)	9
crowd	1734	5.33	(1.68)	5.27	(2.05)	4.13	(2.26)	5
crown	90	6.73	(1.43)	4.62	(2.47)	6.42	(2.08)	5
crucify	91	2.09	(1.75)	6.78	(2.18)	3.72	(2.67)	7
crude	707	2.59	(1.53)	5.14	(2.62)	3.77	(1.97)	5
cruel	92	1.57	(0.84)	5.96	(2.79)	3.78	(2.84)	5
cruise	1735	7.21	(2.01)	6.64	(1.91)	5.57	(1.28)	6
cruiseship	1736	7.80	(1.42)	7.00	(2.39)	5.07	(2.15)	10
crumbs	1737	3.45	(1.37)	4.45	(1.97)	5.18	(1.17)	6
crunch	1738	5.63	(1.41)	5.38	(1.54)	5.69	(1.96)	6
crush	1739	6.13	(2.13)	6.93	(1.53)	3.60	(2.1)	5
crushed	93	1.86	(1.28)	5.41	(3.02)	2.68	(2.23)	7
crutch	708	3.08	(1.55)	3.88	(2.23)	4.08	(1.81)	6
cry	2662	2.41	(1.55)	4.63	(2.67)	4.13	(2.59)	3
crystal	2663	6.42	(1.79)	4.16	(2.53)	5.33	(1.87)	7
cuddle	94	8.15	(1.6)	3.70	(2.52)	5.95	(2.61)	6
cuisine	709	6.46	(1.36)	4.08	(2)	5.35	(1.09)	7
cult	1740	1.92	(1.71)	6.69	(2.53)	3.31	(3.38)	4
culture	1741	6.65	(2.03)	5.41	(2.69)	6.00	(2.6)	7
cunt	2664	2.82	(2.35)	4.98	(2.79)	4.56	(2.77)	4
cup	1742	5.69	(1.25)	3.92	(2.29)	5.00	(1.68)	3
cupboard	1743	4.69	(1.11)	3.69	(2.14)	5.08	(1.32)	8
cupcake	1744	7.50	(1.91)	6.00	(2.88)	5.00	(2.35)	7
cure	1745	8.77	(0.44)	7.77	(1.24)	5.54	(2.37)	4
curiosity	2665	6.64	(1.62)	5.86	(2.26)	5.60	(1.78)	9
curious	95	5.82	(1.7)	5.82	(1.49)	5.32	(1.49)	7
curse	2666	4.25	(1.74)	4.93	(1.60)	4.76	(2.21)	5
curtains	710	4.68	(0.99)	3.68	(1.73)	5.00	(1.66)	8
curve	1746	4.92	(0.95)	5.00	(1.13)	4.92	(1.44)	5
curved	2667	5.11	(1.68)	4.21	(2.08)	4.86	(1.52)	6
