Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD	Length
fervor	1912	5.15	(0.99)	5.00	(1.95)	4.45	(1.51)	6
festival	2752	7.40	(1.49)	6.24	(2.12)	5.39	(1.60)	8
festive	749	7.32	(2.79)	6.54	(2.44)	5.84	(2.34)	7
fetus	1913	5.31	(1.65)	5.54	(2.03)	5.77	(2.49)	5
feud	1914	2.81	(1.68)	6.38	(2)	3.94	(1.95)	4
fever	750	2.48	(1.66)	4.73	(2.64)	3.38	(2.48)	5
field	558	6.31	(1.49)	4.12	(2.58)	6.00	(2.12)	5
fig	1915	5.60	(1.45)	3.93	(2.34)	5.00	(1.69)	3
fight	751	2.65	(2.06)	7.40	(2.01)	4.80	(2.97)	5
fighting	2753	3.22	(1.86)	5.86	(2.16)	5.00	(2.26)	8
film	1916	7.46	(1.61)	5.46	(2.15)	5.08	(1.8)	4
filth	165	2.04	(1.37)	5.85	(2.44)	3.38	(2.25)	5
financial	1917	4.08	(2.57)	5.75	(2.96)	2.83	(1.64)	9
finger	752	5.30	(1.45)	3.50	(2.7)	4.85	(1.35)	6
fingerprint	1918	4.93	(0.8)	4.00	(2.1)	4.80	(0.94)	11
finish	1919	7.21	(1.93)	5.36	(2.87)	6.57	(2.41)	6
fire	166	2.85	(2.15)	7.44	(1.94)	4.20	(2.78)	4
firefighter	1920	7.27	(1.44)	6.60	(1.88)	6.07	(2.46)	11
fireplace	1921	6.81	(2.01)	4.06	(2.49)	5.44	(1.67)	9
fireworks	513	7.31	(1.78)	6.77	(2.12)	5.46	(1.94)	9
first	1922	7.33	(1.72)	6.58	(2.27)	7.58	(2.39)	5
fish	559	5.88	(1.66)	4.15	(1.85)	5.58	(1.53)	4
fisherman	1923	5.44	(1.82)	4.06	(1.65)	5.31	(1.4)	9
fitting	1924	5.18	(1.47)	4.36	(1.96)	4.82	(0.87)	7
flabby	167	1.52	(0.82)	5.68	(2.9)	2.54	(1.94)	6
flag	753	6.14	(1.46)	3.86	(2.29)	5.36	(1.33)	4
flare	1925	5.53	(2.07)	5.20	(2.21)	4.60	(1.3)	5
flashlight	2754	5.31	(1.28)	3.68	(2.04)	5.34	(1.76)	10
flask	2755	5.56	(1.98)	4.53	(2.35)	5.55	(2.01)	5
flatter	2756	6.94	(1.70)	5.57	(2.13)	5.25	(1.91)	7
flaunt	1926	5.31	(2.46)	6.75	(2.01)	5.67	(2.77)	6
flaw	1927	2.77	(1.3)	4.85	(2.12)	2.54	(1.45)	4
flea	1928	3.24	(2.33)	5.00	(2.47)	4.12	(1.58)	4
flee	1929	3.20	(1.9)	5.73	(2.43)	3.73	(1.79)	4
flight	1930	6.69	(1.14)	5.81	(1.56)	5.00	(1.51)	6
flirt	754	7.57	(1.36)	6.91	(1.77)	6.05	(2.6)	5
flirting	2757	7.15	(1.69)	7.15	(1.72)	5.49	(2.15)	8
flock	1931	5.87	(1.19)	5.07	(1.49)	4.87	(1.6)	5
flood	755	2.68	(1.64)	6.09	(2.07)	2.64	(1.79)	5
flourish	2758	7.00	(1.79)	5.58	(2.45)	6.27	(1.98)	8
flow	1932	5.86	(1.03)	3.07	(1.94)	5.93	(1.54)	4
flower	168	7.00	(1.85)	3.65	(2.53)	5.12	(2.41)	6
flu	1933	2.13	(2.16)	4.81	(2.2)	2.00	(1.55)	3
fluffy	1934	7.29	(1.14)	3.86	(2.41)	5.21	(0.43)	6
flute	1935	5.69	(1.35)	4.31	(2.21)	5.06	(1.44)	5
fly	1936	7.71	(1.33)	6.93	(1.86)	5.29	(2.46)	3
foam	756	6.67	(2.2)	6.18	(2.48)	5.38	(2.31)	4
foe	1937	3.00	(1.89)	6.33	(2.64)	5.20	(1.82)	3
follow	2759	4.94	(1.51)	3.83	(1.70)	4.30	(2.22)	6
folly	1938	4.57	(1.16)	4.00	(1.75)	4.71	(1.07)	5
food	514	7.42	(1.65)	6.42	(1.58)	5.65	(2.78)	4
fool	2760	3.63	(1.80)	4.36	(1.90)	4.69	(1.93)	4
foolish	1939	3.18	(1.47)	4.09	(1.7)	4.64	(1.96)	7
foot	757	5.00	(1.02)	3.12	(2.08)	4.85	(1.19)	4
football	1940	7.00	(1.41)	5.45	(2.11)	5.09	(2.12)	8
forbid	1941	2.87	(1.46)	5.07	(2.6)	3.80	(1.9)	6
forceful	1942	3.13	(1.36)	5.75	(1.77)	3.81	(2.51)	8
forest	1943	6.31	(1.55)	4.92	(2.06)	4.62	(1.85)	6
forgery	2761	3.25	(1.83)	5.08	(2.06)	4.86	(2.37)	7
forget	1944	2.21	(1.12)	5.54	(2.07)	2.85	(1.28)	6
forgive	1945	7.17	(1.75)	4.92	(1.68)	5.58	(2.02)	7
forgot	2762	3.49	(1.80)	4.57	(2.05)	4.12	(2.33)	6
fork	560	5.12	(0.82)	3.88	(1.68)	5.65	(1.74)	4
fornicate	1946	4.27	(2.52)	6.40	(1.64)	5.33	(1.88)	9
fortunate	2763	6.71	(1.96)	5.33	(2.08)	5.18	(1.89)	9
fortune	2764	6.43	(1.80)	5.18	(2.02)	5.55	(1.84)	7
foul	169	2.73	(1.73)	4.76	(2.05)	4.38	(2.04)	4
fragrance	170	5.96	(2.31)	4.19	(2.45)	4.85	(1.93)	9
frail	2765	3.44	(1.48)	3.27	(1.86)	4.09	(2.57)	5
frantic	2766	3.19	(1.82)	6.75	(2.35)	4.22	(2.39)	7
fraud	171	2.65	(1.67)	5.92	(2.65)	3.15	(2.36)	5
free	172	8.48	(0.9)	5.17	(3.11)	6.65	(2.31)	4
freedom	173	7.62	(2.3)	5.08	(3.01)	7.00	(2.43)	7
freeway	1947	5.53	(1.92)	6.00	(2.07)	5.07	(1.87)	7
freeze	2767	4.03	(1.94)	5.03	(2.14)	4.52	(2.16)	6
freezer	1948	4.83	(1.9)	4.58	(1.88)	4.67	(1.37)	7
frenzy	1949	4.77	(1.24)	7.08	(1.8)	3.62	(1.66)	6
frequent	2768	5.30	(1.25)	4.35	(1.85)	5.11	(1.38)	8
fresh	2769	6.98	(1.48)	4.49	(2.41)	5.91	(2.08)	5
friend	174	8.12	(1.21)	5.35	(2.84)	7.04	(1.78)	6
friendly	175	8.50	(1.14)	5.28	(3.23)	5.80	(2.43)	8
friendship	2770	8.21	(1.17)	6.43	(2.46)	5.82	(2.00)	10
fries	1950	7.12	(2.32)	5.12	(2.55)	6.24	(1.68)	5
fright	1951	3.27	(1.62)	6.09	(1.76)	3.73	(1.68)	6
frighten	2771	2.57	(1.45)	5.92	(2.41)	4.24	(2.41)	8
frightened	1952	2.40	(1.64)	7.27	(2.09)	2.53	(1.73)	10
frigid	758	3.54	(2.16)	4.85	(2.57)	4.15	(2.09)	6
frog	176	5.62	(1.98)	4.38	(1.96)	5.19	(2.15)	4
frolic	1953	6.62	(2.14)	6.08	(1.93)	5.62	(2.14)	6
frosting	1954	7.64	(1.39)	5.57	(1.55)	5.57	(1.5)	8
frown	1955	1.60	(1.18)	4.87	(2.29)	3.47	(1.77)	5
frozen	2772	4.36	(1.68)	4.12	(2.08)	4.61	(1.69)	6
fruit	1956	7.25	(1.69)	4.63	(2.45)	6.06	(1.95)	5
frustrate	2773	2.69	(1.54)	5.33	(2.51)	4.73	(2.11)	9
frustrated	177	2.31	(1.72)	5.65	(2.92)	3.35	(2.24)	10
frustration	1957	2.27	(1.42)	5.91	(3.11)	2.36	(1.5)	11
fuck	2774	5.25	(2.22)	5.78	(2.07)	5.67	(1.99)	4
fulfilled	1958	7.47	(1.6)	4.71	(2.95)	7.29	(1.77)	9
full	2775	5.73	(1.77)	4.45	(2.17)	5.33	(2.12)	4
fun	759	8.50	(0.86)	7.32	(2.06)	6.82	(1.89)	3
funeral	178	1.23	(0.87)	5.55	(3.38)	3.14	(2.73)	7
fungus	179	2.65	(1.87)	4.91	(2.45)	3.91	(2.02)	6
funny	1959	8.75	(0.62)	7.50	(1.57)	6.00	(2.13)	5
fur	180	4.00	(1.81)	4.48	(2.47)	4.09	(1.88)	3
furious	1960	1.54	(0.88)	8.23	(1.79)	5.31	(3.38)	7
furnace	1961	5.06	(1.81)	4.63	(1.89)	4.75	(1.24)	7
furniture	1962	6.40	(1.72)	4.29	(2.92)	5.93	(1.44)	9
fury	1963	2.14	(1.51)	7.54	(1.85)	2.77	(2.05)	4
fuse	1964	4.93	(1.07)	4.64	(2.02)	4.79	(0.8)	4
fussy	2776	3.20	(1.72)	4.88	(2.43)	4.83	(2.31)	5
future	1965	7.67	(0.89)	7.73	(1.27)	5.73	(2.28)	6
fuzzy	2777	6.66	(1.99)	4.86	(2.45)	5.37	(1.90)	5
gadget	1966	5.33	(0.9)	4.47	(1.55)	5.27	(1.67)	6
gaiety	1967	5.73	(1.1)	4.80	(1.66)	5.13	(1.68)	6
gain	1968	6.93	(1.39)	5.67	(1.59)	6.47	(1.51)	4
galaxy	1969	6.14	(1.1)	5.71	(1.2)	3.14	(1.66)	6
gallery	1970	5.94	(1.95)	4.44	(2.37)	4.56	(2.06)	7
gallon	1971	5.07	(1.28)	4.53	(1.25)	5.13	(1.13)	6
game	760	6.52	(2.45)	5.58	(2.53)	5.68	(1.55)	4
gang	1972	2.25	(1.22)	6.67	(2.35)	2.58	(2.31)	4
gangrene	181	2.06	(1.78)	5.59	(3.03)	3.25	(2.36)	8
gangster	2778	4.23	(1.79)	4.90	(2.19)	4.76	(2.18)	8
garage	2779	4.92	(1.14)	3.83	(1.91)	5.00	(1.18)	6
garbage	182	2.62	(1.9)	5.64	(2.36)	3.85	(2.17)	7
garden	761	7.00	(1.52)	4.00	(2.45)	5.85	(1.9)	6
garlic	1973	5.21	(2.04)	4.00	(2.35)	5.50	(1.87)	6
garment	762	6.52	(1.71)	4.88	(2.69)	5.64	(1.87)	7
garter	534	5.54	(1.36)	4.88	(2.03)	5.62	(1.7)	6
gas	1974	4.27	(1.83)	5.13	(2.17)	3.87	(2)	3
gate	1975	5.50	(1.1)	4.27	(1.75)	4.19	(1.97)	4
geek	2780	5.33	(1.72)	4.27	(1.95)	5.24	(2.19)	4
gem	1976	7.07	(1.62)	5.87	(1.85)	5.80	(1.47)	3
gender	763	5.86	(1.93)	4.41	(2.13)	5.62	(1.8)	6
generosity	2781	7.82	(1.57)	5.73	(2.33)	6.29	(2.14)	10
generous	2782	7.44	(1.37)	5.53	(2.25)	6.17	(2.09)	8
genius	1977	7.92	(1.31)	6.17	(1.9)	6.17	(2.29)	6
gentle	183	7.45	(1.27)	3.31	(2.74)	5.24	(2.1)	6
gentleman	2783	6.58	(1.88)	5.59	(1.76)	5.20	(1.58)	9
genuine	2784	7.10	(1.42)	5.24	(2.27)	6.02	(1.90)	7
germ	1978	3.27	(2.33)	5.00	(2.79)	4.55	(2.73)	4
germs	764	2.81	(1.5)	4.68	(2.28)	3.67	(1.68)	5
ghost	1979	4.07	(2.4)	7.00	(1.89)	3.27	(1.67)	5
gift	184	8.38	(1.61)	6.59	(2.64)	5.72	(2.39)	4
giggle	1980	8.18	(0.88)	6.35	(2.37)	6.47	(1.91)	6
giggles	2785	7.80	(1.44)	6.31	(2.29)	5.39	(1.86)	7
giraffe	1981	6.73	(1.39)	4.93	(2.22)	4.80	(1.42)	7
girl	185	6.31	(1.49)	3.04	(2.15)	5.77	(2.32)	4
give	1982	7.64	(1.39)	5.43	(2.44)	6.50	(2.14)	4
glacier	186	5.39	(1.31)	4.04	(2.57)	5.00	(2.26)	7
glad	1983	7.93	(0.96)	5.93	(1.91)	6.73	(1.22)	4
glamorous	2786	7.50	(1.64)	5.74	(2.48)	6.24	(1.96)	9
glamour	187	7.17	(1.37)	4.74	(2.28)	5.87	(2.69)	7
glance	1984	5.63	(1.2)	4.75	(1.73)	5.38	(1.63)	6
gland	1985	4.50	(1.83)	3.36	(1.98)	4.71	(1.27)	5
glass	765	4.92	(1.09)	4.15	(2.03)	4.81	(1.13)	5
glasses	1986	6.06	(1.39)	4.25	(2.02)	5.31	(0.79)	7
glaze	1987	6.81	(1.11)	4.56	(1.97)	5.00	(1.63)	5
glide	1988	5.87	(1.13)	4.93	(2.49)	5.20	(2.01)	5
gloat	1989	3.62	(2.36)	4.46	(2.76)	4.77	(1.88)	5
gloom	188	1.79	(1.15)	3.68	(2.2)	3.36	(2.11)	5
gloomy	2787	3.15	(1.52)	3.27	(1.56)	4.80	(1.64)	6
glory	189	7.63	(1.74)	5.97	(2.89)	6.78	(2.35)	5
gloss	1990	6.57	(1.55)	5.38	(1.66)	4.85	(1.21)	5
glow	2788	7.47	(1.60)	5.38	(2.41)	5.88	(1.80)	4
glum	2789	2.92	(1.28)	3.16	(1.93)	4.22	(2.19)	4
gnaw	1991	3.00	(1.47)	4.14	(2.14)	4.07	(1.86)	4
goal	1992	7.36	(1.5)	6.45	(1.69)	6.45	(2.73)	4
goat	1993	5.19	(0.98)	4.00	(1.51)	5.31	(1.7)	4
god	190	7.95	(1.36)	5.80	(2.88)	5.90	(2.69)	3
goddamn	2790	4.23	(2.28)	5.59	(2.49)	5.11	(2.29)	7
goddess	2791	6.87	(2.01)	4.87	(2.60)	6.02	(2.35)	7
gold	191	7.35	(1.87)	5.43	(3.03)	5.91	(2.66)	4
golden	2792	7.09	(1.84)	5.30	(2.26)	5.88	(1.98)	6
golf	1994	3.47	(2.23)	2.93	(2.37)	3.53	(2.07)	4
golfer	535	5.46	(1.75)	3.62	(2.02)	5.42	(1.77)	6
good	766	7.59	(1.59)	6.05	(2.36)	6.95	(1.99)	4
goodness	1995	7.82	(1.38)	4.81	(2.61)	6.63	(1.26)	8
gorgeous	2793	7.81	(1.40)	6.68	(2.27)	5.40	(2.37)	8
gorilla	1996	5.25	(2.14)	5.33	(2.1)	4.00	(2.73)	7
gossip	767	3.23	(2.6)	6.32	(2.42)	3.27	(2.59)	6
gourmet	2794	7.43	(1.76)	5.85	(2.36)	5.74	(1.89)	7
govern	1997	4.69	(1.54)	4.81	(1.11)	4.00	(1.86)	6
government	1998	3.94	(1.53)	4.75	(2.05)	3.69	(2.09)	10
grace	1999	6.87	(1.19)	4.00	(1.93)	5.53	(1.96)	5
graceful	2795	6.98	(1.35)	3.84	(2.24)	6.05	(1.92)	8
gracious	2796	6.90	(1.47)	4.90	(2.11)	5.39	(1.61)	8
graduate	192	8.35	(0.88)	7.00	(2.43)	7.15	(2.01)	8
graduation	2797	7.07	(2.21)	7.07	(1.96)	5.44	(2.59)	10
grafitti	2000	4.77	(1.92)	5.62	(1.71)	5.46	(2.26)	8
grandmother	2798	6.71	(2.31)	4.38	(2.58)	4.64	(2.13)	11
grapes	2001	6.63	(2.31)	4.94	(2.91)	5.31	(2.24)	6
graphic	2799	4.86	(1.73)	5.06	(1.90)	5.10	(1.46)	7
grass	768	6.38	(1.56)	3.67	(2.01)	5.33	(1.35)	5
grateful	193	7.39	(1.08)	4.78	(2.37)	6.17	(1.9)	8
gratitude	2800	6.93	(1.60)	5.15	(2.16)	5.80	(1.82)	9
grave	2002	2.00	(1.78)	4.58	(3.03)	3.42	(2.35)	5
graveyard	2801	2.65	(1.65)	4.54	(2.39)	3.97	(1.97)	9
gravy	2003	5.67	(1.8)	4.47	(2.45)	5.33	(1.68)	5
gray	2802	4.61	(1.46)	3.10	(1.81)	4.73	(1.42)	4
great	2803	7.25	(1.76)	5.56	(2.46)	6.31	(2.17)	5
greed	769	2.85	(1.31)	4.00	(2)	4.50	(1.32)	5
greedy	2804	3.41	(1.67)	4.76	(1.62)	4.66	(1.67)	6
green	194	6.48	(2.01)	4.10	(2.48)	5.03	(2.06)	5
greet	770	7.05	(1.61)	5.25	(2.67)	5.65	(2.3)	5
grenade	771	3.32	(1.84)	5.91	(2.54)	3.81	(2.62)	7
greyhound	2004	5.40	(2.35)	4.40	(1.96)	5.13	(2.17)	9
grief	195	1.65	(0.89)	4.81	(2.9)	3.15	(2.27)	5
grieve	2005	2.00	(1.32)	6.50	(2.19)	2.31	(1.62)	6
grime	772	2.86	(1.28)	3.64	(2.26)	4.27	(1.16)	5
grin	773	7.79	(1.53)	4.92	(2.43)	5.75	(1.75)	4
grind	2006	4.64	(1.91)	5.64	(1.63)	5.00	(1.48)	5
gripe	774	3.05	(1.7)	5.05	(2.1)	5.05	(1.56)	5
grizzly	2805	4.11	(1.79)	5.53	(2.27)	4.04	(1.99)	7
groceries	2007	6.53	(1.46)	4.13	(2.53)	6.13	(2.42)	9
groom	2008	6.93	(1.94)	5.13	(2.53)	5.73	(1.67)	5
gross	2009	2.33	(0.98)	4.83	(2.37)	3.58	(1.68)	5
ground	2010	5.29	(0.73)	4.21	(1.76)	4.93	(1)	6
grove	2011	5.71	(1.2)	4.71	(1.44)	5.43	(0.94)	5
grovel	2012	3.62	(1.76)	5.00	(2.24)	4.92	(2.78)	6
growl	2013	3.00	(2.13)	7.00	(1.35)	4.58	(3.26)	5
grudge	2806	2.55	(1.44)	5.15	(2.50)	5.42	(2.51)	6
gruesome	2807	3.92	(2.09)	5.22	(2.18)	4.61	(1.96)	8
guaranteed	2014	7.27	(2.02)	4.67	(3.02)	6.67	(2.06)	10
guess	2808	4.89	(1.38)	4.98	(2.22)	4.58	(2.01)	5
guillotine	196	1.82	(1.59)	6.69	(2.48)	4.48	(2.9)	10
guilt	2015	1.67	(1.05)	5.93	(3.1)	2.27	(1.49)	5
guilty	197	2.54	(2.4)	6.81	(2.51)	2.77	(2.53)	6
guitar	2016	7.14	(1.7)	6.62	(2.4)	4.77	(1.96)	6
gulf	2017	5.93	(2.23)	5.07	(1.69)	4.86	(1.41)	4
gullible	2809	3.91	(1.88)	4.22	(2.16)	4.16	(2.37)	8
gun	593	2.27	(1.71)	6.96	(1.75)	2.73	(2.22)	3
gunfire	2810	2.40	(1.51)	6.49	(2.58)	3.73	(2.54)	7
gunpoint	2811	1.75	(1.38)	6.69	(2.81)	3.37	(3.05)	8
guns	2812	3.68	(1.80)	5.24	(2.10)	4.95	(2.33)	4
gunshot	2813	2.05	(1.68)	6.95	(2.51)	3.31	(2.68)	7
guzzle	2018	4.67	(2.16)	5.67	(2.09)	4.73	(1.83)	6
gym	2019	7.08	(2.27)	6.92	(1.31)	6.58	(2.31)	3
gymnast	515	6.27	(1.87)	5.54	(2.04)	5.31	(1.76)	7
habit	775	4.08	(1.98)	4.04	(2.37)	4.21	(1.61)	5
hair	2020	5.67	(2.64)	4.92	(2.47)	5.17	(2.62)	4
hairdryer	561	4.80	(0.91)	3.62	(1.86)	5.88	(1.56)	9
hairpin	776	5.13	(1.36)	3.22	(2.35)	5.00	(1.13)	7
hallway	2814	4.69	(1.00)	3.53	(2.03)	5.15	(1.82)	7
ham	2021	5.38	(2.29)	4.92	(1.31)	5.33	(0.78)	3
hamburger	777	5.68	(1.25)	4.18	(2.04)	5.09	(1.38)	9
hammer	198	5.00	(1.08)	4.50	(1.7)	4.25	(1.37)	6
hand	778	6.05	(1.43)	4.43	(1.83)	4.90	(1.45)	4
handicap	779	2.95	(1.15)	3.95	(2.09)	3.85	(1.9)	8
handicapped	2022	2.93	(1.58)	5.13	(1.81)	3.50	(2.28)	11
hands	2023	5.73	(0.88)	4.53	(1.77)	5.73	(1.28)	5
handsome	199	8.09	(1.44)	6.55	(2.46)	5.03	(1.94)	8
handwriting	2815	5.79	(1.42)	3.93	(2.17)	5.69	(1.71)	11
hang	2024	4.43	(2.38)	5.57	(2.47)	4.29	(1.73)	4
haphazard	780	4.45	(1.19)	4.50	(2.16)	4.45	(1.28)	9
happiness	2025	8.17	(1.53)	7.18	(1.94)	6.82	(1.94)	9
happy	200	8.19	(2.06)	6.19	(2.8)	6.58	(2.55)	5
harass	2026	2.29	(1.07)	5.21	(2.86)	3.14	(2.28)	6
harassment	2027	1.94	(1.48)	6.19	(2.43)	2.31	(1.35)	10
hard	781	4.82	(1.59)	4.86	(2.21)	5.36	(1.09)	4
hardship	782	1.95	(1.33)	5.05	(2.71)	3.33	(2.31)	8
harmony	2816	6.56	(1.99)	3.87	(2.53)	5.56	(2.19)	7
harp	2028	6.47	(1.3)	3.40	(2.72)	4.60	(1.64)	4
harsh	2029	2.27	(1.39)	5.40	(2.35)	4.00	(2.2)	5
harvest	2030	6.00	(1.22)	4.35	(1.87)	5.82	(1.78)	7
haste	2031	3.64	(1.5)	4.27	(2.1)	4.18	(1.66)	5
hasten	2032	4.64	(0.93)	5.00	(1.92)	4.71	(1.07)	6
hat	783	5.36	(1.36)	3.73	(1.86)	5.32	(1.39)	3
hate	201	1.79	(1.32)	6.79	(2.66)	4.90	(3.09)	4
hatred	202	1.69	(1.69)	6.76	(2.52)	4.14	(2.92)	6
haunt	2033	3.00	(2.24)	7.18	(1.72)	3.09	(1.87)	5
haven	2034	7.38	(1.5)	3.44	(2.13)	5.63	(2.42)	5
hawk	536	5.46	(1.56)	4.68	(2.25)	5.31	(1.64)	4
hay	784	5.30	(0.66)	3.05	(2.09)	4.90	(1.21)	3
hazard	2817	2.69	(1.43)	5.60	(2.41)	4.60	(2.41)	6
head	2035	6.00	(1.04)	4.43	(1.87)	5.21	(0.89)	4
headache	203	1.88	(0.99)	5.00	(2.86)	3.16	(1.89)	8
headlight	785	5.45	(1.19)	3.85	(2.06)	5.00	(1.17)	9
heal	786	7.45	(1.6)	4.90	(2.39)	6.29	(1.9)	4
health	204	6.75	(2.11)	5.03	(2.15)	5.81	(2.01)	6
healthy	2818	7.67	(1.67)	5.37	(2.89)	6.45	(2.46)	7
heart	787	7.90	(1.33)	6.55	(2.44)	5.50	(2.24)	5
heartbreak	2819	1.75	(1.34)	5.98	(2.88)	2.73	(2.29)	10
heartless	2820	2.45	(1.64)	4.71	(2.49)	4.53	(2.26)	9
heat	2036	4.14	(2.32)	6.29	(1.82)	3.79	(2.01)	4
heaven	205	7.41	(2.45)	5.16	(3.32)	6.13	(2.71)	6
heavenly	2821	7.66	(1.50)	5.64	(2.49)	5.35	(1.89)	8
heavy	2037	3.38	(1.54)	5.27	(1.83)	3.87	(1.68)	5
hectic	2822	3.44	(1.96)	5.96	(2.76)	4.15	(2.61)	6
heir	2038	6.50	(1.57)	5.91	(1.45)	5.73	(1.9)	4
helicopter	2823	5.55	(1.35)	4.90	(2.13)	4.88	(1.70)	10
helium	2039	4.87	(1.73)	4.73	(2.71)	4.79	(1.76)	6
hell	788	1.67	(1.35)	6.05	(2.72)	2.62	(2.25)	4
help	2824	5.28	(2.09)	4.86	(2.01)	5.30	(2.05)	4
helpful	2825	6.85	(1.41)	4.58	(2.16)	5.88	(1.90)	7
helpless	206	2.19	(1.55)	5.62	(2.48)	2.12	(1.82)	8
hen	2040	5.15	(0.55)	4.08	(1.5)	4.77	(1.48)	3
herbal	2041	5.73	(0.9)	2.55	(1.57)	5.45	(0.69)	6
herd	2042	4.53	(0.99)	4.33	(2.09)	3.93	(1.53)	4
hero	2043	8.08	(1.8)	6.69	(1.89)	5.38	(2.18)	4
heroin	789	4.79	(2.99)	5.67	(2.41)	5.29	(2.48)	6
herring	2044	5.33	(1.35)	4.73	(1.22)	5.13	(1.13)	7
hesitate	2826	3.80	(1.25)	4.58	(1.97)	4.08	(1.82)	8
hide	207	3.97	(1.94)	5.66	(2.46)	3.00	(1.87)	4
high	2045	7.06	(1.48)	5.53	(2.18)	5.00	(1.94)	4
highway	562	5.80	(1.8)	5.52	(2.26)	5.68	(1.68)	7
hiker	2046	5.40	(1.59)	5.33	(2.26)	4.47	(2.33)	5
hilarious	2827	8.17	(1.36)	6.90	(2.34)	5.76	(1.80)	9
hill	2047	5.00	(0.89)	3.64	(1.69)	4.82	(0.6)	4
hinder	790	3.75	(1.16)	4.15	(2.16)	4.25	(1.41)	6
hippotamus	2048	6.20	(1.32)	3.80	(2.04)	5.47	(1.46)	10
hire	2049	5.60	(1.64)	5.64	(1.74)	5.00	(1.62)	4
history	208	4.77	(2.03)	3.81	(2.4)	4.62	(2.1)	7
hit	594	3.27	(2.03)	6.04	(1.68)	4.15	(1.67)	3
hitch	2050	5.00	(0.68)	3.57	(2.1)	4.86	(0.53)	5
hive	2051	2.50	(1.16)	6.71	(1.44)	3.36	(1.39)	4
hobby	2052	7.50	(1.45)	6.00	(2.65)	7.43	(1.74)	5
hockey	2053	5.50	(1.68)	5.00	(2.34)	5.08	(1.62)	6
holiday	791	7.75	(1.96)	6.17	(3.03)	5.79	(2.36)	7
holy	2054	7.25	(1.54)	7.00	(1.54)	4.42	(1.83)	4
home	209	8.04	(1.4)	4.16	(3.13)	5.60	(2.31)	4
homeless	2055	1.81	(1.05)	4.94	(2.54)	2.56	(1.31)	8
homicide	2828	1.93	(1.35)	6.10	(2.43)	3.98	(2.74)	8
honest	210	8.00	(1.31)	5.09	(2.15)	6.87	(1.87)	6
honesty	2056	8.13	(1.2)	5.44	(2.39)	6.94	(1.53)	7
honey	792	6.91	(1.57)	4.50	(2.39)	5.23	(1.51)	5
honeymoon	2829	7.24	(1.69)	6.44	(2.09)	5.68	(2.00)	9
honor	211	7.69	(1.29)	5.77	(2.01)	7.00	(1.83)	5
hooker	793	2.32	(1.62)	4.00	(3.06)	3.55	(2.06)	6
hope	794	7.32	(2.19)	5.88	(2.36)	5.68	(2.19)	4
hopeful	212	7.12	(1.68)	5.50	(2.44)	5.38	(1.96)	7
hopeless	2830	2.27	(1.90)	4.47	(2.73)	2.67	(2.24)	8
horrible	2057	1.60	(0.91)	5.53	(2.47)	2.87	(1.77)	8
horror	213	2.48	(2.2)	7.69	(2.04)	4.64	(2.89)	6
horse	214	6.00	(1.72)	4.04	(2.32)	4.85	(1.69)	5
hose	2058	5.13	(0.99)	4.93	(1.94)	4.80	(1.52)	4
hospital	215	5.04	(2.86)	6.73	(2.43)	4.60	(2.52)	8
hostage	216	2.15	(1.97)	7.73	(1.85)	2.54	(2.21)	7
hostile	217	2.38	(1.33)	6.23	(2.42)	4.35	(2.24)	7
hostility	2831	2.95	(1.55)	5.49	(1.99)	4.97	(2.06)	9
hot	2832	4.95	(2.27)	4.91	(2.35)	5.14	(2.05)	3
hotel	795	5.52	(1.87)	4.46	(2.42)	4.96	(1.7)	5
hour	2059	5.36	(1.28)	4.77	(1.59)	4.62	(1.76)	4
house	563	7.23	(1.9)	5.04	(2.18)	5.81	(2.35)	5
howl	2060	4.71	(2.2)	6.06	(2.05)	4.29	(1.93)	4
hub	2061	5.75	(1.29)	3.25	(2.26)	5.00	(1.86)	3
hug	218	8.17	(1.77)	5.26	(3.03)	6.04	(2.69)	3
huge	2062	5.00	(1.78)	5.85	(2.3)	5.38	(2.66)	4
humane	796	7.38	(1.5)	4.27	(2.22)	5.73	(2.15)	6
humble	219	5.76	(1.33)	3.88	(2.35)	4.56	(2.24)	6
humiliate	797	2.27	(1.52)	5.95	(2.55)	2.32	(1.96)	9
humiliation	2063	1.80	(1.42)	7.47	(2)	1.60	(1.18)	11
humor	220	8.69	(0.74)	5.96	(2.99)	6.42	(2.08)	5
humorous	2833	7.19	(1.77)	6.10	(2.14)	5.83	(1.89)	8
hunger	2064	2.36	(1.15)	5.07	(2.53)	4.50	(1.83)	6
hungry	221	3.52	(1.83)	5.09	(2.29)	4.70	(2.03)	6
hunter	2065	3.43	(1.79)	4.85	(3.02)	5.21	(2.33)	6
hurl	2066	2.73	(1.9)	6.00	(1.9)	3.91	(2.3)	4
hurricane	798	2.45	(1.43)	7.00	(2)	2.35	(2.11)	9
hurt	222	1.66	(1.08)	5.68	(2.4)	3.14	(2.22)	4
husband	2834	7.11	(2.09)	6.34	(2.22)	6.06	(2.06)	7
hut	2835	5.02	(1.46)	3.41	(2.01)	5.39	(1.77)	3
hydrant	564	4.96	(1)	3.77	(1.75)	5.54	(1.58)	7
hymn	2067	6.38	(1.54)	3.94	(2.49)	5.50	(1.32)	4
hysteria	2836	3.61	(2.00)	5.96	(2.38)	3.94	(2.12)	8
