Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD	Length
brilliance	2571	7.29	(1.68)	6.00	(2.16)	6.29	(1.96)	10
brilliant	2572	6.68	(2.12)	5.52	(2.47)	6.02	(2.07)	9
broad	2573	5.34	(1.52)	4.02	(2.16)	5.91	(2.03)	5
broken	672	3.50	(2.26)	5.39	(2.45)	4.17	(1.98)	6
brood	1577	4.36	(1.6)	4.29	(1.68)	5.31	(1.49)	5
broom	1578	4.60	(0.83)	2.93	(1.94)	5.47	(1.25)	5
broth	1579	5.27	(1.1)	4.53	(1.6)	5.33	(1.84)	5
brother	52	6.83	(1.53)	5.55	(2.07)	5.36	(1.36)	7
brow	1580	5.31	(0.63)	4.15	(1.68)	5.77	(1.59)	4
brownie	1581	7.15	(1.86)	5.69	(2.18)	6.77	(1.79)	7
brownies	2574	7.80	(1.67)	6.48	(2.68)	6.38	(2.25)	8
bruise	1582	3.64	(1.22)	5.43	(1.34)	5.43	(1.79)	6
brutal	53	3.25	(1.94)	5.65	(2.6)	5.20	(2.09)	6
brutality	2575	3.45	(2.12)	5.16	(2.40)	5.66	(2.27)	9
bucket	1583	5.47	(1.36)	4.73	(1.79)	5.93	(1.53)	6
buddy	2576	7.50	(1.35)	5.47	(2.04)	5.57	(1.72)	5
buffalo	1584	6.36	(1.5)	4.86	(2.54)	4.36	(1.91)	7
bug	1585	4.07	(2.12)	5.13	(2.47)	4.67	(1.59)	3
bugle	1586	5.67	(1.23)	4.87	(1.25)	5.27	(0.8)	5
building	550	5.56	(1.23)	4.08	(2.12)	5.24	(1.54)	8
bulb	1587	5.06	(1.12)	4.63	(1.63)	4.75	(0.77)	4
bulge	1588	4.06	(1.53)	4.75	(2.7)	4.88	(1.59)	5
bulky	2577	5.14	(1.30)	4.58	(1.67)	5.65	(1.72)	5
bullet	673	4.20	(1.96)	5.45	(1.99)	5.20	(2.4)	6
bullshit	2578	4.21	(2.05)	5.14	(2.18)	5.07	(2.22)	8
bully	2579	2.41	(1.48)	5.25	(2.41)	4.34	(3.02)	5
bumble	1589	5.21	(1.37)	4.93	(1.59)	5.14	(1.17)	6
bunny	54	6.71	(1.05)	4.38	(2.6)	4.88	(2.06)	5
burdened	55	2.71	(0.91)	5.46	(2.26)	5.62	(2.14)	8
burglar	1590	3.13	(1.45)	6.38	(1.93)	4.00	(2.28)	7
burglary	2580	3.29	(1.69)	5.06	(2.39)	4.85	(2.28)	8
burial	56	2.62	(1.85)	4.64	(2.56)	3.92	(1.98)	6
burn	586	3.12	(1.99)	6.40	(1.85)	4.52	(1.98)	4
bury	1591	3.81	(1.22)	5.38	(1.26)	4.00	(1.41)	4
bus	541	4.72	(1.28)	3.32	(1.99)	5.04	(1.93)	3
bustle	1592	4.79	(1.72)	5.29	(1.07)	5.29	(1.44)	6
busy	1593	4.07	(1.91)	4.47	(2)	4.60	(1.88)	4
busybody	674	4.81	(1.21)	4.29	(1.93)	4.57	(1.6)	8
butcher	2581	4.10	(1.80)	4.54	(2.03)	5.67	(1.72)	7
butler	1594	5.86	(1.51)	4.21	(2.29)	6.07	(2.16)	6
butt	1595	6.53	(1.85)	6.07	(2.4)	6.13	(1.77)	4
butter	57	5.40	(0.97)	3.30	(1.77)	4.50	(1.08)	6
butterfly	58	6.58	(1)	3.45	(2.02)	4.55	(2.3)	9
button	1596	4.85	(1.21)	3.77	(2.49)	5.38	(2.14)	6
cab	1597	4.67	(0.9)	3.47	(1.68)	5.13	(2.1)	3
cabin	2582	5.69	(1.95)	4.42	(2.37)	5.92	(1.90)	5
cabinet	675	5.10	(0.31)	3.45	(1.7)	4.70	(1.81)	7
cactus	2583	5.00	(1.64)	4.09	(2.31)	5.77	(1.78)	6
cake	59	7.27	(1.16)	5.13	(2.26)	5.20	(2.14)	4
calendar	2584	5.09	(1.07)	4.10	(2.11)	5.21	(1.74)	8
calf	1598	5.24	(1.95)	5.00	(2)	6.10	(1.58)	4
call	2585	5.59	(1.70)	4.59	(1.97)	5.32	(1.67)	4
calm	1599	6.40	(1.64)	3.53	(2.33)	6.40	(1.84)	4
camel	1600	5.69	(1.4)	4.50	(1.86)	4.88	(1.75)	5
camera	2586	5.95	(1.89)	4.59	(2.40)	5.61	(1.97)	6
campus	1601	6.00	(1.32)	4.75	(1.91)	5.44	(1.21)	6
cancel	1602	3.87	(1.13)	4.60	(2.06)	4.47	(2.03)	6
cancer	60	1.75	(0.97)	6.83	(2.37)	3.33	(3.06)	6
candid	2587	5.63	(1.57)	4.25	(1.87)	5.58	(1.44)	6
candle	2588	5.27	(1.62)	3.63	(2.07)	5.79	(1.73)	6
candlestick	1603	5.13	(1.68)	4.07	(2.12)	4.67	(1.18)	11
candy	61	6.00	(1.34)	4.10	(2.27)	5.00	(1.84)	5
cane	677	3.58	(1.95)	4.42	(1.87)	4.47	(2.17)	4
cannon	678	5.71	(2.39)	5.14	(2.85)	5.48	(2.4)	6
canoe	1604	5.93	(1.82)	5.00	(2.51)	5.86	(1.96)	5
canyon	1605	6.07	(1.53)	5.27	(2.99)	3.80	(2.14)	6
capability	1606	6.75	(1.53)	4.69	(2.39)	6.00	(1.67)	10
capable	62	7.00	(1.31)	5.60	(1.68)	5.73	(1.98)	7
cape	1607	6.47	(1.19)	5.40	(1.59)	6.27	(1.16)	4
car	551	7.84	(1.28)	5.64	(2.16)	6.60	(2.1)	3
carcass	679	4.21	(1.81)	5.11	(1.79)	5.53	(1.65)	7
card	1608	5.75	(1.18)	4.13	(2.36)	5.75	(1.48)	4
care	1609	7.19	(1.11)	5.94	(1.81)	5.94	(1.88)	4
carefree	63	7.75	(1.36)	2.67	(2.42)	5.33	(2.71)	8
careful	2589	5.18	(1.74)	4.11	(1.99)	5.75	(1.77)	7
careless	2590	3.93	(2.05)	4.36	(2.46)	4.98	(2.07)	8
caress	64	7.58	(1.31)	4.50	(3.32)	6.08	(1.93)	6
caring	1610	6.00	(2)	4.20	(2.54)	5.67	(2.16)	6
carnival	1611	6.13	(1.96)	5.53	(2.36)	5.20	(1.86)	8
carpet	1612	5.13	(0.52)	4.33	(1.45)	5.00	(0)	6
carrot	1613	5.50	(1.32)	4.06	(2.02)	5.81	(1.68)	6
cartoon	1614	7.06	(1.44)	5.38	(2.28)	5.94	(1.91)	7
carve	1615	5.21	(1.25)	5.14	(1.56)	5.14	(1.56)	5
carwash	1616	6.00	(1.88)	4.57	(2.21)	5.29	(1.49)	7
cash	503	8.28	(0.94)	7.08	(2.77)	6.76	(2.31)	4
casino	680	6.90	(1.79)	6.76	(1.97)	5.14	(2.22)	6
casket	2591	2.98	(2.10)	4.07	(2.47)	3.86	(2.23)	6
cast	1617	4.40	(1.24)	4.87	(1.41)	5.00	(1.65)	4
castle	1618	6.86	(1.7)	5.50	(2.28)	6.71	(2.02)	6
castrate	1619	2.07	(2.37)	6.00	(3.51)	2.69	(2.56)	8
casual	2592	6.18	(1.64)	4.25	(2.27)	5.66	(1.94)	6
casualty	2593	3.45	(2.05)	5.05	(2.22)	4.36	(2.33)	8
cat	504	5.33	(2.6)	4.08	(2.32)	6.54	(2)	3
cattle	1620	5.73	(2.02)	5.40	(1.96)	6.07	(2.09)	6
cauliflower	2594	4.39	(2.20)	4.07	(2.21)	5.63	(1.99)	11
cautious	2595	4.84	(1.60)	4.66	(2.07)	5.41	(1.92)	8
cave	1621	4.69	(2.02)	5.44	(1.55)	5.00	(1.21)	4
cavern	1622	5.60	(1.99)	5.27	(2.43)	5.53	(2.17)	6
cavity	1623	3.00	(2.48)	6.54	(2.33)	3.85	(2.61)	6
cavort	1624	4.93	(1)	4.93	(1.38)	4.71	(1.33)	6
cease	1625	4.60	(0.99)	4.07	(1.58)	5.13	(1.3)	5
ceiling	1626	5.79	(1.25)	4.92	(2.18)	4.77	(1.48)	7
celebrate	2596	7.59	(1.46)	6.59	(2.31)	6.06	(2.03)	9
celebration	2597	7.97	(1.27)	7.53	(1.39)	5.79	(2.14)	11
cell	587	3.33	(1.93)	3.67	(2.44)	4.12	(2.36)	4
cellar	681	4.45	(1.57)	4.30	(2.45)	4.90	(1.94)	6
cemetery	65	3.42	(1.38)	4.45	(2.25)	4.73	(2.05)	8
century	2598	5.49	(1.41)	4.45	(1.77)	4.78	(1.33)	7
cereal	1627	7.45	(1.76)	5.74	(2.28)	6.32	(2.08)	6
chair	66	5.30	(0.95)	3.40	(1.84)	4.70	(0.67)	5
chalk	1628	5.07	(1.91)	3.27	(2.52)	4.20	(1.7)	5
challenge	1629	6.86	(1.96)	6.57	(1.99)	6.57	(2.56)	9
champ	682	7.22	(1.4)	6.22	(1.48)	6.28	(1.87)	5
champagne	1630	6.87	(1.25)	5.29	(2.52)	5.29	(2.33)	9
champion	67	8.42	(1.08)	4.83	(3.43)	6.08	(3.45)	8
chance	683	6.42	(1.61)	5.63	(2.43)	4.74	(1.76)	6
change	1631	5.93	(2.02)	5.43	(2.17)	5.36	(2.06)	6
chaos	684	4.50	(2.16)	6.30	(1.81)	4.00	(1.59)	5
chapel	2599	5.29	(1.75)	3.75	(2.09)	5.19	(1.83)	6
character	1632	5.73	(1.33)	5.33	(1.18)	6.07	(1.79)	9
charisma	2600	6.97	(1.56)	6.12	(2.02)	6.04	(1.98)	8
charitable	2601	7.24	(1.72)	5.08	(2.37)	6.36	(1.98)	10
charity	2602	7.28	(1.75)	5.59	(2.30)	5.84	(2.44)	7
charm	68	6.67	(1.63)	5.47	(2.42)	5.87	(1.96)	5
charming	2603	6.77	(1.99)	5.57	(2.39)	6.07	(2.03)	8
chase	1633	5.75	(2.02)	6.06	(1.95)	5.44	(1.93)	5
cheapskate	2604	3.53	(2.02)	3.94	(2.02)	4.92	(2.21)	10
checkerboard	1634	5.93	(1.71)	5.43	(1.16)	5.07	(1.94)	12
cheer	69	7.70	(1.38)	5.95	(2.37)	5.55	(1.99)	5
cheerful	1635	7.69	(1.62)	5.75	(2.59)	6.25	(1.69)	8
cheerleader	1636	6.69	(1.7)	5.75	(2.65)	5.81	(1.83)	11
cheery	2605	7.39	(1.33)	6.00	(1.86)	5.31	(1.62)	6
cheese	1637	6.20	(1.61)	4.47	(2)	4.73	(1.94)	6
cheeseburger	1638	8.07	(1.14)	6.43	(1.95)	6.07	(2.06)	12
chef	1639	6.93	(1.49)	5.00	(2.39)	6.67	(1.76)	4
cherish	2606	6.81	(1.91)	5.12	(2.24)	6.02	(2.27)	7
chess	1640	5.50	(1.41)	3.63	(2.22)	5.06	(1.77)	5
chest	1641	6.64	(1.69)	5.36	(3)	5.71	(2.4)	5
chew	2607	5.66	(1.90)	4.32	(2.38)	5.73	(2.03)	4
chicken	1642	6.93	(1.67)	5.07	(2.25)	5.73	(1.39)	7
child	70	6.15	(2.23)	5.75	(1.77)	5.35	(2.25)	5
childhood	2608	7.03	(2.04)	6.44	(2.12)	5.38	(2.00)	9
childish	2609	4.77	(2.19)	4.70	(2.49)	5.16	(2.28)	8
children	2610	6.34	(2.31)	5.70	(2.56)	6.05	(1.87)	8
chimney	1643	5.86	(1.61)	3.08	(1.93)	5.23	(1.17)	7
chin	685	5.36	(1.43)	3.64	(2.11)	5.41	(1.71)	4
chocolate	505	6.80	(1.83)	4.88	(2.67)	5.36	(2.06)	9
choice	1644	7.00	(2.18)	4.46	(2.57)	7.92	(1.8)	6
choir	1645	6.33	(2.13)	4.57	(2.17)	5.21	(0.89)	5
choke	1646	2.75	(1.57)	6.06	(2.77)	3.38	(2.22)	5
chore	1647	3.00	(1.36)	2.80	(1.86)	3.67	(1.88)	5
christmas	686	7.58	(1.61)	6.05	(2.68)	5.37	(2.27)	9
chubby	2611	4.22	(2.00)	4.42	(2.22)	5.66	(2.23)	6
chump	2612	3.77	(1.91)	4.71	(2.05)	4.86	(2.04)	5
church	71	5.29	(2.67)	4.69	(3.09)	4.62	(2.9)	6
cider	1648	5.93	(1.44)	4.43	(1.74)	5.50	(2.31)	5
cigar	1649	5.60	(2.53)	4.27	(2.55)	4.93	(2.15)	5
cigarette	1650	2.20	(1.47)	5.60	(2.23)	4.20	(2.01)	9
cinema	1651	7.93	(1.27)	6.62	(2.14)	5.92	(2.06)	6
cinnamon	2613	6.13	(1.96)	4.94	(2.36)	4.75	(1.77)	8
circle	687	5.30	(1.17)	3.65	(1.93)	5.16	(1.3)	6
circular	2614	4.88	(1.36)	4.06	(1.76)	5.44	(1.66)	8
circus	72	6.76	(1.52)	5.38	(2.47)	5.00	(2.1)	6
citizen	2615	6.34	(1.64)	4.56	(2.47)	5.44	(2.27)	7
city	73	5.67	(1.5)	4.53	(2.07)	4.53	(1.73)	4
civil	2616	6.16	(1.31)	4.20	(2.21)	6.18	(1.62)	5
claim	2617	5.35	(1.33)	4.61	(1.90)	5.36	(1.45)	5
clan	1652	5.07	(1.91)	4.53	(2)	5.86	(2.25)	4
clarinet	1653	6.13	(1.3)	4.87	(1.85)	5.47	(1.68)	8
class	1654	3.80	(2.27)	3.13	(2.26)	3.93	(1.71)	5
classic	2618	6.36	(1.56)	4.59	(1.98)	5.70	(1.73)	7
classy	2619	7.09	(1.41)	5.13	(2.02)	6.16	(2.05)	6
clause	1655	4.64	(1.5)	3.86	(1.79)	4.29	(1.49)	6
claw	1656	4.80	(0.94)	4.53	(1.55)	4.93	(1.1)	4
clay	1657	5.31	(0.7)	3.81	(1.97)	5.06	(0.25)	4
clean	1658	6.20	(1.82)	3.93	(2.4)	5.80	(1.74)	5
clear	2620	5.79	(1.61)	3.92	(2.01)	5.94	(1.72)	5
clearer	2621	6.34	(1.67)	4.43	(2.14)	6.11	(1.94)	7
cleavage	1659	7.19	(1.72)	6.44	(2.06)	6.31	(1.66)	8
cleft	1660	4.80	(1.66)	3.87	(2.29)	4.80	(1.37)	5
clench	1661	5.14	(1.51)	5.50	(1.95)	5.00	(1.96)	6
clever	2622	7.16	(1.40)	5.18	(2.30)	6.64	(2.17)	6
cliff	553	4.96	(2.23)	5.88	(2.3)	5.04	(1.84)	5
cliffdiver	1662	5.75	(1.95)	5.81	(2.2)	5.50	(1.79)	10
climax	1663	6.25	(2.35)	6.75	(2.41)	6.50	(1.86)	6
cling	1664	4.25	(1.18)	3.94	(1.98)	4.25	(1.57)	5
clinic	1665	4.69	(1.45)	4.69	(2.09)	4.50	(2)	6
clock	688	4.86	(1.73)	3.95	(2.38)	4.59	(1.76)	5
closet	1666	4.93	(1)	4.14	(1.51)	6.00	(1.66)	6
clot	1667	3.25	(1.57)	5.00	(2.37)	4.06	(2.05)	4
cloth	1668	5.13	(1.77)	4.13	(1.96)	5.27	(1.79)	5
clothe	1669	5.60	(1.55)	3.80	(2.14)	5.60	(1.35)	6
clothes	1670	5.75	(1.39)	5.00	(2)	5.88	(1.67)	7
clothing	74	5.93	(2.16)	4.15	(2.91)	5.33	(2.06)	8
clouds	533	6.42	(2.19)	3.46	(2.28)	5.46	(1.79)	6
clown	1671	5.33	(1.63)	4.40	(2.23)	5.00	(1.6)	5
clue	1672	5.38	(1.26)	5.63	(1.71)	4.94	(1)	4
clumsy	689	4.06	(2.07)	4.78	(2.29)	4.06	(1.73)	6
coach	1673	6.20	(1.7)	5.53	(2.1)	5.53	(2.29)	5
coal	2623	4.23	(1.41)	3.39	(1.77)	5.91	(1.63)	4
coarse	690	4.65	(1.09)	4.50	(1.57)	5.05	(1.32)	6
coast	691	6.06	(1.7)	4.83	(2.46)	5.71	(1.79)	5
coat	2624	5.45	(1.37)	3.55	(2.03)	5.36	(1.64)	4
coax	1674	5.00	(1.46)	5.00	(1.51)	5.38	(1.75)	4
cocaine	1675	4.57	(3.27)	5.14	(3.63)	4.71	(3.38)	7
cockpit	1676	6.81	(1.76)	5.88	(2.53)	5.38	(2.45)	7
cockroach	75	3.73	(2.05)	5.33	(2.66)	5.47	(2.5)	9
cocoa	1677	7.47	(0.92)	5.93	(2.62)	6.43	(1.45)	5
cod	1678	5.24	(1.26)	4.48	(1.33)	5.33	(1.28)	3
coddle	1679	4.88	(1.02)	4.56	(1.93)	4.69	(1.3)	6
coffee	2625	6.00	(2.27)	5.16	(2.97)	5.63	(2.31)	6
coffin	76	3.00	(2.11)	4.30	(2.79)	4.20	(2.53)	6
cognition	1680	5.43	(1.34)	4.69	(2.02)	5.23	(1.36)	9
coin	692	5.76	(2.32)	4.48	(2.75)	5.86	(1.96)	4
cold	693	3.90	(1.94)	5.40	(1.85)	4.65	(1.76)	4
colony	1681	5.50	(1.91)	5.79	(2.01)	6.08	(1.55)	6
color	694	7.05	(1.65)	4.63	(2.71)	6.32	(1.97)	5
colorful	2626	7.16	(1.51)	5.36	(2.40)	5.80	(1.79)	8
column	695	5.15	(1.04)	3.70	(2.05)	5.25	(1.71)	6
comedy	77	8.00	(0.95)	6.36	(2.06)	4.82	(1.99)	6
comet	1682	6.33	(2.06)	6.27	(1.87)	4.07	(2.46)	5
comfort	696	6.45	(2.21)	4.35	(2.87)	5.70	(2.08)	7
comfortable	1683	7.50	(1.16)	3.14	(1.99)	6.50	(1.74)	11
command	1684	4.27	(1.39)	5.13	(2.64)	4.13	(2.9)	7
committee	2627	5.09	(1.31)	4.44	(1.90)	4.69	(1.66)	9
common	2628	4.68	(1.34)	3.80	(1.91)	5.39	(1.86)	6
communism	1685	3.71	(2.89)	5.00	(3.03)	3.42	(2.5)	9
compassion	2629	7.53	(1.61)	6.03	(1.82)	6.16	(2.29)	10
compassionate	2630	7.36	(1.47)	5.68	(2.12)	5.83	(1.77)	13
compel	1686	4.53	(1.13)	5.80	(1.52)	5.53	(1.73)	6
competent	1687	6.87	(1.51)	5.00	(1.71)	6.64	(1.5)	9
complain	2631	3.54	(1.77)	4.52	(2.10)	5.07	(2.11)	8
complaint	2632	3.59	(1.64)	4.43	(2.14)	5.28	(1.78)	9
complete	1688	7.87	(1.25)	5.71	(2.16)	7.43	(1.34)	8
complex	1689	5.50	(0.97)	5.88	(1.36)	5.44	(1.67)	7
compliment	2633	6.82	(2.05)	5.32	(2.40)	6.39	(1.99)	10
compulsive	1690	4.00	(1.2)	5.33	(2.85)	3.67	(1.8)	10
computer	552	6.12	(1.92)	4.52	(2.06)	5.08	(2.06)	8
con	2634	3.50	(1.85)	4.50	(2.34)	4.94	(2.51)	3
conceited	2635	3.67	(2.06)	4.75	(1.78)	5.35	(2.16)	9
concentrate	78	4.83	(1.11)	4.73	(1.62)	4.82	(1.47)	11
concerned	1691	4.31	(1.08)	5.50	(1.9)	4.88	(1.67)	9
concert	1692	7.43	(1.65)	7.31	(2.21)	5.46	(2.47)	7
concrete	1693	5.31	(0.95)	4.13	(2.09)	5.63	(1.15)	8
condemn	2636	3.55	(2.07)	4.61	(1.96)	4.95	(2.46)	7
condescension	2637	3.85	(1.66)	4.35	(1.80)	4.79	(2.03)	13
condom	1694	7.07	(1.82)	6.93	(2.16)	7.14	(1.88)	6
confidence	2638	6.91	(2.11)	5.11	(2.55)	6.50	(2.31)	10
confident	79	7.73	(1.28)	6.53	(2.5)	7.20	(2.4)	9
confuse	2639	3.75	(1.61)	3.69	(1.93)	4.50	(2.16)	7
confused	80	3.27	(0.65)	5.55	(1.92)	4.33	(1.61)	8
confusion	1695	4.47	(2)	5.13	(2.26)	3.60	(1.99)	9
congratulate	2640	7.31	(1.25)	6.10	(1.90)	5.66	(1.94)	12
congratulations	2641	7.98	(1.26)	6.82	(2.18)	6.20	(2.35)	15
conquer	1696	6.50	(1.37)	6.38	(1.86)	6.75	(2.27)	7
conquest	1697	6.40	(1.84)	7.07	(1.62)	6.27	(2.58)	8
consoled	81	5.71	(1.65)	4.94	(2.02)	4.81	(1.83)	8
constructive	1698	6.25	(0.93)	4.81	(1.68)	6.19	(1.47)	12
contaminate	2642	3.04	(1.66)	4.84	(2.29)	4.43	(2.19)	11
contemporary	2643	5.48	(1.48)	4.24	(1.89)	5.81	(1.56)	12
contempt	82	4.20	(1.87)	4.90	(0.88)	5.50	(1.18)	8
contents	83	4.73	(1.03)	4.07	(2.28)	4.87	(1.19)	8
context	84	5.20	(1.47)	4.35	(1.87)	4.90	(0.91)	7
continuation	1699	5.94	(1.77)	5.38	(1.78)	5.38	(1.71)	12
control	1700	6.79	(1.42)	5.79	(2.04)	7.43	(2.14)	7
controlling	85	4.53	(2.26)	5.60	(2.13)	6.07	(2.84)	11
convey	1701	5.53	(1.3)	4.20	(2.27)	5.60	(1.76)	6
cook	697	6.05	(1.22)	4.21	(1.72)	5.42	(1.43)	4
cookie	1702	7.20	(1.57)	4.93	(2.49)	6.20	(1.9)	6
cookout	1703	6.69	(1.78)	5.81	(2.37)	5.69	(1.78)	7
cool	1704	6.63	(1.75)	3.56	(2.16)	5.94	(1.44)	4
cooperate	2644	6.54	(1.54)	5.08	(1.61)	5.68	(1.74)	9
cooperation	2645	5.98	(1.97)	4.91	(2.04)	5.82	(1.79)	11
cooperative	2646	6.21	(1.70)	4.77	(2.11)	5.81	(1.91)	11
cope	1705	4.50	(1.71)	4.63	(1.93)	4.38	(1.78)	4
copper	1706	5.44	(1.21)	3.50	(1.97)	4.94	(1.18)	6
cord	698	4.95	(1.31)	3.84	(1.95)	5.00	(1.46)	4
core	1707	4.64	(1.74)	4.38	(1.66)	5.85	(1.41)	4
cork	699	5.16	(1.34)	3.89	(1.94)	4.89	(0.94)	4
corn	1708	5.57	(1.83)	4.85	(2.27)	5.77	(2.05)	4
corner	700	4.33	(1.32)	3.62	(1.99)	3.86	(1.85)	6
corny	2647	5.44	(1.72)	3.94	(2.02)	5.22	(1.74)	5
corpse	86	2.50	(1.18)	4.20	(2.53)	2.60	(1.65)	6
corridor	701	4.86	(1.28)	3.62	(2.48)	5.10	(1.73)	8
corrupt	702	4.15	(2.54)	5.05	(2.35)	4.90	(2.22)	7
costume	1709	7.07	(1.33)	6.38	(1.85)	6.31	(1.65)	7
cottage	87	5.87	(0.99)	4.20	(2.6)	4.93	(1.58)	7
cotton	2648	5.16	(1.52)	4.36	(1.92)	5.89	(1.79)	6
couch	1710	6.30	(1.75)	4.15	(2.52)	5.60	(1.76)	5
cough	2649	3.86	(1.42)	4.68	(2.27)	4.89	(2.09)	5
counselor	1711	3.85	(1.72)	4.69	(2.25)	3.31	(1.93)	9
country	1712	5.50	(2.22)	4.81	(2.23)	6.50	(1.75)	7
countryside	2650	6.19	(1.74)	4.45	(2.09)	5.16	(1.88)	11
couple	506	6.84	(1.77)	5.36	(2.4)	6.08	(1.91)	6
coupon	1713	6.50	(1.75)	5.50	(2.31)	5.81	(2.07)	6
courage	2651	7.55	(1.32)	6.11	(2.39)	6.86	(2.09)	7
courageous	2652	7.23	(1.35)	6.79	(1.44)	6.64	(2.12)	10
court	1714	4.20	(2.57)	5.27	(2.71)	4.20	(2.91)	5
courteous	2653	6.44	(1.67)	4.56	(2.20)	6.15	(1.98)	9
courtroom	2654	4.53	(1.89)	4.96	(2.34)	5.32	(2.35)	9
courtyard	1715	5.93	(1.39)	4.13	(2.53)	5.47	(1.6)	9
cousin	1716	5.36	(2.59)	4.92	(2.06)	5.08	(2.18)	6
cow	554	5.72	(1.62)	3.12	(2.13)	5.80	(1.41)	3
coward	703	2.75	(1.77)	3.90	(2.1)	2.75	(1.52)	6
cowardice	2655	3.14	(1.56)	4.23	(2.26)	5.27	(2.64)	9
cowardly	2656	3.14	(1.53)	4.75	(2.06)	4.34	(2.35)	8
cowboy	1717	6.43	(2.21)	5.85	(2.34)	6.00	(2.08)	6
coyote	1718	5.46	(2.26)	5.08	(2.69)	4.23	(2.09)	6
cozy	88	7.53	(1.36)	3.73	(2.34)	4.67	(2.23)	4
crab	1719	5.53	(1.64)	4.93	(2.15)	5.87	(1.77)	4
crackers	1720	5.56	(1.31)	4.69	(1.78)	5.56	(1.41)	8
craft	1721	6.27	(1.79)	3.73	(2.15)	5.00	(1.89)	5
cram	1722	3.87	(2.36)	6.43	(2.74)	5.07	(3)	4
cranky	1723	3.19	(1.38)	4.19	(2.07)	4.81	(1.56)	6
crap	2657	3.91	(1.88)	3.84	(2.02)	5.55	(2.18)	4
crash	89	2.60	(1.51)	7.00	(2.26)	4.00	(2.11)	5
crave	1724	4.81	(1.68)	6.25	(1.44)	3.88	(1.54)	5
crazy	1725	5.88	(1.78)	6.87	(1.6)	5.19	(2.43)	5
create	1726	6.43	(2.14)	5.92	(1.8)	6.00	(2.38)	6
creative	2658	6.64	(2.01)	5.45	(2.31)	5.43	(2.04)	8
creature	2659	5.18	(1.70)	4.86	(2.05)	5.64	(1.56)	8
creek	1727	5.87	(1.64)	4.00	(1.93)	5.67	(1.23)	5
creepy	2660	2.99	(1.45)	5.05	(2.26)	4.39	(1.92)	6
crime	704	3.55	(2.44)	5.00	(2.96)	4.68	(2.38)	5
criminal	705	3.25	(1.65)	3.86	(2.33)	3.65	(1.73)	8
cripple	1728	3.19	(1.52)	4.94	(2.49)	3.94	(1.57)	7
crisis	706	4.17	(2.43)	4.89	(2.79)	4.72	(1.96)	6
critic	1729	3.71	(1.49)	5.21	(2.26)	2.79	(1.48)	6
critical	2661	4.27	(1.67)	4.46	(2.27)	5.67	(1.73)	8
criticism	1730	3.50	(1.91)	5.21	(2.39)	4.00	(1.92)	9
critique	1731	4.53	(2.13)	5.64	(1.39)	5.07	(2.34)	8
crocodile	1732	5.71	(2.73)	5.79	(2.83)	4.64	(1.95)	9
crossword	1733	5.75	(1.65)	3.81	(1.72)	5.50	(1.41)	9
crowd	1734	4.53	(1.46)	5.33	(2.13)	3.60	(1.68)	5
crown	90	6.20	(1.4)	3.40	(2.59)	5.10	(2.13)	5
crucify	91	2.53	(1.68)	5.80	(2.98)	3.80	(2.11)	7
crude	707	3.74	(1.59)	5.00	(2.11)	4.84	(1.77)	5
cruel	92	2.64	(2.41)	5.27	(2.46)	4.93	(2.79)	5
cruise	1735	7.13	(1.41)	5.13	(3.12)	5.69	(1.96)	6
cruiseship	1736	7.50	(1.51)	6.50	(2.24)	5.57	(2.17)	10
crumbs	1737	4.87	(1.73)	4.53	(2.2)	5.40	(1.12)	6
crunch	1738	6.07	(1.27)	5.36	(2.37)	5.43	(1.34)	6
crush	1739	5.67	(2.06)	6.47	(2.1)	5.33	(1.95)	5
crushed	93	2.83	(2.29)	5.73	(2.69)	4.73	(3.1)	7
crutch	708	3.94	(1.63)	4.50	(1.76)	3.67	(1.78)	6
cry	2662	2.27	(1.62)	4.57	(2.47)	3.80	(2.45)	3
crystal	2663	6.13	(1.48)	4.50	(2.02)	5.13	(1.61)	7
cuddle	94	7.30	(2.15)	5.10	(2.69)	5.75	(2.29)	6
cuisine	709	6.89	(1.64)	4.83	(1.95)	5.50	(1.34)	7
cult	1740	3.00	(1.88)	5.64	(2.87)	3.57	(1.95)	4
culture	1741	5.00	(2.45)	4.23	(2.49)	5.00	(2.8)	7
cunt	2664	3.13	(2.29)	5.50	(2.60)	4.96	(2.50)	4
cup	1742	5.21	(0.8)	3.50	(2.1)	6.21	(1.97)	3
cupboard	1743	4.88	(1.31)	3.94	(2.24)	4.75	(1.57)	8
cupcake	1744	6.94	(1.81)	5.88	(1.93)	6.25	(1.48)	7
cure	1745	7.67	(1.5)	5.53	(2.42)	6.47	(2.2)	4
curiosity	2665	6.88	(1.40)	6.38	(1.51)	5.26	(1.69)	9
curious	95	6.80	(1.23)	5.80	(2.1)	5.70	(1.95)	7
curse	2666	4.11	(1.94)	4.45	(2.01)	5.36	(2.18)	5
curtains	710	5.00	(0.58)	3.65	(1.98)	5.11	(1.49)	8
curve	1746	6.07	(1.16)	5.13	(2.07)	5.40	(1.18)	5
curved	2667	5.56	(1.93)	4.81	(2.42)	5.59	(1.91)	6
custom	96	5.53	(1.41)	4.67	(2.23)	4.87	(2.03)	6
cut	711	3.70	(1.89)	4.75	(2.49)	4.90	(2.17)	3
