Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD	Length
cute	97	7.24	(0.97)	6.38	(2.16)	4.88	(2.53)	4
cyclone	98	4.35	(2.18)	6.20	(2.95)	5.10	(2.31)	7
cynical	2668	4.16	(2.11)	4.27	(2.45)	5.09	(2.24)	7
dad	2669	6.69	(1.97)	4.86	(2.45)	5.76	(2.03)	3
dagger	99	4.53	(1.81)	5.47	(2.87)	4.47	(1.84)	6
daisy	1747	7.00	(1.41)	3.71	(2.55)	5.86	(2.48)	5
damage	712	3.70	(1.75)	5.05	(2.26)	4.20	(1.99)	6
damn	1748	4.00	(2.22)	5.31	(2.63)	5.31	(2.53)	4
damp	1749	4.33	(1.35)	4.47	(1.36)	4.53	(1.13)	4
dance	1750	7.00	(1.93)	6.86	(1.88)	5.71	(1.49)	5
dancer	507	6.80	(1.53)	5.32	(2.3)	5.64	(1.73)	6
dancing	2670	6.19	(1.96)	5.62	(2.48)	5.48	(2.16)	7
dandruff	2671	3.16	(1.94)	3.45	(2.28)	4.36	(2.44)	8
danger	713	4.56	(2.33)	7.17	(1.65)	4.56	(2.33)	6
dangerous	2672	4.39	(2.33)	5.98	(2.35)	5.02	(2.44)	9
dare	1751	5.79	(2.46)	6.23	(2.62)	5.92	(2.81)	4
dark	714	4.90	(1.81)	4.48	(1.81)	4.38	(1.72)	4
darling	2673	6.27	(1.74)	4.95	(2.24)	5.66	(1.89)	7
daughter	1752	5.87	(1.46)	5.53	(1.41)	6.07	(2.05)	8
dawn	715	6.10	(2.49)	4.35	(2.78)	4.95	(2.72)	4
day	1753	6.67	(1.35)	5.27	(1.87)	6.00	(1.2)	3
daydream	2674	6.57	(1.41)	4.88	(2.07)	5.12	(1.85)	8
daylight	716	6.56	(2.28)	5.17	(2.04)	5.61	(2.15)	8
daze	1754	4.94	(1.65)	3.63	(2.39)	4.81	(1.52)	4
dazzle	717	7.33	(1.06)	6.38	(2.01)	5.19	(2.16)	6
dead	588	2.48	(2.29)	5.40	(2.84)	2.96	(2.42)	4
deadly	1755	3.27	(2.12)	6.47	(2)	3.87	(2.1)	6
death	100	1.69	(1.14)	4.41	(2.87)	4.62	(2.25)	5
debate	2675	5.88	(1.50)	5.66	(2.42)	6.22	(1.66)	6
debt	101	2.40	(1.12)	4.33	(2.66)	3.00	(2.2)	4
decade	2676	5.21	(1.42)	4.32	(2.05)	5.57	(2.03)	6
decapitate	1756	2.93	(1.86)	6.36	(2.44)	3.79	(2.64)	10
decay	1757	2.86	(1.51)	5.00	(2.16)	3.85	(2.03)	5
deceit	718	3.26	(1.63)	5.63	(2.45)	4.63	(1.89)	6
decency	1758	5.20	(1.97)	4.73	(1.83)	5.80	(1.26)	7
decompose	102	3.95	(1.73)	4.20	(2.4)	4.45	(1.96)	9
decorate	719	6.50	(1.36)	5.00	(2.68)	5.90	(2.02)	8
deed	1759	6.00	(1.41)	5.13	(1.85)	6.20	(1.66)	4
deep	2677	5.14	(1.88)	4.64	(2.21)	5.39	(2.12)	4
defeat	1760	2.81	(2.29)	5.31	(2.65)	3.88	(2.33)	6
defeated	103	2.42	(1.5)	4.35	(2.7)	3.00	(2.1)	8
defecate	1761	4.00	(2.56)	5.27	(2.76)	5.53	(2.61)	8
defend	1762	6.14	(1.79)	5.64	(2.68)	6.07	(1.86)	6
defer	1763	4.14	(1.17)	4.29	(2.05)	5.07	(2.53)	5
defiant	104	4.64	(1.86)	5.27	(2.87)	4.91	(1.22)	7
deficient	2678	3.71	(1.53)	4.02	(1.70)	4.45	(1.98)	9
deformed	720	2.95	(1.75)	3.62	(2.18)	4.29	(2.43)	8
defy	1764	5.31	(2.21)	6.25	(1.81)	5.94	(2.59)	4
delayed	721	3.15	(2.01)	5.10	(2.17)	3.40	(1.6)	7
delicate	2679	5.15	(1.73)	4.08	(2.30)	4.73	(2.30)	8
delicious	2680	7.48	(1.25)	6.44	(1.88)	5.27	(1.67)	9
delight	1765	7.00	(1.41)	5.56	(2.28)	5.69	(1.08)	7
delightful	2681	7.51	(1.53)	5.46	(2.25)	5.24	(1.80)	10
delude	1766	4.56	(0.81)	3.63	(1.78)	5.00	(0.73)	6
demand	1767	4.21	(1.72)	5.38	(2.1)	5.85	(2.64)	6
democracy	1768	6.20	(2.24)	5.50	(2.56)	6.71	(1.86)	9
demolish	2682	4.44	(2.00)	4.94	(2.17)	5.44	(2.29)	8
demon	106	3.20	(1.61)	5.93	(3.01)	5.07	(2.52)	5
demonic	2683	3.18	(2.28)	5.80	(2.75)	4.34	(2.52)	7
den	1769	5.86	(1.83)	3.38	(2.36)	6.77	(2.09)	3
denial	1770	3.19	(1.11)	5.63	(1.45)	4.44	(2.16)	6
denote	1771	4.67	(1.05)	4.47	(1.46)	4.93	(1.44)	6
dense	2684	4.98	(1.77)	3.95	(1.88)	5.32	(1.70)	5
dent	1772	3.07	(1.49)	5.57	(2.03)	3.79	(1.63)	4
dentist	589	3.56	(2.22)	5.60	(2.55)	3.60	(2.04)	7
deny	1773	3.71	(1.33)	5.00	(1.36)	4.79	(2.52)	4
depart	1774	4.15	(2.51)	3.46	(1.94)	3.77	(2.31)	6
depressed	107	2.33	(1.45)	4.00	(2.33)	2.87	(1.68)	9
depression	108	2.60	(2.21)	4.55	(3.05)	2.90	(2.07)	10
derelict	722	4.45	(1.93)	4.10	(1.68)	4.95	(1.73)	8
descent	1775	5.21	(1.63)	4.62	(2.1)	5.25	(2.05)	7
desert	1776	4.00	(2.1)	4.00	(2.07)	4.75	(1.88)	6
deserter	109	3.53	(2.13)	4.80	(2.31)	4.80	(2.31)	8
desire	508	7.72	(1.31)	7.24	(1.92)	6.20	(1.94)	6
desk	1777	4.64	(1.01)	3.57	(1.79)	6.29	(2.16)	4
despair	2685	3.07	(1.95)	4.18	(2.24)	4.59	(2.20)	7
despairing	110	2.93	(2.05)	5.60	(2.41)	4.07	(2.25)	10
desperate	2686	2.97	(1.73)	4.87	(2.52)	3.75	(2.33)	9
despise	111	2.08	(1.19)	5.86	(2.35)	5.38	(2.4)	7
dessert	2687	7.18	(2.07)	5.80	(2.48)	5.57	(2.52)	7
destroy	112	4.00	(2.75)	6.30	(2.91)	6.10	(2.42)	7
destruction	723	4.78	(2.46)	6.17	(2.53)	5.11	(2)	11
detach	1778	3.33	(1.35)	4.00	(1.89)	3.80	(1.97)	6
detached	113	3.82	(2.04)	4.19	(2.51)	3.73	(1.91)	8
detail	724	5.73	(1.49)	4.36	(2.36)	5.45	(1.6)	6
detain	1779	3.00	(1.26)	5.13	(2.39)	4.06	(2.02)	6
detest	114	2.80	(1.55)	5.80	(2.2)	5.80	(2.1)	6
devil	115	2.59	(2.12)	5.06	(2.73)	5.82	(2.6)	5
devote	1780	5.93	(1.82)	5.62	(2.18)	5.77	(2.13)	6
devoted	116	7.10	(1.45)	5.70	(1.77)	4.90	(2.64)	7
devour	1781	5.43	(2.79)	5.92	(1.85)	4.69	(2.36)	6
dew	1782	5.47	(1.41)	4.00	(1.66)	5.27	(1.94)	3
diamond	117	7.92	(1.38)	5.00	(2.97)	5.36	(2.76)	7
diary	1783	5.60	(1.06)	3.53	(2.17)	6.20	(2.27)	5
dice	1784	5.79	(1.53)	5.54	(2.37)	4.00	(2.16)	4
dictator	2688	2.35	(1.55)	5.23	(2.45)	3.97	(3.08)	8
die	1785	3.31	(1.74)	6.31	(2.57)	3.13	(2.36)	3
different	2689	5.48	(1.72)	4.89	(1.94)	5.52	(1.70)	9
difficult	1786	3.79	(1.58)	5.57	(1.7)	4.14	(1.66)	9
dignified	118	6.82	(1.01)	3.41	(1.97)	6.06	(2.49)	9
dine	2690	6.66	(1.93)	5.31	(2.28)	5.69	(1.93)	4
dinner	509	7.48	(1.19)	5.52	(2.4)	6.48	(1.78)	6
diploma	119	7.64	(1.12)	5.64	(2.25)	6.42	(2.47)	7
dirt	725	4.41	(1.92)	3.41	(2.34)	4.95	(2.36)	4
dirty	590	3.88	(2.44)	5.21	(2.75)	4.83	(2.5)	5
disability	1787	2.60	(1.35)	4.00	(2.35)	2.50	(1.51)	10
disappoint	120	2.60	(1.5)	4.60	(2.59)	3.53	(2.2)	10
disappointed	1788	2.73	(1.53)	4.93	(2.79)	3.33	(1.95)	12
disappointment	1789	2.63	(1.15)	4.69	(1.92)	3.94	(2.11)	14
disaster	121	2.25	(1.33)	6.05	(2.54)	3.65	(1.9)	8
discomfort	726	2.41	(1.5)	3.73	(2.29)	3.68	(2.57)	10
discount	1790	7.19	(1.47)	5.50	(2.03)	5.50	(2.13)	8
discouraged	122	3.00	(1)	4.00	(2.33)	3.20	(1.52)	11
discovery	2691	6.88	(1.79)	6.08	(2.41)	5.98	(1.88)	9
discuss	2692	6.03	(1.73)	4.75	(2.38)	5.69	(1.60)	7
disdainful	123	3.93	(1.71)	4.67	(1.76)	4.87	(1.81)	10
disease	1791	2.07	(1.21)	5.46	(2.54)	3.08	(2.1)	7
disgrace	2693	2.85	(1.69)	4.46	(2.44)	4.15	(2.29)	8
disgusted	124	2.60	(1.45)	4.47	(2.47)	4.80	(1.66)	9
disgusting	1792	3.54	(1.9)	5.23	(1.83)	4.08	(2.14)	10
dishes	1793	3.87	(1.88)	4.27	(2.25)	4.93	(2.37)	6
dishwasher	2694	4.69	(1.62)	3.96	(2.04)	5.05	(1.51)	10
disk	1794	5.44	(1.09)	3.75	(1.95)	5.63	(1.59)	4
dislike	2695	3.41	(1.76)	3.88	(1.93)	5.53	(2.34)	7
disloyal	125	2.38	(1.5)	5.82	(2.63)	4.81	(2.46)	8
dismissive	2696	3.74	(1.46)	3.90	(1.83)	4.45	(1.66)	10
disobedient	2697	3.24	(1.50)	4.50	(2.10)	4.96	(2.07)	11
disobey	2698	3.86	(1.91)	5.20	(2.09)	5.64	(2.25)	7
disorder	1795	2.86	(1.46)	5.46	(2.37)	2.77	(1.64)	8
displeased	126	2.76	(2.17)	4.81	(2.4)	4.75	(1.98)	10
disrespect	2699	2.95	(1.72)	5.34	(2.19)	5.50	(2.49)	10
disrespectful	2700	2.97	(1.86)	4.31	(2.35)	5.47	(2.26)	13
disruptive	2701	3.46	(1.80)	5.35	(2.19)	4.95	(2.00)	10
dissolve	2702	4.62	(1.09)	4.18	(1.62)	4.91	(1.36)	8
distracted	1796	4.92	(1.89)	3.85	(2.08)	4.85	(1.99)	10
distress	1797	3.00	(2.04)	5.73	(2.79)	3.13	(1.92)	8
distressed	127	2.00	(0.63)	6.42	(2.15)	5.00	(1.9)	10
distrust	2703	2.78	(1.36)	4.66	(2.27)	4.92	(2.10)	8
disturb	727	3.67	(1.75)	5.72	(1.96)	4.06	(1.35)	7
disturbance	2704	3.35	(1.37)	5.25	(1.99)	4.62	(1.95)	11
diver	510	6.60	(1.63)	4.96	(2.49)	5.20	(1.91)	5
divert	1798	5.14	(1.29)	4.50	(2.1)	5.07	(2.27)	6
divorce	128	2.40	(1.85)	5.30	(2.98)	3.75	(2.47)	7
doctor	129	4.67	(2.29)	5.53	(2.64)	5.07	(2.63)	6
dog	511	7.68	(1.65)	5.40	(2.99)	6.44	(2.08)	3
doll	728	5.05	(1.65)	3.37	(2.11)	4.16	(2.19)	4
dollar	729	7.24	(2.05)	6.43	(2.27)	6.86	(2.2)	6
donate	1799	6.43	(1.83)	4.36	(1.82)	6.36	(1.86)	6
donkey	1800	6.13	(1.64)	5.00	(1.69)	6.07	(1.62)	6
donor	1801	6.13	(1.82)	4.75	(1.98)	5.81	(1.87)	5
door	130	5.16	(1.5)	4.32	(2.38)	4.79	(1.58)	4
doorbell	2705	5.38	(1.30)	4.95	(2.00)	5.01	(1.47)	8
dork	2706	4.06	(1.72)	4.52	(1.98)	4.50	(1.91)	4
doubt	1802	4.38	(2.03)	4.06	(2.17)	4.38	(1.86)	5
doubtful	1803	3.40	(1.18)	4.13	(1.06)	4.00	(2)	8
dough	1804	5.94	(1.88)	4.81	(1.83)	5.31	(1.85)	5
doughnut	2707	6.93	(1.97)	5.36	(2.47)	5.41	(2.23)	8
dove	730	6.45	(1.47)	4.55	(1.79)	6.00	(1.62)	4
dozen	2708	5.39	(1.05)	4.04	(1.91)	5.17	(1.04)	5
dragon	1805	6.43	(1.45)	6.00	(2.32)	4.57	(1.99)	6
drama	1806	4.50	(2.68)	5.79	(1.89)	5.50	(2.41)	5
dreadful	131	2.38	(2)	5.71	(2.69)	5.06	(1.84)	8
dream	132	6.47	(1.65)	4.42	(2.5)	4.84	(1.74)	5
dreaming	2709	7.20	(1.49)	4.75	(2.80)	4.68	(2.56)	8
dreams	1807	6.81	(1.56)	6.50	(1.63)	5.38	(2.13)	6
dreary	731	3.24	(1.45)	3.05	(2.13)	3.81	(1.6)	6
dress	133	5.87	(0.99)	4.67	(1.72)	4.60	(1.64)	5
drill	1808	4.87	(1.64)	5.13	(1.51)	5.53	(1.88)	5
driver	1809	6.19	(1.52)	5.00	(2.22)	6.50	(1.86)	6
drool	2710	4.89	(1.83)	4.67	(2.17)	5.42	(1.88)	5
droop	1810	3.53	(1.68)	3.50	(1.91)	3.79	(1.12)	5
drown	1811	2.29	(1.82)	6.14	(2.44)	2.86	(2.48)	5
drugs	1812	4.57	(2.62)	6.08	(2.22)	5.54	(2.47)	5
drunk	1813	6.10	(2.38)	6.20	(2.61)	5.74	(2.45)	5
dry	2711	4.10	(1.56)	3.83	(1.87)	5.15	(1.64)	3
dryer	1814	5.06	(1.12)	3.94	(1.88)	5.60	(1.5)	5
ducks	1815	5.81	(1.52)	4.00	(2.07)	5.19	(1.64)	5
duct	1816	4.71	(1.14)	4.29	(1.54)	5.43	(1.74)	4
duet	1817	6.20	(1.26)	5.00	(2.36)	5.33	(1.5)	4
dull	2712	3.77	(1.70)	2.71	(2.15)	4.54	(2.07)	4
dumb	1818	3.13	(2.13)	4.44	(2.13)	4.25	(1.88)	4
dummy	732	3.00	(1.34)	4.38	(2.18)	3.48	(1.86)	5
dump	733	3.71	(2.03)	4.38	(2.48)	4.05	(1.8)	4
dune	1819	4.86	(1.23)	4.64	(1.98)	5.71	(1.49)	4
dusk	1820	5.44	(1.36)	4.94	(1.44)	4.88	(1.71)	4
dust	1821	4.47	(2)	3.79	(2.39)	4.36	(1.74)	4
dustpan	555	4.24	(1.74)	3.36	(1.82)	5.40	(1.68)	7
duty	1822	5.67	(1.84)	5.40	(2.06)	5.07	(1.83)	4
dwarf	1823	5.43	(2.14)	4.21	(1.85)	5.29	(2.2)	5
dwell	1824	5.25	(1.48)	3.44	(2.19)	5.63	(1.75)	5
dying	2713	2.38	(1.70)	5.08	(2.77)	3.39	(2.60)	5
eager	1825	6.71	(1.27)	6.36	(2.1)	4.93	(1.73)	5
eagerness	1826	6.00	(1.71)	5.81	(1.87)	5.31	(1.25)	9
eagle	1827	6.64	(1.95)	5.29	(2.09)	4.79	(2.04)	5
earn	2714	7.50	(1.39)	6.44	(2.40)	6.97	(1.89)	4
earth	134	6.79	(1.72)	4.08	(2.1)	6.69	(2.1)	5
ease	1828	6.62	(1.39)	3.00	(1.87)	6.54	(1.61)	4
easel	1829	5.21	(1.48)	4.08	(1.75)	5.46	(2.18)	5
easy	734	7.09	(2.11)	5.55	(2.39)	7.18	(1.59)	4
easygoing	135	6.75	(1.42)	4.00	(2.56)	5.08	(1.83)	9
eat	136	8.00	(1.32)	6.60	(2.29)	6.00	(2.17)	3
eccentric	2715	6.66	(1.83)	5.77	(2.38)	5.82	(1.69)	9
echo	1830	6.50	(1.74)	5.50	(1.87)	5.43	(1.7)	4
ecstasy	735	8.14	(1.13)	7.82	(1.44)	7.10	(1.79)	7
ecstatic	1831	8.56	(0.81)	8.00	(1.41)	6.13	(2.25)	8
education	137	6.55	(1.36)	5.60	(2.44)	5.85	(1.81)	9
effective	1832	7.07	(1.79)	4.71	(2.23)	6.07	(2.09)	9
efficient	1833	6.40	(1.3)	4.80	(2.01)	6.00	(1.77)	9
egg	736	5.11	(1.63)	3.63	(2.54)	4.26	(2.38)	3
ego	1834	5.64	(1.28)	5.14	(1.1)	7.43	(1.55)	3
egomaniac	2716	3.55	(2.18)	5.05	(2.31)	5.13	(2.19)	9
egotistical	2717	4.09	(1.90)	4.34	(2.11)	5.20	(2.04)	11
ejaculate	1835	6.20	(1.57)	6.73	(1.58)	6.53	(2.2)	9
elated	138	7.47	(1.51)	6.20	(2.11)	5.53	(2.72)	6
elbow	737	4.90	(0.45)	3.70	(2)	4.80	(1.77)	5
elderly	1836	4.50	(1.37)	4.00	(2.45)	3.94	(1.91)	7
electricity	2718	5.70	(1.77)	5.16	(2.10)	5.39	(1.78)	11
electrocute	2719	3.62	(1.80)	5.71	(2.50)	4.90	(2.28)	11
electronic	2720	6.43	(1.72)	5.24	(2.39)	5.89	(1.76)	10
elegant	139	7.08	(1.56)	4.92	(2.97)	5.50	(2.35)	7
elephant	1837	6.57	(1.16)	5.29	(2.46)	3.93	(1.69)	8
elevator	738	5.10	(0.64)	3.57	(2.09)	4.00	(1.59)	8
embark	1838	6.63	(1.5)	5.81	(2.4)	6.44	(1.5)	6
embarrass	1839	2.73	(1.49)	5.67	(2.13)	2.86	(2.25)	9
embarrassed	140	3.93	(2.12)	5.87	(2.42)	3.47	(2.67)	11
embarrassment	1840	2.43	(1.79)	5.92	(2.5)	3.85	(2.19)	13
embattled	141	5.00	(2.16)	5.90	(2.23)	5.10	(2.38)	9
embrace	2721	7.68	(1.33)	5.41	(2.33)	6.36	(2.05)	7
emerald	2722	5.75	(1.78)	4.50	(2.06)	5.82	(1.79)	7
emergency	2723	3.59	(1.72)	6.09	(2.67)	5.36	(2.31)	9
emotional	1841	4.81	(1.97)	5.94	(2.79)	4.81	(1.42)	9
empathy	1842	4.87	(2.23)	4.07	(2.02)	3.87	(2.03)	7
empire	1843	6.19	(1.91)	6.06	(1.81)	6.50	(2.61)	6
employment	147	5.73	(2.05)	5.33	(2.02)	4.60	(1.59)	10
enable	1844	5.50	(1.4)	5.14	(1.23)	5.86	(2.18)	6
encourage	1845	6.80	(1.32)	5.47	(1.73)	6.13	(1.19)	9
end	1846	3.75	(1.65)	4.06	(2.11)	4.94	(1.95)	3
endure	1847	6.50	(1.63)	5.63	(2)	6.88	(1.45)	6
energetic	2724	7.06	(1.78)	6.48	(2.56)	6.17	(2.33)	9
energy	1848	7.00	(1.73)	7.20	(1.57)	7.13	(1.77)	6
enforcement	1849	4.47	(1.46)	5.87	(1.51)	4.73	(2.52)	11
engage	1850	5.80	(1.7)	5.27	(2.25)	4.87	(1.68)	6
engaged	143	7.33	(1.5)	6.07	(1.91)	6.20	(1.66)	7
engine	148	5.27	(1.49)	4.93	(2.19)	5.13	(1.41)	6
engulf	1851	4.60	(1.59)	4.73	(2.58)	4.00	(2.51)	6
enjoy	1852	8.13	(1.26)	5.75	(2.11)	6.19	(1.05)	5
enjoyment	145	7.70	(1.22)	5.70	(2.7)	6.35	(1.42)	9
enlighten	2725	7.17	(1.53)	4.92	(2.60)	5.92	(2.31)	9
enlist	1853	4.63	(2.03)	5.19	(1.83)	5.13	(2.16)	6
ennui	146	5.17	(1.64)	3.92	(2.43)	5.00	(1.65)	5
enraged	149	2.30	(1.64)	7.90	(2.13)	7.70	(2.45)	7
entertain	2726	7.48	(1.55)	6.16	(2.44)	6.11	(1.91)	9
entertainment	2727	7.19	(1.65)	6.19	(2.36)	5.44	(1.79)	13
enthusiasm	2728	7.34	(1.43)	6.54	(1.78)	5.87	(1.75)	10
enthusiastic	1854	7.81	(1.47)	7.31	(2.21)	6.60	(1.68)	12
entry	1855	5.67	(1.23)	5.13	(1.6)	5.80	(1.61)	5
envelope	2729	5.13	(1.36)	4.42	(2.05)	5.63	(1.51)	8
envious	1856	3.88	(1.71)	5.47	(1.36)	4.40	(1.76)	7
envy	1857	3.63	(1.75)	5.50	(1.79)	4.38	(2.22)	4
enzyme	1858	5.14	(1.03)	4.29	(2.16)	4.50	(0.76)	6
equal	2730	6.47	(1.59)	4.60	(1.81)	5.43	(1.88)	5
erase	1859	4.27	(2.15)	4.00	(2.39)	4.87	(1.81)	5
erasure	1860	4.56	(0.73)	4.38	(1.86)	5.25	(1.57)	7
erect	1861	6.87	(2.03)	6.57	(2.47)	6.14	(1.7)	5
erode	1862	3.88	(1.78)	5.50	(1.55)	4.19	(0.98)	5
erotic	512	8.16	(1.07)	7.72	(1.81)	7.04	(1.9)	6
err	1863	4.53	(1.55)	4.93	(1.39)	4.80	(1.42)	3
errand	150	4.36	(1.78)	4.00	(1.91)	5.62	(1.45)	6
erupt	1864	5.86	(1.61)	6.43	(2.24)	3.93	(1.82)	5
escape	2731	5.53	(1.93)	6.27	(2.00)	5.32	(1.98)	6
essence	1865	6.43	(1.74)	4.93	(2.34)	5.36	(1.74)	7
estate	1866	7.19	(1.68)	5.56	(2.13)	6.06	(2.14)	6
evade	1867	4.87	(1.41)	6.73	(1.75)	6.33	(2.58)	5
evening	2732	6.00	(1.52)	4.75	(1.96)	5.27	(1.59)	7
event	740	6.41	(1.92)	5.59	(2.52)	5.73	(2.03)	5
evict	1868	3.14	(1.56)	5.29	(1.98)	3.00	(2.32)	5
evidence	2733	5.55	(1.68)	4.73	(2.11)	5.75	(2.01)	8
evil	741	4.33	(2.7)	6.56	(2.36)	6.17	(1.58)	4
evolve	2734	6.68	(1.86)	5.18	(2.53)	6.02	(2.25)	6
exalt	1869	7.33	(1.45)	6.60	(2.03)	5.53	(1.85)	5
exam	1870	3.40	(2.23)	6.60	(2.47)	3.73	(1.98)	4
examine	2735	5.30	(1.71)	4.59	(2.18)	5.36	(2.05)	7
exasperation	1871	4.13	(1.96)	5.67	(2.29)	4.87	(2.03)	12
excel	1872	7.53	(1.41)	5.93	(1.39)	7.20	(1.57)	5
excellence	151	8.30	(0.82)	4.70	(2.26)	7.40	(2.17)	10
excellent	2736	7.25	(1.96)	6.02	(2.45)	6.04	(2.11)	9
excessive	2737	4.98	(2.05)	5.02	(2.11)	5.25	(1.83)	9
excite	1873	7.43	(1.34)	7.00	(1.47)	6.21	(1.42)	6
excitement	152	6.87	(2.36)	6.93	(2.43)	5.60	(1.84)	10
excrement	1874	4.07	(2.34)	4.23	(1.48)	4.54	(2.07)	9
excuse	153	3.82	(1.88)	4.88	(2.64)	3.71	(2.31)	6
execution	154	3.27	(2.46)	5.53	(2.77)	4.27	(2.22)	9
exercise	155	6.93	(1.91)	7.13	(2.2)	6.07	(2.74)	8
exert	1875	5.53	(2.1)	4.87	(2.59)	6.07	(1.62)	5
exhale	1876	5.81	(1.68)	4.06	(2.02)	5.69	(1.3)	6
exhaust	1877	4.36	(1.55)	4.93	(2.2)	4.64	(1.39)	7
exhilaration	1878	7.50	(1.41)	7.69	(1.25)	7.19	(1.76)	12
exist	1879	6.87	(1.55)	5.60	(2.75)	4.60	(2.13)	5
expand	2738	6.32	(1.61)	5.00	(2.39)	6.09	(2.07)	6
expel	1880	3.00	(1.41)	5.88	(2.42)	3.25	(1.81)	5
expensive	1881	4.00	(1.71)	5.38	(1.75)	4.50	(1.63)	9
expert	1882	6.53	(1.68)	5.60	(2.32)	6.73	(2.12)	6
expire	1883	2.87	(1.46)	4.93	(2.02)	3.07	(1.33)	6
explain	2739	6.09	(1.35)	5.03	(1.98)	6.00	(1.95)	7
explore	2740	7.38	(1.76)	6.72	(2.33)	5.97	(2.35)	7
explosion	1884	5.73	(2.49)	7.87	(2.1)	5.47	(2.77)	9
extensive	2741	5.09	(1.30)	4.09	(1.78)	5.81	(1.60)	9
extent	1885	5.08	(0.64)	3.85	(1.82)	5.00	(1.58)	6
extravagant	2742	6.89	(2.07)	5.68	(2.38)	5.80	(2.02)	11
extreme	1886	6.63	(1.36)	6.63	(2.09)	6.19	(1.28)	7
eye	1887	5.60	(0.99)	4.00	(2.2)	5.27	(1.33)	3
fabric	742	5.21	(1.44)	3.95	(1.82)	4.79	(1.44)	6
fabulous	2743	7.25	(1.70)	6.03	(2.18)	5.81	(2.13)	8
face	556	6.12	(1.76)	4.76	(2.37)	5.28	(1.51)	4
fact	1888	5.50	(1.9)	3.81	(2.14)	6.13	(1.78)	4
factory	1889	5.50	(1.51)	3.75	(1.91)	5.50	(1.63)	7
fad	1890	5.53	(1.85)	5.27	(1.67)	4.07	(2.05)	3
fail	1891	1.64	(1.22)	5.93	(2.95)	3.86	(2.98)	4
failure	156	2.27	(1.22)	4.00	(2.54)	2.67	(1.95)	7
fair	1892	6.13	(2.23)	5.13	(2.45)	5.67	(1.91)	4
fairy	1893	5.86	(2.54)	3.85	(1.77)	5.31	(2.02)	5
faith	1894	5.53	(2.36)	5.20	(2.37)	5.53	(1.96)	5
fake	1895	3.47	(1.51)	5.67	(1.91)	4.73	(2.43)	4
falcon	1896	6.47	(1.41)	6.13	(1.36)	4.80	(0.94)	6
fall	743	3.86	(2.22)	4.81	(2.54)	4.29	(2.15)	4
false	1897	4.00	(2.29)	4.08	(2.06)	4.77	(2.45)	5
falter	1898	3.86	(1.83)	5.14	(2.71)	4.36	(1.28)	6
fame	157	7.92	(1.31)	5.17	(3.01)	6.50	(2.28)	4
familiar	2744	6.06	(1.90)	4.15	(2.34)	6.23	(2.19)	8
family	158	7.50	(1.79)	5.00	(2.64)	6.00	(1.86)	6
famine	1899	1.93	(1.21)	4.31	(1.89)	2.92	(2.22)	6
famous	745	7.39	(1.2)	6.11	(2.47)	6.61	(2.06)	6
fan	1900	6.07	(1.33)	4.00	(2.2)	5.40	(1.4)	3
fancy	2745	6.86	(1.62)	5.00	(2.19)	5.59	(2.14)	5
fang	2746	4.59	(2.15)	5.09	(2.31)	4.82	(2.16)	4
fantastic	2747	7.77	(1.56)	6.18	(2.51)	6.13	(2.13)	9
fantasy	746	7.39	(1.5)	6.00	(2.45)	6.72	(1.93)	7
farm	557	5.40	(1.98)	3.60	(1.94)	5.68	(1.7)	4
farmer	1901	4.60	(2.16)	3.21	(2.08)	4.67	(1.63)	6
fart	2748	4.71	(2.52)	4.65	(2.45)	4.83	(2.09)	4
fascinate	159	7.13	(2.23)	6.07	(2.6)	5.67	(1.63)	9
fashion	1902	6.43	(1.65)	5.29	(1.68)	5.57	(1.87)	7
fat	160	2.94	(2.11)	2.82	(1.47)	5.56	(2.76)	3
fate	1903	4.69	(1.25)	4.46	(1.61)	4.08	(2.94)	4
father	161	6.80	(2.18)	5.47	(2.97)	3.80	(2.91)	6
fatigue	2749	3.27	(1.40)	3.60	(1.92)	4.17	(1.77)	7
fatigued	162	3.56	(1.26)	2.69	(1.99)	4.35	(2.21)	8
fault	747	3.14	(1.58)	3.73	(1.91)	4.09	(2)	5
favor	748	6.58	(1.54)	4.89	(1.91)	5.44	(1.89)	5
favorite	2750	6.80	(2.22)	5.18	(2.46)	6.27	(1.91)	8
fawn	1904	5.88	(1.2)	3.69	(1.74)	5.06	(1.48)	4
fear	592	3.75	(2.45)	6.71	(2.48)	3.88	(2.36)	4
fearful	163	2.10	(0.99)	5.50	(2.32)	3.50	(1.78)	7
feast	2751	6.90	(2.07)	5.87	(2.45)	5.97	(2.02)	5
feat	1905	5.81	(1.47)	5.06	(2.11)	5.88	(1.5)	4
feeble	164	3.59	(1.7)	3.94	(2.44)	2.88	(1.65)	6
feeling	1906	5.80	(1.61)	4.73	(2.58)	5.13	(2.29)	7
feet	1907	5.07	(1.22)	3.13	(2.03)	5.20	(1.47)	4
female	1908	8.07	(1.44)	6.73	(2.49)	5.07	(1.53)	6
fence	1909	5.06	(0.57)	3.63	(2.09)	5.50	(1.63)	5
fender	1910	4.93	(2.31)	5.27	(2.4)	5.27	(1.83)	6
fern	1911	4.87	(0.52)	3.73	(1.98)	5.40	(1.5)	4
fervor	1912	4.88	(1.26)	4.69	(2.21)	4.44	(2.16)	6
festival	2752	7.45	(1.57)	6.05	(1.98)	5.82	(1.62)	8
