"","SUBJ","RT.median","Confidence_RT.median","Accuracy_in_percent","Handedness_R_1","Total_Accepted_Trials","Gender_M_1","meta_d_0_30","meta_d_0_60","meta_d_0_90","meta_d_1_30","meta_d_1_60","meta_d_1_90","d_0_30","d_0_60","d_0_90","d_1_30","d_1_60","d_1_90","criterion_0_30","criterion_0_60","criterion_0_90","criterion_1_30","criterion_1_60","criterion_1_90","mratio_0_30","mratio_0_60","mratio_0_90","mratio_1_30","mratio_1_60","mratio_1_90","Confidence.mean_0_30","Confidence.mean_0_60","Confidence.mean_0_90","Confidence.mean_1_30","Confidence.mean_1_60","Confidence.mean_1_90","Accuracy.mean_0_30","Accuracy.mean_0_60","Accuracy.mean_0_90","Accuracy.mean_1_30","Accuracy.mean_1_60","Accuracy.mean_1_90"
"67","Subject_11122.txt",0.699576476996299,1.151,0.791666666666667,1,48,0,1.6781428725426,NA,NA,NA,NA,NA,1.23034250233403,NA,NA,NA,NA,NA,0.959273714050029,NA,NA,NA,NA,NA,1.36396399324503,NA,NA,NA,NA,NA,3.42,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA
"68","Subject_11123.txt",1.02644259917724,1.2765,0.66,1,50,0,NA,2.91499660536168,NA,NA,NA,NA,NA,1.93757366103613,NA,NA,NA,NA,NA,-0.111532510296889,NA,NA,NA,NA,NA,1.5044571796062,NA,NA,NA,NA,NA,5.32608695652174,NA,NA,NA,NA,NA,0.847826086956522,NA,NA,NA,NA
"69","Subject_11125.txt",1.02955389893032,1.168,0.847826086956522,1,46,0,NA,NA,2.54626523302722,NA,NA,NA,NA,NA,1.69401469498601,NA,NA,NA,NA,NA,0.434544218051598,NA,NA,NA,NA,NA,1.50309512695712,NA,NA,NA,NA,NA,4.9375,NA,NA,NA,NA,NA,0.791666666666667,NA,NA,NA
"70","Subject_11126.txt",0.683499637161731,1.168,0.88,1,50,0,NA,NA,NA,1.93950264538982,NA,NA,NA,NA,NA,0.946215470492724,NA,NA,NA,NA,NA,0.327986794035588,NA,NA,NA,NA,NA,2.04974734177603,NA,NA,NA,NA,NA,3.52,NA,NA,NA,NA,NA,0.68,NA,NA
"71","Subject_11127.txt",0.937567408560426,1.41,0.64,1,50,0,NA,NA,NA,NA,3.22394402635841,NA,NA,NA,NA,NA,2.19691665338742,NA,NA,NA,NA,NA,-0.183093238850893,NA,NA,NA,NA,NA,1.46748581535281,NA,NA,NA,NA,NA,5.58333333333333,NA,NA,NA,NA,NA,0.875,NA
"72","Subject_11129.txt",0.919887841140735,1.343,0.791666666666667,1,48,0,NA,NA,NA,NA,NA,3.50995397095047,NA,NA,NA,NA,NA,1.99568442865777,NA,NA,NA,NA,NA,-0.082477126486071,NA,NA,NA,NA,NA,1.75877203857884,NA,NA,NA,NA,NA,5.83333333333333,NA,NA,NA,NA,NA,0.854166666666667
"73","Subject_11130.txt",1.60003583358775,1.192,0.78,1,50,0,1.03129105380275,NA,NA,NA,NA,NA,0.675543001789908,NA,NA,NA,NA,NA,-0.237337780383484,NA,NA,NA,NA,NA,1.52661052082585,NA,NA,NA,NA,NA,2.65217391304348,NA,NA,NA,NA,NA,0.630434782608696,NA,NA,NA,NA,NA
"74","Subject_11132.txt",1.43793765407463,1.1925,0.604166666666667,1,48,0,NA,1.64026929553175,NA,NA,NA,NA,NA,1.05580853483432,NA,NA,NA,NA,NA,0.115441137975756,NA,NA,NA,NA,NA,1.55356699762722,NA,NA,NA,NA,NA,4.4375,NA,NA,NA,NA,NA,0.708333333333333,NA,NA,NA,NA
"75","Subject_11133.txt",1.46158941969043,1.254,0.936170212765957,1,47,0,NA,NA,1.04338957203069,NA,NA,NA,NA,NA,2.13232972805664,NA,NA,NA,NA,NA,-0.508280101188722,NA,NA,NA,NA,NA,0.489319057133631,NA,NA,NA,NA,NA,4.88,NA,NA,NA,NA,NA,0.84,NA,NA,NA
"76","Subject_11134.txt",1.31679465595516,1.1685,0.891304347826087,1,46,0,NA,NA,NA,0.894441042210901,NA,NA,NA,NA,NA,1.6021890585639,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.558261858942303,NA,NA,NA,NA,NA,3.26,NA,NA,NA,NA,NA,0.8,NA,NA
"77","Subject_11135.txt",1.26699015265331,1.1185,0.8,1,50,0,NA,NA,NA,NA,2.30180614404105,NA,NA,NA,NA,NA,1.8160463239027,NA,NA,NA,NA,NA,-0.350138399111749,NA,NA,NA,NA,NA,1.2674820646064,NA,NA,NA,NA,NA,4.875,NA,NA,NA,NA,NA,0.8125,NA
"78","Subject_11136.txt",1.25614191380737,1.4495,0.8125,1,48,0,NA,NA,NA,NA,NA,2.19641430906353,NA,NA,NA,NA,NA,2.31381390278365,NA,NA,NA,NA,NA,0.0765876105768677,NA,NA,NA,NA,NA,0.949261436462597,NA,NA,NA,NA,NA,5.04347826086957,NA,NA,NA,NA,NA,0.891304347826087
"79","Subject_11137.txt",1.47733967282693,1.227,0.916666666666667,1,48,0,0.564867280025038,NA,NA,NA,NA,NA,0.896850966611869,NA,NA,NA,NA,NA,2.77555756156289e-17,NA,NA,NA,NA,NA,0.629834053877422,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA
"80","Subject_11139.txt",1.43836287704471,1.2015,0.68,1,50,0,NA,1.71181431276653,NA,NA,NA,NA,NA,0.587506640693647,NA,NA,NA,NA,NA,-0.0503491425361922,NA,NA,NA,NA,NA,2.91369355543872,NA,NA,NA,NA,NA,3.86,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA
"81","Subject_11140.txt",1.41617605354986,1.3575,0.62,1,50,0,NA,NA,1.41445245606725,NA,NA,NA,NA,NA,2.63509293541181,NA,NA,NA,NA,NA,-0.237227126890948,NA,NA,NA,NA,NA,0.536775169125561,NA,NA,NA,NA,NA,4.95833333333333,NA,NA,NA,NA,NA,0.916666666666667,NA,NA,NA
"82","Subject_11141.txt",1.46619934376213,1.2185,0.84,1,50,0,NA,NA,NA,0.550777637123523,NA,NA,NA,NA,NA,0.519216351408498,NA,NA,NA,NA,NA,0.114487234493475,NA,NA,NA,NA,NA,1.06078638630969,NA,NA,NA,NA,NA,3.375,NA,NA,NA,NA,NA,0.604166666666667,NA,NA
"83","Subject_11142.txt",1.43712794993189,1.093,0.630434782608696,1,46,0,NA,NA,NA,NA,1.08713598984304,NA,NA,NA,NA,NA,3.09705610381005,NA,NA,NA,NA,NA,-0.521373778990026,NA,NA,NA,NA,NA,0.351022375250362,NA,NA,NA,NA,NA,4.34042553191489,NA,NA,NA,NA,NA,0.936170212765957,NA
"84","Subject_43336.txt",1.51754514005734,1.398,0.708333333333333,1,48,0,NA,NA,NA,NA,NA,1.72888331097603,NA,NA,NA,NA,NA,1.55326122726805,NA,NA,NA,NA,NA,-0.328205130328088,NA,NA,NA,NA,NA,1.11306667585908,NA,NA,NA,NA,NA,4.56,NA,NA,NA,NA,NA,0.78
"85","Subject_47203.txt",1.57716359194137,1.1425,0.833333333333333,1,48,1,0.911308172946285,NA,NA,NA,NA,NA,1.49996053783537,NA,NA,NA,NA,NA,-0.192095506078088,NA,NA,NA,NA,NA,0.607554765581643,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA
"86","Subject_47284.txt",1.5680237868155,1.151,0.595744680851064,1,47,1,NA,2.19152820289648,NA,NA,NA,NA,NA,1.59361215507678,NA,NA,NA,NA,NA,-0.30802966642372,NA,NA,NA,NA,NA,1.3751954614019,NA,NA,NA,NA,NA,4.60416666666667,NA,NA,NA,NA,NA,0.791666666666667,NA,NA,NA,NA
"87","Subject_47617.txt",1.4408276174463,1.2765,0.78,1,50,1,NA,NA,2.33768634935705,NA,NA,NA,NA,NA,1.72366474620787,NA,NA,NA,NA,NA,-0.21848696771102,NA,NA,NA,NA,NA,1.35623029623368,NA,NA,NA,NA,NA,4.97916666666667,NA,NA,NA,NA,NA,0.8125,NA,NA,NA
"88","Subject_11114.txt",1.68504636709486,1.1595,0.78,1,50,1,NA,NA,NA,0.387135569181825,NA,NA,NA,NA,NA,2.24893471541312,NA,NA,NA,NA,NA,0.44997760751048,NA,NA,NA,NA,NA,0.172141755173497,NA,NA,NA,NA,NA,3.42,NA,NA,NA,NA,NA,0.86,NA,NA
"89","Subject_11115.txt",1.38190080870936,1.2335,0.86,1,50,1,NA,NA,NA,NA,1.68535783455267,NA,NA,NA,NA,NA,2.20967148792422,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.762718731613768,NA,NA,NA,NA,NA,5.12,NA,NA,NA,NA,NA,0.88,NA
"90","Subject_11116.txt",1.54843321980138,1.393,0.88,1,50,1,NA,NA,NA,NA,NA,1.69654138344304,NA,NA,NA,NA,NA,1.47558427947803,NA,NA,NA,NA,NA,-0.0633023895429342,NA,NA,NA,NA,NA,1.14974211032065,NA,NA,NA,NA,NA,4.96,NA,NA,NA,NA,NA,0.78
"91","Subject_11117.txt",1.82906089428616,1.0495,0.84,1,50,1,1.2545655325333,NA,NA,NA,NA,NA,0.819610691406856,NA,NA,NA,NA,NA,0.264684404492654,NA,NA,NA,NA,NA,1.53068468443212,NA,NA,NA,NA,NA,3.34,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA
"92","Subject_11118.txt",1.8104630485991,1.209,0.66,1,50,1,NA,1.12635951495584,NA,NA,NA,NA,NA,1.1157695256792,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1.00949119780825,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA
"93","Subject_11119.txt",1.47897079708673,1.1835,0.72,1,50,1,NA,NA,2.0962772588958,NA,NA,NA,NA,NA,1.90593027324406,NA,NA,NA,NA,NA,-0.15187060734008,NA,NA,NA,NA,NA,1.09987090730646,NA,NA,NA,NA,NA,5.32,NA,NA,NA,NA,NA,0.84,NA,NA,NA
"94","Subject_11120.txt",1.62910846920022,1.21,0.8125,1,48,1,NA,NA,NA,1.59024063852092,NA,NA,NA,NA,NA,0.509860889674863,NA,NA,NA,NA,NA,0.355364165348901,NA,NA,NA,NA,NA,3.11896964588715,NA,NA,NA,NA,NA,2.87234042553191,NA,NA,NA,NA,NA,0.595744680851064,NA,NA
"95","Subject_11121.txt",1.7719809418038,1.1985,0.78,1,50,1,NA,NA,NA,NA,1.08735293120457,NA,NA,NA,NA,NA,1.49996053783537,NA,NA,NA,NA,NA,-0.192095506078088,NA,NA,NA,NA,NA,0.72492102543828,NA,NA,NA,NA,NA,3.36,NA,NA,NA,NA,NA,0.78,NA
"96","Subject_11122.txt",1.5064027237363,1.45,0.791666666666667,1,48,1,NA,NA,NA,NA,NA,1.72215266202462,NA,NA,NA,NA,NA,2.09200530719214,NA,NA,NA,NA,NA,-0.488117890756474,NA,NA,NA,NA,NA,0.823206641065395,NA,NA,NA,NA,NA,4.875,NA,NA,NA,NA,NA,0.833333333333333
"97","Subject_11123.txt",1.37097406482417,1.4085,0.770833333333333,1,48,0,1.12651580884683,NA,NA,NA,NA,NA,1.04449870709258,NA,NA,NA,NA,NA,-0.278845175735659,NA,NA,NA,NA,NA,1.07852293276892,NA,NA,NA,NA,NA,3.24,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA
"98","Subject_11125.txt",1.27033807637963,1.418,0.8125,1,48,0,NA,1.68611392156142,NA,NA,NA,NA,NA,1.35897929212155,NA,NA,NA,NA,NA,-0.121604883221176,NA,NA,NA,NA,NA,1.24072083462668,NA,NA,NA,NA,NA,4.56,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA
"99","Subject_11126.txt",1.41194631712187,1.3015,0.74,1,50,0,NA,NA,2.59878365922303,NA,NA,NA,NA,NA,1.18547995280641,NA,NA,NA,NA,NA,0.349335798592572,NA,NA,NA,NA,NA,2.19217849536037,NA,NA,NA,NA,NA,4.54,NA,NA,NA,NA,NA,0.72,NA,NA,NA
"100","Subject_11127.txt",1.3510183033145,1.6425,0.82,1,50,0,NA,NA,NA,1.25738062556929,NA,NA,NA,NA,NA,1.604719853523,NA,NA,NA,NA,NA,0.277959414053458,NA,NA,NA,NA,NA,0.783551485830278,NA,NA,NA,NA,NA,5.20833333333333,NA,NA,NA,NA,NA,0.791666666666667,NA,NA
"101","Subject_11129.txt",1.31764486982706,1.4845,0.791666666666667,1,48,0,NA,NA,NA,NA,1.76392279733415,NA,NA,NA,NA,NA,1.00631024614553,NA,NA,NA,NA,NA,-0.054729639766832,NA,NA,NA,NA,NA,1.7528618078674,NA,NA,NA,NA,NA,4.72,NA,NA,NA,NA,NA,0.7,NA
"102","Subject_11130.txt",1.48104898795191,1.475,0.7,1,50,0,NA,NA,NA,NA,NA,2.10504539285405,NA,NA,NA,NA,NA,1.77932549415819,NA,NA,NA,NA,NA,0.215172996883014,NA,NA,NA,NA,NA,1.18305807440249,NA,NA,NA,NA,NA,4.66,NA,NA,NA,NA,NA,0.82
"103","Subject_11132.txt",1.32586989264405,1.4505,0.72,1,50,0,1.29799601724925,NA,NA,NA,NA,NA,1.49996053783537,NA,NA,NA,NA,NA,-0.192095506078088,NA,NA,NA,NA,NA,0.865353443979544,NA,NA,NA,NA,NA,4.74,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA
"104","Subject_11133.txt",1.39875513081461,1.392,0.78,1,50,0,NA,1.69941136277887,NA,NA,NA,NA,NA,1.49996053783537,NA,NA,NA,NA,NA,-0.192095506078088,NA,NA,NA,NA,NA,1.13297071483716,NA,NA,NA,NA,NA,4.12,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA
"105","Subject_11134.txt",1.47210216236044,1.3835,0.78,1,50,0,NA,NA,2.47248712424505,NA,NA,NA,NA,NA,1.12291523350202,NA,NA,NA,NA,NA,0.113032133445074,NA,NA,NA,NA,NA,2.2018466314097,NA,NA,NA,NA,NA,4.74,NA,NA,NA,NA,NA,0.72,NA,NA,NA
"106","Subject_11135.txt",1.30462531217972,1.6015,0.72,1,50,0,NA,NA,NA,0.783651695086129,NA,NA,NA,NA,NA,1.80595207825264,NA,NA,NA,NA,NA,0.37857552641828,NA,NA,NA,NA,NA,0.433927181414667,NA,NA,NA,NA,NA,4.75,NA,NA,NA,NA,NA,0.8125,NA,NA
"107","Subject_11136.txt",1.27449774556931,1.435,0.7,1,50,0,NA,NA,NA,NA,1.30348543276556,NA,NA,NA,NA,NA,1.28617823787879,NA,NA,NA,NA,NA,0.29898665605638,NA,NA,NA,NA,NA,1.01345629585159,NA,NA,NA,NA,NA,4.38,NA,NA,NA,NA,NA,0.74,NA
"108","Subject_11137.txt",1.31302998368733,1.393,0.76,1,50,0,NA,NA,NA,NA,NA,2.19992111117409,NA,NA,NA,NA,NA,1.41138913946828,NA,NA,NA,NA,NA,-0.0953999595478086,NA,NA,NA,NA,NA,1.55869210670197,NA,NA,NA,NA,NA,4.66666666666667,NA,NA,NA,NA,NA,0.770833333333333
"109","Subject_11139.txt",1.10849802466601,1.26,0.84,1,50,0,1.13178592942196,NA,NA,NA,NA,NA,0.291627251366553,NA,NA,NA,NA,NA,0.0975905521273544,NA,NA,NA,NA,NA,3.88093336311491,NA,NA,NA,NA,NA,3.78,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA
"110","Subject_11140.txt",1.04187578897017,1.16,0.74,1,50,0,NA,1.15275112729243,NA,NA,NA,NA,NA,1.28987094039662,NA,NA,NA,NA,NA,0.15615905908364,NA,NA,NA,NA,NA,0.893694935818903,NA,NA,NA,NA,NA,4.75,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA
"111","Subject_11141.txt",1.09396091678627,1.1855,0.68,1,50,0,NA,NA,0.986692745812438,NA,NA,NA,NA,NA,1.24952001258788,NA,NA,NA,NA,NA,-0.176334522988008,NA,NA,NA,NA,NA,0.789657417146041,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,0.74,NA,NA,NA
"112","Subject_11142.txt",1.2761968693012,1.102,0.8,1,50,0,NA,NA,NA,1.59656688703963,NA,NA,NA,NA,NA,0.606107836395521,NA,NA,NA,NA,NA,0.254830844641838,NA,NA,NA,NA,NA,2.63413008571923,NA,NA,NA,NA,NA,3.78,NA,NA,NA,NA,NA,0.62,NA,NA
"113","Subject_43336.txt",1.03028700482355,1.135,0.62,1,50,0,NA,NA,NA,NA,2.15610556342147,NA,NA,NA,NA,NA,1.14519699216497,NA,NA,NA,NA,NA,0.228496033199467,NA,NA,NA,NA,NA,1.88273771078058,NA,NA,NA,NA,NA,4.82,NA,NA,NA,NA,NA,0.72,NA
"114","Subject_47203.txt",1.1112150507106,1.243,0.72,1,50,0,NA,NA,NA,NA,NA,1.76776769048086,NA,NA,NA,NA,NA,1.91854742810006,NA,NA,NA,NA,NA,0.615171251167014,NA,NA,NA,NA,NA,0.921409429128101,NA,NA,NA,NA,NA,4.52,NA,NA,NA,NA,NA,0.8
"115","Subject_47284.txt",1.06079295648851,1.1685,0.84,1,50,0,1.13221160297367,NA,NA,NA,NA,NA,0.496648556861857,NA,NA,NA,NA,NA,0.200101204875006,NA,NA,NA,NA,NA,2.27970380127087,NA,NA,NA,NA,NA,4.24,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA
"116","Subject_47617.txt",1.09014354251212,1.227,0.6,1,50,0,NA,1.40740237797792,NA,NA,NA,NA,NA,1.49996053783537,NA,NA,NA,NA,NA,0.192095506078089,NA,NA,NA,NA,NA,0.938292936698837,NA,NA,NA,NA,NA,4.64,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA
"117","Subject_11114.txt",1.06446099778896,1.1765,0.78,1,50,0,NA,NA,1.91475833873768,NA,NA,NA,NA,NA,1.88415154999155,NA,NA,NA,NA,NA,2.22044604925031e-16,NA,NA,NA,NA,NA,1.0162443348818,NA,NA,NA,NA,NA,4.74,NA,NA,NA,NA,NA,0.84,NA,NA,NA
"118","Subject_11115.txt",1.23187673533403,1.219,0.74,1,50,0,NA,NA,NA,0.71283151010292,NA,NA,NA,NA,NA,1.44890361331426,NA,NA,NA,NA,NA,0.579330865446356,NA,NA,NA,NA,NA,0.491979938177095,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,0.74,NA,NA
"119","Subject_11116.txt",1.12081422560914,1.16,0.56,1,50,0,NA,NA,NA,NA,1.58794272223566,NA,NA,NA,NA,NA,0.946215470492724,NA,NA,NA,NA,NA,0.327986794035588,NA,NA,NA,NA,NA,1.67820414245475,NA,NA,NA,NA,NA,4.56,NA,NA,NA,NA,NA,0.68,NA
"120","Subject_11117.txt",1.06353709023733,1.327,0.75,1,48,0,NA,NA,NA,NA,NA,1.92081610810246,NA,NA,NA,NA,NA,1.97827242229957,NA,NA,NA,NA,NA,0.314646460953702,NA,NA,NA,NA,NA,0.970956318477955,NA,NA,NA,NA,NA,4.78,NA,NA,NA,NA,NA,0.84
"121","Subject_11118.txt",1.73395437363615,1.3175,0.875,0,48,1,0.871020624974292,NA,NA,NA,NA,NA,0.691829661116566,NA,NA,NA,NA,NA,0.102510652747652,NA,NA,NA,NA,NA,1.25901023608691,NA,NA,NA,NA,NA,4.04,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA
"122","Subject_11119.txt",1.72856634615346,1.339,0.625,0,48,1,NA,1.38481643180164,NA,NA,NA,NA,NA,1.21403622565354,NA,NA,NA,NA,NA,0.497817631135339,NA,NA,NA,NA,NA,1.14067142523376,NA,NA,NA,NA,NA,5.14893617021277,NA,NA,NA,NA,NA,0.723404255319149,NA,NA,NA,NA
"123","Subject_11120.txt",1.70096503612695,1.4095,0.78,0,50,1,NA,NA,0.849727726853714,NA,NA,NA,NA,NA,1.77932549415819,NA,NA,NA,NA,NA,0.215172996883014,NA,NA,NA,NA,NA,0.477556090576741,NA,NA,NA,NA,NA,4.48,NA,NA,NA,NA,NA,0.82,NA,NA,NA
"124","Subject_11121.txt",1.72828885255512,1.389,0.8,0,50,1,NA,NA,NA,0.500659695447472,NA,NA,NA,NA,NA,0.330387287313066,NA,NA,NA,NA,NA,0.509296106539549,NA,NA,NA,NA,NA,1.51537215465879,NA,NA,NA,NA,NA,3.24,NA,NA,NA,NA,NA,0.56,NA,NA
"125","Subject_11122.txt",1.85075175101701,1.44,0.56,0,50,1,NA,NA,NA,NA,1.35722919628546,NA,NA,NA,NA,NA,1.13574107062639,NA,NA,NA,NA,NA,0.223768072430179,NA,NA,NA,NA,NA,1.19501639184089,NA,NA,NA,NA,NA,5.06666666666667,NA,NA,NA,NA,NA,0.711111111111111,NA
"126","Subject_11123.txt",1.58974030769332,1.198,0.711111111111111,0,45,1,NA,NA,NA,NA,NA,2.99741091346619,NA,NA,NA,NA,NA,1.66272050680171,NA,NA,NA,NA,NA,0.273475490561256,NA,NA,NA,NA,NA,1.80271482862252,NA,NA,NA,NA,NA,5.94,NA,NA,NA,NA,NA,0.8
"127","Subject_11125.txt",1.95198157699087,1.3205,0.8,0,50,1,1.1851949386209,NA,NA,NA,NA,NA,1.66272050680171,NA,NA,NA,NA,NA,0.273475490561256,NA,NA,NA,NA,NA,0.712804667875695,NA,NA,NA,NA,NA,4.74,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA
"128","Subject_11126.txt",1.42979010897216,1.2595,0.8,0,50,1,NA,2.86310243090336,NA,NA,NA,NA,NA,1.77932549415819,NA,NA,NA,NA,NA,-0.215172996883014,NA,NA,NA,NA,NA,1.60909425526885,NA,NA,NA,NA,NA,5.68,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA
"129","Subject_11127.txt",1.61367790018539,1.2455,0.82,0,50,1,NA,NA,1.85784601599807,NA,NA,NA,NA,NA,1.61656552519186,NA,NA,NA,NA,NA,-0.133793012399847,NA,NA,NA,NA,NA,1.1492550020684,NA,NA,NA,NA,NA,5.18,NA,NA,NA,NA,NA,0.8,NA,NA,NA
"130","Subject_11129.txt",1.72565827737708,1.334,0.82,0,50,1,NA,NA,NA,1.09703923304125,NA,NA,NA,NA,NA,0.610129943215539,NA,NA,NA,NA,NA,0.252819791231829,NA,NA,NA,NA,NA,1.7980419503091,NA,NA,NA,NA,NA,3.89583333333333,NA,NA,NA,NA,NA,0.625,NA,NA
"131","Subject_11130.txt",1.87783592845881,1.32,0.64,0,50,1,NA,NA,NA,NA,0.900116120511527,NA,NA,NA,NA,NA,1.47558427947803,NA,NA,NA,NA,NA,0.0633023895429342,NA,NA,NA,NA,NA,0.610006580464473,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,0.78,NA
"132","Subject_11132.txt",1.75889318870304,1.334,0.723404255319149,0,47,1,NA,NA,NA,NA,NA,1.81291477739769,NA,NA,NA,NA,NA,2.19092923112236,NA,NA,NA,NA,NA,0.208318056542305,NA,NA,NA,NA,NA,0.827463868592862,NA,NA,NA,NA,NA,5.45833333333333,NA,NA,NA,NA,NA,0.875
"133","Subject_11133.txt",2.11348022821858,1.3805,0.75,1,48,1,0.402120850219462,NA,NA,NA,NA,NA,0.205021305495304,NA,NA,NA,NA,NA,0.345914830558283,NA,NA,NA,NA,NA,1.96136128022399,NA,NA,NA,NA,NA,1.72,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA
"134","Subject_11134.txt",1.70621359908546,1.342,0.479166666666667,1,48,1,NA,1.60815361866695,NA,NA,NA,NA,NA,1.99568442865777,NA,NA,NA,NA,NA,-0.082477126486071,NA,NA,NA,NA,NA,0.805815586659933,NA,NA,NA,NA,NA,5.64583333333333,NA,NA,NA,NA,NA,0.854166666666667,NA,NA,NA,NA
"135","Subject_11135.txt",1.86377512475156,1.4635,0.739130434782609,1,46,1,NA,NA,2.82558334829123,NA,NA,NA,NA,NA,1.82467588632288,NA,NA,NA,NA,NA,0.0550836229402615,NA,NA,NA,NA,NA,1.54853986369349,NA,NA,NA,NA,NA,6.02380952380952,NA,NA,NA,NA,NA,0.833333333333333,NA,NA,NA
"136","Subject_11136.txt",1.90780445240125,1.317,0.847826086956522,1,46,1,NA,NA,NA,0.487421655628498,NA,NA,NA,NA,NA,0.62626667664016,NA,NA,NA,NA,NA,0.361356411876002,NA,NA,NA,NA,NA,0.778297287416684,NA,NA,NA,NA,NA,2.36,NA,NA,NA,NA,NA,0.62,NA,NA
"137","Subject_11137.txt",1.89118486331427,1.3865,0.62,1,50,1,NA,NA,NA,NA,1.41540277333327,NA,NA,NA,NA,NA,1.00631024614553,NA,NA,NA,NA,NA,0.054729639766832,NA,NA,NA,NA,NA,1.40652724023697,NA,NA,NA,NA,NA,4.28,NA,NA,NA,NA,NA,0.7,NA
"138","Subject_11139.txt",1.78849430337232,1.383,0.7,1,50,1,NA,NA,NA,NA,NA,2.27889275689678,NA,NA,NA,NA,NA,1.94161901078893,NA,NA,NA,NA,NA,0.0836629463755885,NA,NA,NA,NA,NA,1.17370748032118,NA,NA,NA,NA,NA,4.67391304347826,NA,NA,NA,NA,NA,0.847826086956522
"139","Subject_11140.txt",1.72757607400308,1.4975,0.914893617021277,1,47,1,0.547478762740979,NA,NA,NA,NA,NA,1.05661267040619,NA,NA,NA,NA,NA,0.576529408759016,NA,NA,NA,NA,NA,0.518145180419343,NA,NA,NA,NA,NA,3.82,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA
"140","Subject_11141.txt",1.7438637942123,1.4385,0.68,1,50,1,NA,1.51057260434137,NA,NA,NA,NA,NA,0.614356608583255,NA,NA,NA,NA,NA,0.105284825149777,NA,NA,NA,NA,NA,2.45878791444083,NA,NA,NA,NA,NA,4.64583333333333,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA
"141","Subject_11142.txt",1.84946209653208,1.375,0.625,1,48,1,NA,NA,2.47635103452662,NA,NA,NA,NA,NA,2.5397131266077,NA,NA,NA,NA,NA,-0.0116950022407522,NA,NA,NA,NA,NA,0.975051476713155,NA,NA,NA,NA,NA,5.85106382978723,NA,NA,NA,NA,NA,0.914893617021277,NA,NA,NA
"142","Subject_43336.txt",2.09047316577926,1.3915,0.833333333333333,1,42,1,NA,NA,NA,1.23213682416385,NA,NA,NA,NA,NA,-0.118944892684876,NA,NA,NA,NA,NA,0.583872959050479,NA,NA,NA,NA,NA,-10.3588880224406,NA,NA,NA,NA,NA,2.58333333333333,NA,NA,NA,NA,NA,0.479166666666667,NA,NA
"143","Subject_47203.txt",1.99422365299597,1.3975,0.54,1,50,1,NA,NA,NA,NA,1.14928611567739,NA,NA,NA,NA,NA,1.23037045497619,NA,NA,NA,NA,NA,0.126408816373424,NA,NA,NA,NA,NA,0.934097621597742,NA,NA,NA,NA,NA,3.84782608695652,NA,NA,NA,NA,NA,0.739130434782609,NA
"144","Subject_47284.txt",1.66145428822983,1.424,0.854166666666667,1,48,1,NA,NA,NA,NA,NA,2.53503901082285,NA,NA,NA,NA,NA,1.28669081078583,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1.97020060264097,NA,NA,NA,NA,NA,5.10416666666667,NA,NA,NA,NA,NA,0.75
"145","Subject_47617.txt",1.61756402791616,1.1685,0.977272727272727,1,44,0,0.66069204799129,NA,NA,NA,NA,NA,0.392325536438938,NA,NA,NA,NA,NA,0.147939694663547,NA,NA,NA,NA,NA,1.68404038643077,NA,NA,NA,NA,NA,2.26,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA
"146","Subject_11114.txt",1.57872317901274,1.293,0.577777777777778,1,45,0,NA,1.18130746187826,NA,NA,NA,NA,NA,2.16103699232467,NA,NA,NA,NA,NA,-0.223264175941154,NA,NA,NA,NA,NA,0.546639167248823,NA,NA,NA,NA,NA,4.5531914893617,NA,NA,NA,NA,NA,0.872340425531915,NA,NA,NA,NA
