,Accuracy,Arousal,Confidence,Confidence_RT,Expected,KeyPressed,LearningTime,LeftWord,MarkerStart,RT,RightWord,TrialNumber,Valence,nBlock
251,1.0,High,6.0,0.747,right,right,90.0,alien,5.0,1.1678840031527216,react,1.0,High,5.0
252,1.0,High,7.0,1.409,left,left,90.0,hire,1.0,0.8621254156023497,motorcycle,2.0,High,5.0
253,1.0,High,7.0,0.855,right,right,90.0,conquest,6.0,1.0228651592478855,teach,3.0,High,5.0
254,1.0,High,7.0,1.403,right,right,90.0,freeway,2.0,1.103478198943776,race,4.0,High,5.0
255,1.0,High,7.0,1.364,left,left,90.0,ignite,2.0,0.7624275468842825,curious,5.0,High,5.0
256,1.0,High,7.0,0.777,right,right,90.0,voyage,6.0,0.8915910750365583,gym,6.0,High,5.0
257,1.0,High,2.0,0.69,right,right,90.0,sandwich,2.0,1.1474181217199657,reveal,7.0,High,5.0
258,1.0,High,6.0,1.353,right,right,90.0,naked,1.0,1.032538621351705,engage,8.0,High,5.0
259,1.0,High,6.0,1.432,right,right,90.0,new,1.0,1.1361621435789857,teenager,9.0,High,5.0
260,1.0,High,7.0,1.428,right,right,90.0,animal,6.0,1.2998776461317902,reunion,10.0,High,5.0
261,1.0,High,7.0,1.84,left,left,90.0,limousine,1.0,0.8120912181038875,band,11.0,High,5.0
262,1.0,High,7.0,0.905,left,left,90.0,royalty,6.0,1.0898976898461115,jaguar,12.0,High,5.0
263,1.0,High,7.0,1.532,right,right,90.0,bridesmaid,1.0,1.5228866529650986,gem,13.0,High,5.0
264,0.0,High,4.0,1.173,right,left,90.0,raise,2.0,1.6136678313923767,marry,14.0,High,5.0
265,1.0,High,7.0,1.63,left,left,90.0,sizzle,1.0,1.6833485821116483,sexual,15.0,High,5.0
266,1.0,High,2.0,0.786,right,right,90.0,carnival,3.0,1.970805739008938,unite,16.0,High,5.0
267,1.0,High,7.0,1.468,left,left,90.0,casino,2.0,0.8399525469721993,powerful,17.0,High,5.0
268,1.0,High,5.0,1.509,right,right,90.0,conquer,4.0,1.2644206894183299,mate,18.0,High,5.0
269,1.0,High,7.0,0.99,left,left,90.0,aid,4.0,1.1802040813636268,stereo,19.0,High,5.0
270,1.0,High,2.0,0.776,left,left,90.0,entertainment,4.0,2.2405395503883483,imaginative,20.0,High,5.0
271,1.0,High,7.0,1.349,right,right,90.0,self,2.0,0.6841881208238192,imagination,21.0,High,5.0
272,1.0,High,6.0,0.757,right,right,90.0,prince,6.0,2.117278136589448,potential,22.0,High,5.0
273,1.0,High,7.0,0.895,left,left,90.0,hope,6.0,1.826270985256997,favorite,23.0,High,5.0
274,1.0,High,7.0,2.071,left,left,90.0,snow,1.0,0.8135505461978028,honeymoon,24.0,High,5.0
275,1.0,High,7.0,0.795,right,right,90.0,dancing,6.0,1.7224007663317025,playground,25.0,High,5.0
276,1.0,High,7.0,1.226,right,right,90.0,rich,3.0,1.1240015039220452,champ,26.0,High,5.0
277,1.0,High,7.0,1.241,right,right,90.0,glamorous,3.0,1.3461639144079527,frosting,27.0,High,5.0
278,1.0,High,2.0,1.104,right,right,90.0,supper,5.0,1.8208170312427683,alive,28.0,High,5.0
279,1.0,High,6.0,0.797,right,right,90.0,fly,6.0,1.3217502441402758,star,29.0,High,5.0
280,1.0,High,6.0,1.053,right,right,90.0,great,3.0,1.5487445736362133,embrace,30.0,High,5.0
281,1.0,High,5.0,0.988,left,left,90.0,fascinate,2.0,1.3135993080941262,treat,31.0,High,5.0
282,1.0,High,5.0,0.658,left,left,90.0,genius,5.0,1.849039262306178,silly,32.0,High,5.0
283,1.0,High,7.0,0.876,left,left,90.0,congratulate,6.0,1.6699034514458617,prosperous,33.0,High,5.0
284,1.0,High,5.0,0.823,left,left,90.0,surprised,5.0,2.1891502854559803,dollar,34.0,High,5.0
285,1.0,High,6.0,1.184,left,left,90.0,flirt,3.0,2.1797148583864328,applause,35.0,High,5.0
286,1.0,High,5.0,1.348,left,left,90.0,holiday,1.0,1.4488202187349088,dog,36.0,High,5.0
287,1.0,High,2.0,0.916,right,right,90.0,money,1.0,2.508261612703791,excite,37.0,High,5.0
288,1.0,High,6.0,1.105,left,left,90.0,profit,3.0,1.7428560612897854,blessings,38.0,High,5.0
289,NaN,High,Nan,Nan,left,NaN,90.0,thoughtful,NaN,Nan,generosity,39.0,High,5.0
290,True,High,2,0.713,left,left,90.0,rescue,2,-3.3647065881086746,riches,40.0,High,5.0
291,False,High,5,0.774,left,right,90.0,compassion,5,2.4594708435906796,surprise,41.0,High,5.0
292,True,High,3,0.734,right,right,90.0,christmas,3,1.6320869963528821,pleased,42.0,High,5.0
293,True,High,7,0.913,right,right,90.0,weekend,6,1.1965723594330484,party,43.0,High,5.0
294,True,High,3,0.85,left,left,90.0,celebration,2,1.6788464475102955,aroused,44.0,High,5.0
295,True,High,7,1.21,left,left,90.0,laughing,3,1.9189872410643147,me,45.0,High,5.0
296,True,High,6,2.053,right,right,90.0,congratulations,4,1.8176920994301327,smile,46.0,High,5.0
297,True,High,6,1.091,right,right,90.0,cure,3,1.082330613367958,happy,47.0,High,5.0
298,True,High,7,0.966,left,left,90.0,comedy,5,1.855554108376964,victory,48.0,High,5.0
299,True,High,6,1.246,left,left,90.0,laughter,3,1.149144357026671,loved,49.0,High,5.0
300,True,Low,7,1.701,right,right,90.0,depression,6,1.5279829127975972,death,0.0,Low,6.0
301,True,Low,5,1.046,left,left,90.0,discomfort,3,0.9921596002532169,sick,1.0,Low,6.0
302,True,Low,6,1.225,right,right,90.0,cry,4,1.0962803655129392,hopeless,2.0,Low,6.0
303,True,Low,7,1.539,left,left,90.0,malaria,2,1.5205454403185286,widow,3.0,Low,6.0
304,True,Low,7,1.468,left,left,90.0,misfortune,1,1.0612786267593037,disgrace,4.0,Low,6.0
305,True,Low,6,1.398,right,right,90.0,casket,1,1.2518558392912382,weak,5.0,Low,6.0
306,True,Low,7,1.292,left,left,90.0,wasteful,2,0.8533264596044319,stinks,6.0,Low,6.0
307,True,Low,5,1.255,left,left,90.0,unpleasant,5,1.3368917755433358,pessimistic,7.0,Low,6.0
308,True,Low,7,1.052,right,right,90.0,blister,4,1.418779682193417,impotent,8.0,Low,6.0
309,True,Low,7,1.066,right,right,90.0,cowardice,4,1.0996269714960363,whine,9.0,Low,6.0
310,True,Low,7,1.595,left,left,90.0,dandruff,1,0.8723814540571766,dumb,10.0,Low,6.0
311,True,Low,3,0.857,left,left,90.0,dreary,3,1.7827346313424641,fatigue,11.0,Low,6.0
312,True,Low,2,1.188,left,left,90.0,ignorance,4,2.001201082515763,incompetent,12.0,Low,6.0
313,True,Low,2,1.043,right,right,90.0,vulnerable,4,2.3206800488114823,slob,13.0,Low,6.0
314,True,Low,7,1.026,left,left,90.0,pale,5,1.098468234835309,gloomy,14.0,Low,6.0
315,True,Low,2,1.056,left,left,90.0,impair,1,1.3540020685322816,lack,15.0,Low,6.0
316,True,Low,2,0.989,right,right,90.0,unpopular,4,2.1441619818942854,feeble,16.0,Low,6.0
317,True,Low,3,0.767,left,left,90.0,wither,4,1.713035274107824,nuisance,17.0,Low,6.0
318,True,Low,3,1.436,right,right,90.0,mucus,5,2.4222369648632593,deficient,18.0,Low,6.0
319,False,Low,2,0.653,right,left,90.0,grime,1,2.7298565245291684,immature,19.0,Low,6.0
320,True,Low,3,0.887,right,right,90.0,fault,3,2.2165268825629028,doubtful,20.0,Low,6.0
321,True,Low,7,1.881,left,left,90.0,cough,2,1.3578699776844587,con,21.0,Low,6.0
322,True,Low,3,0.851,left,left,90.0,grovel,3,1.566057613468729,resign,22.0,Low,6.0
323,True,Low,7,0.972,left,left,90.0,spit,5,0.7976894560124492,incorrect,23.0,Low,6.0
324,True,Low,7,1.542,left,left,90.0,egotistical,2,1.913385397347156,dishes,24.0,Low,6.0
325,True,Low,5,1.185,left,left,90.0,overcast,5,1.7765880658989772,prude,25.0,Low,6.0
326,True,Low,7,1.158,left,left,90.0,piss,4,0.8043412845145212,heavy,26.0,Low,6.0
327,True,Low,4,0.87,left,left,90.0,limp,5,1.8066982164600631,tick,27.0,Low,6.0
328,True,Low,2,0.855,right,right,90.0,senseless,4,2.8423425215296447,chump,28.0,Low,6.0
329,False,Low,2,1.212,left,right,90.0,period,6,1.253376761364052,weary,29.0,Low,6.0
330,NaN,Low,Nan,Nan,right,NaN,90.0,condescension,NaN,Nan,hinder,30.0,Low,6.0
331,True,Low,2,0.816,right,right,90.0,rusty,1,-2.8671065075322986,junk,31.0,Low,6.0
332,True,Low,7,1.513,left,left,90.0,butcher,1,0.9041331482148962,little,32.0,Low,6.0
333,True,Low,2,1.123,left,left,90.0,alimony,6,2.5094954170199344,nosey,33.0,Low,6.0
334,True,Low,7,0.803,left,left,90.0,ash,6,0.9506606595386984,smudge,34.0,Low,6.0
335,True,Low,2,1.28,left,left,90.0,defer,6,1.649622993543744,bland,35.0,Low,6.0
336,True,Low,4,1.07,right,right,90.0,laundry,2,2.3404308626777492,gullible,36.0,Low,6.0
337,True,Low,3,0.884,right,right,90.0,passive,1,1.7751659508503508,sigh,37.0,Low,6.0
338,True,Low,2,0.741,right,right,90.0,recede,3,1.9490823139349231,erase,38.0,Low,6.0
339,False,Low,1,1.258,right,left,90.0,rules,2,1.8940044681366999,novice,39.0,Low,6.0
340,True,Low,7,0.91,right,right,90.0,derelict,5,1.8483530669327592,tar,40.0,Low,6.0
341,True,Low,2,0.781,right,right,90.0,fart,4,2.8067363918962656,beet,41.0,Low,6.0
342,True,Low,2,1.129,left,left,90.0,class,4,1.424741144903237,allege,42.0,Low,6.0
343,True,Low,5,1.327,right,right,90.0,spurn,5,1.9405733629100723,punk,43.0,Low,6.0
344,False,Low,1,1.148,right,left,90.0,wane,2,2.645591475389665,folly,44.0,Low,6.0
345,True,Low,5,1.298,left,left,90.0,muddy,1,1.826473732086015,cease,45.0,Low,6.0
346,False,Low,2,0.797,right,left,90.0,policy,1,2.0086597279441776,dork,46.0,Low,6.0
347,True,Low,6,1.074,right,right,90.0,cling,4,1.598798981649452,tatter,47.0,Low,6.0
348,True,Low,3,1.012,right,right,90.0,coarse,5,2.4150426602427615,bandage,48.0,Low,6.0
349,True,Low,3,1.239,right,right,90.0,factory,4,1.9188069503725274,obstinate,49.0,Low,6.0
350,True,High,7,0.852,right,right,60.0,preach,6,1.5738133214908885,erupt,0.0,High,7.0
351,True,High,6,1.928,left,left,60.0,meteor,3,1.4820870605180971,gorilla,1.0,High,7.0
352,True,High,6,1.361,right,right,60.0,mercy,1,1.4162350810947828,infatuated,2.0,High,7.0
353,True,High,6,0.825,right,right,60.0,seal,5,1.3257929903484182,soldier,3.0,High,7.0
354,True,High,7,0.938,right,right,60.0,crazy,4,1.1296415230754064,crush,4.0,High,7.0
355,True,High,7,0.967,right,right,60.0,outspoken,4,0.9826612960168859,ass,5.0,High,7.0
356,True,High,7,1.015,left,left,60.0,galaxy,4,0.7399268186563859,comet,6.0,High,7.0
357,False,High,2,0.759,right,left,60.0,erect,3,2.293225176021224,cockpit,7.0,High,7.0
358,True,High,7,1.256,left,left,60.0,children,3,0.6944913171755616,wild,8.0,High,7.0
359,True,High,7,1.37,left,left,60.0,thin,2,0.5771968196931994,husband,9.0,High,7.0
360,True,High,4,0.696,left,left,60.0,control,3,1.5073604800272733,elephant,10.0,High,7.0
361,True,High,7,1.061,right,right,60.0,surfer,5,1.064406445802888,windsurfers,11.0,High,7.0
362,True,High,7,1.006,left,left,60.0,athletics,4,1.542239993228577,belief,12.0,High,7.0
363,True,High,4,0.821,right,right,60.0,fair,6,1.231374880168005,answer,13.0,High,7.0
364,True,High,7,1.551,left,left,60.0,thong,4,0.7127690084744245,revive,14.0,High,7.0
365,True,High,3,1.723,left,left,60.0,invent,6,2.170802017717506,salary,15.0,High,7.0
366,True,High,7,1.058,left,left,60.0,juice,5,0.9554120572720421,vigorous,16.0,High,7.0
367,True,High,7,0.987,right,right,60.0,bravery,4,1.0265072238107678,bold,17.0,High,7.0
368,True,High,3,1.309,right,right,60.0,charming,6,1.617286798224086,tickle,18.0,High,7.0
369,False,High,1,1.737,right,left,60.0,know,3,1.6414932304469403,extravagant,19.0,High,7.0
370,True,High,7,1.006,right,right,60.0,reef,5,1.2177225114428438,toddler,20.0,High,7.0
371,True,High,1,0.615,left,left,60.0,applaud,1,1.803351610491518,sparkle,21.0,High,7.0
372,True,High,5,1.469,right,right,60.0,waterskiing,6,1.9180883539956994,confidence,22.0,High,7.0
373,False,High,3,0.933,right,left,60.0,fashion,4,2.136922444216907,worthwhile,23.0,High,7.0
374,False,High,4,1.2,left,right,60.0,song,2,2.23205465952924,strengthen,24.0,High,7.0
375,False,High,1,0.887,left,right,60.0,brilliant,2,2.331444879164337,strong,25.0,High,7.0
376,True,High,3,1.131,left,left,60.0,pastry,2,1.719298932235688,prize,26.0,High,7.0
377,False,High,1,0.831,left,right,60.0,cupcake,2,2.9770710011653136,musician,27.0,High,7.0
378,True,High,7,0.739,left,left,60.0,king,6,0.7726749236753676,suite,28.0,High,7.0
379,True,High,3,0.787,right,right,60.0,heaven,3,2.0215200366510544,bargain,29.0,High,7.0
380,True,High,4,1.187,right,right,60.0,eager,6,2.315301804061164,cookout,30.0,High,7.0
381,True,High,7,0.873,left,left,60.0,summer,6,0.7822146113758208,cherish,31.0,High,7.0
382,False,High,4,1.014,right,left,60.0,prosper,2,2.097891432917095,luck,32.0,High,7.0
383,True,High,5,1.261,left,left,60.0,elated,3,1.7189425212709466,exhilaration,33.0,High,7.0
384,True,High,4,1.15,left,left,60.0,delight,6,1.938213864545105,redeem,34.0,High,7.0
385,True,High,7,0.788,right,right,60.0,cheery,6,2.923814348061569,gold,35.0,High,7.0
386,True,High,5,0.739,right,right,60.0,amaze,5,1.6367633264308097,superstar,36.0,High,7.0
387,True,High,3,1.157,left,left,60.0,optimistic,5,1.561323539033765,beautiful,37.0,High,7.0
388,False,High,4,1.042,right,left,60.0,sunshine,6,1.464447765101795,tasty,38.0,High,7.0
389,True,High,4,1.211,left,left,60.0,concert,6,2.5654265960183693,compassionate,39.0,High,7.0
390,True,High,4,1.196,left,left,60.0,enthusiasm,1,1.8036348786117742,giggles,40.0,High,7.0
391,True,High,5,0.823,left,left,60.0,fantastic,3,1.6983929105335847,car,41.0,High,7.0
392,True,High,4,0.957,right,right,60.0,triumph,2,1.357071501610335,birthday,42.0,High,7.0
393,True,High,7,0.97,right,right,60.0,fame,4,0.9454566102504032,succeed,43.0,High,7.0
394,True,High,5,1.364,left,left,60.0,confident,1,1.3860428052430507,sexy,44.0,High,7.0
395,True,High,7,1.445,left,left,60.0,passion,1,0.886481020716019,beach,45.0,High,7.0
396,True,High,7,1.443,right,right,60.0,complete,1,1.3349942319764523,awesome,46.0,High,7.0
397,True,High,3,0.769,left,left,60.0,pleasure,4,2.193678725830978,graduate,47.0,High,7.0
398,True,High,7,0.898,right,right,60.0,win,6,0.9218876115191961,success,48.0,High,7.0
399,True,High,5,1.274,right,right,60.0,award,1,1.828039245621767,champion,49.0,High,7.0
