,Accuracy,Arousal,Confidence,Confidence_RT,Expected,KeyPressed,LearningTime,LeftWord,MarkerStart,RT,RightWord,TrialNumber,Valence,nBlock
254,1.0,High,7,1.268,right,right,90.0,freeway,2.0,1.0574517802742776,race,4.0,High,5.0
255,1.0,High,7,1.182,left,left,90.0,ignite,2.0,0.717075453925645,curious,5.0,High,5.0
256,1.0,High,7,0.694,right,right,90.0,voyage,6.0,0.6305628662812524,gym,6.0,High,5.0
257,1.0,High,5,1.058,right,right,90.0,sandwich,2.0,1.419176193419844,reveal,7.0,High,5.0
258,1.0,High,7,1.52,right,right,90.0,naked,1.0,0.7659207593242172,engage,8.0,High,5.0
259,1.0,High,7,1.615,right,right,90.0,new,1.0,0.7458946974074934,teenager,9.0,High,5.0
260,1.0,High,7,0.711,right,right,90.0,animal,6.0,1.3637281421688385,reunion,10.0,High,5.0
261,1.0,High,7,1.41,left,left,90.0,limousine,1.0,1.0017826964322012,band,11.0,High,5.0
262,1.0,High,7,0.705,left,left,90.0,royalty,6.0,1.0335051976435352,jaguar,12.0,High,5.0
263,1.0,High,7,1.419,right,right,90.0,bridesmaid,1.0,1.084548958868254,gem,13.0,High,5.0
264,1.0,High,7,1.265,right,right,90.0,raise,2.0,0.785344355244888,marry,14.0,High,5.0
265,1.0,High,7,1.327,left,left,90.0,sizzle,1.0,0.9976770730572753,sexual,15.0,High,5.0
266,1.0,High,7,1.055,right,right,90.0,carnival,3.0,1.1800276402791496,unite,16.0,High,5.0
267,1.0,High,7,1.2,left,left,90.0,casino,2.0,0.7798955340695102,powerful,17.0,High,5.0
268,1.0,High,7,1.013,right,right,90.0,conquer,4.0,1.9368507770413999,mate,18.0,High,5.0
269,1.0,High,2,0.767,left,left,90.0,aid,4.0,2.0166371101222467,stereo,19.0,High,5.0
270,1.0,High,7,1.246,left,left,90.0,entertainment,4.0,1.8224197578092571,imaginative,20.0,High,5.0
271,1.0,High,7,1.184,right,right,90.0,self,2.0,0.6503829733701423,imagination,21.0,High,5.0
272,1.0,High,7,0.829,right,right,90.0,prince,6.0,1.4914637808105908,potential,22.0,High,5.0
273,0.0,High,5,1.231,left,right,90.0,hope,6.0,1.6298670468386263,favorite,23.0,High,5.0
274,1.0,High,7,1.269,left,left,90.0,snow,1.0,1.236047039827099,honeymoon,24.0,High,5.0
275,1.0,High,6,0.516,right,right,90.0,dancing,6.0,0.913437046459876,playground,25.0,High,5.0
276,1.0,High,7,1.014,right,right,90.0,rich,3.0,0.6558863308746368,champ,26.0,High,5.0
277,0.0,High,6,0.859,right,left,90.0,glamorous,3.0,1.5086760888516437,frosting,27.0,High,5.0
278,1.0,High,4,0.786,right,right,90.0,supper,5.0,1.4163829708122648,alive,28.0,High,5.0
279,1.0,High,7,0.704,right,right,90.0,fly,6.0,0.7547311871894635,star,29.0,High,5.0
280,1.0,High,7,1.073,right,right,90.0,great,3.0,1.7213639344263356,embrace,30.0,High,5.0
281,1.0,High,7,1.19,left,left,90.0,fascinate,2.0,1.5131602585606743,treat,31.0,High,5.0
282,1.0,High,7,0.805,left,left,90.0,genius,5.0,0.8139136940008029,silly,32.0,High,5.0
283,1.0,High,6,0.562,left,left,90.0,congratulate,6.0,2.7088202572485898,prosperous,33.0,High,5.0
284,1.0,High,4,1.057,left,left,90.0,surprised,5.0,1.528213890211191,dollar,34.0,High,5.0
285,NaN,High,Nan,Nan,left,NaN,90.0,flirt,NaN,Nan,applause,35.0,High,5.0
286,True,High,7,0.967,left,left,90.0,holiday,4,1.3647543876140844,dog,36.0,High,5.0
287,True,High,7,0.897,right,right,90.0,money,4,1.1619895880576223,excite,37.0,High,5.0
288,True,High,7,1.058,left,left,90.0,profit,3,1.6313170716748573,blessings,38.0,High,5.0
289,True,High,3,0.909,left,left,90.0,thoughtful,6,2.6130448339972645,generosity,39.0,High,5.0
290,True,High,7,0.951,left,left,90.0,rescue,4,1.3367628131527454,riches,40.0,High,5.0
291,True,High,7,0.713,left,left,90.0,compassion,6,1.9739970768569037,surprise,41.0,High,5.0
292,True,High,5,0.854,right,right,90.0,christmas,3,1.4162466299894731,pleased,42.0,High,5.0
293,True,High,6,0.942,right,right,90.0,weekend,6,1.702707696822472,party,43.0,High,5.0
294,True,High,7,0.998,left,left,90.0,celebration,2,1.3639668188116048,aroused,44.0,High,5.0
295,True,High,5,0.925,left,left,90.0,laughing,3,1.4466240085603204,me,45.0,High,5.0
296,False,High,6,1.035,right,left,90.0,congratulations,4,1.4990568422654178,smile,46.0,High,5.0
297,True,High,4,1.13,right,right,90.0,cure,3,1.4317814645764884,happy,47.0,High,5.0
298,True,High,7,0.744,left,left,90.0,comedy,5,0.9548820924537722,victory,48.0,High,5.0
299,True,High,5,0.892,left,left,90.0,laughter,3,1.6783055754203815,loved,49.0,High,5.0
300,False,Low,5,1.082,right,left,90.0,depression,6,1.618163870763965,death,0.0,Low,6.0
301,False,Low,3,0.813,left,right,90.0,discomfort,3,0.9381179447518662,sick,1.0,Low,6.0
302,False,Low,3,0.97,right,left,90.0,cry,4,2.0070605301880278,hopeless,2.0,Low,6.0
303,True,Low,7,1.253,left,left,90.0,malaria,2,0.9797606047650333,widow,3.0,Low,6.0
304,True,Low,6,1.451,left,left,90.0,misfortune,1,1.3918605486687738,disgrace,4.0,Low,6.0
305,True,Low,7,1.364,right,right,90.0,casket,1,1.0727428053505719,weak,5.0,Low,6.0
306,True,Low,7,1.193,left,left,90.0,wasteful,2,1.2235184403252788,stinks,6.0,Low,6.0
307,True,Low,7,0.818,left,left,90.0,unpleasant,5,1.8916157767816912,pessimistic,7.0,Low,6.0
308,True,Low,7,0.886,right,right,90.0,blister,4,0.8567410756077152,impotent,8.0,Low,6.0
309,True,Low,7,0.915,right,right,90.0,cowardice,4,0.6877009021991398,whine,9.0,Low,6.0
310,True,Low,7,1.329,left,left,90.0,dandruff,1,1.1151746381656267,dumb,10.0,Low,6.0
311,True,Low,2,0.879,left,left,90.0,dreary,3,1.7013420429138932,fatigue,11.0,Low,6.0
312,False,Low,5,0.902,left,right,90.0,ignorance,4,1.7974815763591323,incompetent,12.0,Low,6.0
313,True,Low,6,0.749,right,right,90.0,vulnerable,4,0.8815740340214688,slob,13.0,Low,6.0
314,True,Low,7,0.846,left,left,90.0,pale,5,0.8014912799699232,gloomy,14.0,Low,6.0
315,True,Low,7,1.394,left,left,90.0,impair,1,1.9332516999274958,lack,15.0,Low,6.0
316,True,Low,7,1.054,right,right,90.0,unpopular,4,1.3391037050168961,feeble,16.0,Low,6.0
317,True,Low,7,1.067,left,left,90.0,wither,4,0.9878271698835306,nuisance,17.0,Low,6.0
318,True,Low,6,0.779,right,right,90.0,mucus,5,1.1434161173237953,deficient,18.0,Low,6.0
319,True,Low,7,1.358,right,right,90.0,grime,1,0.9695292680407874,immature,19.0,Low,6.0
320,True,Low,5,1.054,right,right,90.0,fault,3,1.2183111830381677,doubtful,20.0,Low,6.0
321,True,Low,2,0.848,left,left,90.0,cough,2,1.7168871431495063,con,21.0,Low,6.0
322,True,Low,5,0.878,left,left,90.0,grovel,3,1.2778950130741578,resign,22.0,Low,6.0
323,True,Low,7,0.902,left,left,90.0,spit,5,1.5800423330219928,incorrect,23.0,Low,6.0
324,True,Low,7,1.186,left,left,90.0,egotistical,2,1.2661539823748171,dishes,24.0,Low,6.0
325,True,Low,7,0.749,left,left,90.0,overcast,5,1.1949160589720123,prude,25.0,Low,6.0
326,True,Low,7,0.911,left,left,90.0,piss,4,1.0016925511008594,heavy,26.0,Low,6.0
327,True,Low,7,0.807,left,left,90.0,limp,5,1.4687526065099519,tick,27.0,Low,6.0
328,True,Low,5,0.736,right,right,90.0,senseless,4,2.298839851806406,chump,28.0,Low,6.0
329,False,Low,1,1.224,left,right,90.0,period,6,1.8712519103719387,weary,29.0,Low,6.0
330,True,Low,6,1.13,right,right,90.0,condescension,1,1.6388973010180052,hinder,30.0,Low,6.0
331,True,Low,4,0.838,right,right,90.0,rusty,2,1.8336699615174439,junk,31.0,Low,6.0
332,True,Low,4,0.632,left,left,90.0,butcher,3,1.223536726058228,little,32.0,Low,6.0
333,True,Low,7,1.432,left,left,90.0,alimony,1,1.4276315705210436,nosey,33.0,Low,6.0
334,True,Low,7,1.096,left,left,90.0,ash,3,1.091776947665494,smudge,34.0,Low,6.0
335,True,Low,6,0.955,left,left,90.0,defer,2,1.320688389649149,bland,35.0,Low,6.0
336,True,Low,7,1.414,right,right,90.0,laundry,1,0.8889665942406282,gullible,36.0,Low,6.0
337,True,Low,7,1.13,right,right,90.0,passive,3,1.0589123915706296,sigh,37.0,Low,6.0
338,True,Low,7,1.578,right,right,90.0,recede,2,1.7193977392453235,erase,38.0,Low,6.0
339,True,Low,7,0.686,right,right,90.0,rules,5,0.980284474324435,novice,39.0,Low,6.0
340,True,Low,7,1.03,right,right,90.0,derelict,4,0.843648827081779,tar,40.0,Low,6.0
341,True,Low,6,1.093,right,right,90.0,fart,4,1.4442664349917322,beet,41.0,Low,6.0
342,False,Low,4,0.771,left,right,90.0,class,5,1.3116825164179318,allege,42.0,Low,6.0
343,True,Low,2,0.832,right,right,90.0,spurn,2,1.435792772215791,punk,43.0,Low,6.0
344,True,Low,7,1.475,right,right,90.0,wane,1,1.3791410720150452,folly,44.0,Low,6.0
345,True,Low,7,1.324,left,left,90.0,muddy,1,1.4197273311729077,cease,45.0,Low,6.0
346,True,Low,7,0.957,right,right,90.0,policy,4,2.032296736666467,dork,46.0,Low,6.0
347,True,Low,7,0.878,right,right,90.0,cling,5,0.9878922926727682,tatter,47.0,Low,6.0
348,True,Low,7,0.926,right,right,90.0,coarse,4,0.8187106456316542,bandage,48.0,Low,6.0
349,True,Low,4,0.61,right,right,90.0,factory,4,1.5561345674213953,obstinate,49.0,Low,6.0
350,True,High,7,0.737,right,right,60.0,preach,6,1.0304845264181495,erupt,0.0,High,7.0
351,True,High,7,1.046,left,left,60.0,meteor,3,0.7715142622182611,gorilla,1.0,High,7.0
352,True,High,3,0.962,right,right,60.0,mercy,1,1.2175820001866668,infatuated,2.0,High,7.0
353,False,High,2,0.989,right,left,60.0,seal,5,1.5930187720514368,soldier,3.0,High,7.0
354,True,High,4,1.138,right,right,60.0,crazy,4,2.3859125596645754,crush,4.0,High,7.0
355,True,High,7,0.916,right,right,60.0,outspoken,4,0.6821943366958294,ass,5.0,High,7.0
356,True,High,7,0.98,left,left,60.0,galaxy,4,0.7599804695637431,comet,6.0,High,7.0
357,True,High,7,1.193,right,right,60.0,erect,3,0.8125201303046197,cockpit,7.0,High,7.0
358,True,High,1,0.776,left,left,60.0,children,3,0.9921788483625278,wild,8.0,High,7.0
359,True,High,7,1.236,left,left,60.0,thin,2,1.3255212710937485,husband,9.0,High,7.0
360,True,High,7,1.033,left,left,60.0,control,3,0.8094667373225093,elephant,10.0,High,7.0
361,True,High,7,0.712,right,right,60.0,surfer,5,0.8715810531866737,windsurfers,11.0,High,7.0
362,True,High,5,0.776,left,left,60.0,athletics,4,1.3023102873412427,belief,12.0,High,7.0
363,True,High,2,1.065,right,right,60.0,fair,6,1.606660554301925,answer,13.0,High,7.0
364,True,High,6,0.876,left,left,60.0,thong,4,1.6508638554951176,revive,14.0,High,7.0
365,True,High,7,0.789,left,left,60.0,invent,6,1.6324594474281184,salary,15.0,High,7.0
366,True,High,7,0.792,left,left,60.0,juice,5,1.2508048921008594,vigorous,16.0,High,7.0
367,True,High,7,0.871,right,right,60.0,bravery,4,1.1151406331628095,bold,17.0,High,7.0
368,False,High,3,0.933,right,left,60.0,charming,6,1.7573078685090877,tickle,18.0,High,7.0
369,True,High,3,0.689,right,right,60.0,know,3,1.8755622054159176,extravagant,19.0,High,7.0
370,True,High,7,0.659,right,right,60.0,reef,5,0.7670827040274162,toddler,20.0,High,7.0
371,True,High,2,1.089,left,left,60.0,applaud,1,0.839686922961846,sparkle,21.0,High,7.0
372,True,High,5,0.884,right,right,60.0,waterskiing,6,1.5153635263559408,confidence,22.0,High,7.0
373,True,High,2,0.816,left,left,60.0,worthwhile,4,1.1226839702867437,fashion,23.0,High,7.0
374,False,High,3,1.029,left,right,60.0,song,2,1.507267126638908,strengthen,24.0,High,7.0
375,False,High,2,0.933,left,right,60.0,brilliant,2,1.9861384683754295,strong,25.0,High,7.0
376,False,High,1,1.188,left,right,60.0,pastry,2,1.4025685970846098,prize,26.0,High,7.0
377,True,High,7,1.332,left,left,60.0,cupcake,2,1.141565410856856,musician,27.0,High,7.0
378,True,High,7,0.676,left,left,60.0,king,6,0.9689762054767925,suite,28.0,High,7.0
379,True,High,3,0.572,right,right,60.0,heaven,3,1.269957410346251,bargain,29.0,High,7.0
380,True,High,7,0.755,right,right,60.0,eager,6,1.1354345647559967,cookout,30.0,High,7.0
381,True,High,7,1.85,right,right,60.0,cherish,6,-2.849112405150663,summer,31.0,High,7.0
382,False,High,2,0.543,right,left,60.0,prosper,2,2.511273943033302,luck,32.0,High,7.0
383,False,High,3,0.634,right,left,60.0,exhilaration,3,1.5313952831784263,elated,33.0,High,7.0
384,True,High,3,1.103,left,left,60.0,delight,6,1.936086305999197,redeem,34.0,High,7.0
385,True,High,7,0.714,left,left,60.0,gold,6,1.3025820066104643,cheery,35.0,High,7.0
386,True,High,7,0.791,right,right,60.0,amaze,5,1.2916250158741605,superstar,36.0,High,7.0
387,True,High,7,0.705,right,right,60.0,beautiful,5,0.9554341926123016,optimistic,37.0,High,7.0
388,True,High,5,0.981,left,left,60.0,tasty,6,1.5421273917309009,sunshine,38.0,High,7.0
389,False,High,2,1.037,right,left,60.0,compassionate,6,1.859119501314126,concert,39.0,High,7.0
390,False,High,Nan,Nan,left,right,60.0,enthusiasm,1,1.685724762181053,giggles,40.0,High,7.0
391,True,High,6,1.104,left,left,60.0,fantastic,3,-3.4484654117550235,car,41.0,High,7.0
392,True,High,7,1.389,left,left,60.0,birthday,2,1.0702001290919725,triumph,42.0,High,7.0
393,False,High,3,0.722,right,left,60.0,fame,4,1.5308595439128112,succeed,43.0,High,7.0
394,True,High,3,0.982,right,right,60.0,sexy,1,1.6416590850567445,confident,44.0,High,7.0
395,True,High,3,0.931,left,left,60.0,passion,1,1.2558931318926625,beach,45.0,High,7.0
396,True,High,7,1.326,left,left,60.0,awesome,1,1.4934190687490627,complete,46.0,High,7.0
397,True,High,3,0.968,right,right,60.0,graduate,4,1.8846421839261893,pleasure,47.0,High,7.0
398,True,High,5,1.151,left,left,60.0,success,6,1.121540632128017,win,48.0,High,7.0
399,False,High,1,0.762,right,left,60.0,award,1,1.0924025115091354,champion,49.0,High,7.0
400,True,Low,5,1.119,right,right,60.0,frown,1,0.8690746275242418,unhappy,0.0,Low,8.0
401,False,Low,2,0.515,right,left,60.0,gloom,2,0.8818184851261321,homeless,1.0,Low,8.0
402,True,Low,4,0.912,right,right,60.0,zit,2,1.447699978336459,stench,2.0,Low,8.0
403,True,Low,4,1.422,right,right,60.0,wart,1,1.6202789180679247,ungrateful,3.0,Low,8.0
404,True,Low,6,1.206,left,left,60.0,scam,1,1.0932401253958233,inferiority,4.0,Low,8.0
405,True,Low,7,0.868,left,left,60.0,decay,5,1.3638946383725852,trash,5.0,Low,8.0
406,True,Low,7,0.964,left,left,60.0,chore,4,1.0244329183769878,obesity,6.0,Low,8.0
407,True,Low,5,1.078,right,right,60.0,alcoholism,6,1.2956940678704996,unfortunate,7.0,Low,8.0
408,True,Low,5,1.069,right,right,60.0,germs,4,1.6154726631939411,inadequate,8.0,Low,8.0
409,True,Low,7,1.437,right,right,60.0,waste,2,1.2242001444974449,graveyard,9.0,Low,8.0
410,True,Low,3,0.916,right,right,60.0,glum,1,1.844287222949788,discouraged,10.0,Low,8.0
411,False,Low,4,0.727,left,right,60.0,rodent,3,1.8639010544284247,blind,11.0,Low,8.0
412,True,Low,5,1.142,right,right,60.0,inferior,2,1.5145002483041026,sluggish,12.0,Low,8.0
413,False,Low,3,0.849,left,right,60.0,sloppy,2,2.194500941230217,dislike,13.0,Low,8.0
414,False,Low,4,1.184,left,right,60.0,idiot,5,1.3979140815499704,tiresome,14.0,Low,8.0
415,False,Low,3,1.241,left,right,60.0,droop,5,1.8627865884336643,dump,15.0,Low,8.0
416,True,Low,7,1.321,left,left,60.0,complaint,1,1.55178994659218,withdrawn,16.0,Low,8.0
417,False,Low,1,1.222,left,right,60.0,tired,6,1.2271274623344652,fatigued,17.0,Low,8.0
418,True,Low,7,0.701,right,right,60.0,bore,6,0.7867289364512544,old,18.0,Low,8.0
419,True,Low,7,1.345,right,right,60.0,boring,2,1.4916466379363555,cheapskate,19.0,Low,8.0
420,True,Low,7,1.261,left,left,60.0,smoke,2,1.067384771129582,stale,20.0,Low,8.0
421,True,Low,6,1.523,left,left,60.0,itch,1,1.188519909599563,end,21.0,Low,8.0
422,False,Low,3,0.785,right,left,60.0,mediocre,5,1.2737184924189933,frail,22.0,Low,8.0
423,True,Low,2,0.722,right,right,60.0,prohibit,1,1.6109384483715985,foolish,23.0,Low,8.0
424,False,Low,2,0.633,left,right,60.0,bleak,2,1.6199369431706145,depart,24.0,Low,8.0
425,True,Low,7,0.922,right,right,60.0,scapegoat,4,1.2770551535650156,chubby,25.0,Low,8.0
426,True,Low,3,0.813,right,right,60.0,rag,4,1.9219594711612444,confuse,26.0,Low,8.0
427,True,Low,7,1.28,left,left,60.0,shallow,1,1.4084370272175875,gnaw,27.0,Low,8.0
428,True,Low,7,1.161,right,right,60.0,noose,2,0.852787833136972,bald,28.0,Low,8.0
429,True,Low,7,0.755,right,right,60.0,nameless,6,0.6773114101670217,warden,29.0,Low,8.0
430,True,Low,7,0.963,left,left,60.0,cell,5,1.5425646447984036,melancholy,30.0,Low,8.0
431,True,Low,7,0.865,left,left,60.0,detached,5,1.134840439510299,meek,31.0,Low,8.0
432,True,Low,5,1.262,left,left,60.0,dust,2,1.4029227624414489,naive,32.0,Low,8.0
433,True,Low,2,1.018,right,right,60.0,dustpan,3,1.7299906197586097,stop,33.0,Low,8.0
434,True,Low,7,1.333,left,left,60.0,exhaust,1,1.2988786688365508,haphazard,34.0,Low,8.0
435,True,Low,7,1.646,left,left,60.0,insect,3,1.0214501018053852,excuse,35.0,Low,8.0
436,True,Low,7,1.042,right,right,60.0,listless,3,1.4638975897687487,report,36.0,Low,8.0
437,True,Low,7,0.756,right,right,60.0,cleft,6,0.8261741030728444,dry,37.0,Low,8.0
438,False,Low,1,1.668,left,right,60.0,busy,5,1.2728542519907933,dirt,38.0,Low,8.0
439,True,Low,7,0.69,right,right,60.0,ramble,6,0.897089620528277,crumbs,39.0,Low,8.0
440,True,Low,3,0.875,left,left,60.0,gloat,4,1.1079120027425233,snail,40.0,Low,8.0
441,True,Low,7,0.751,right,right,60.0,solemn,6,1.1888269170885906,vague,41.0,Low,8.0
442,False,Low,2,0.547,right,left,60.0,corner,2,2.0405079834745266,school,42.0,Low,8.0
443,False,Low,3,0.477,left,right,60.0,plain,3,2.7953700578655116,lazy,43.0,Low,8.0
444,True,Low,7,1.372,left,left,60.0,frozen,1,1.1245571328909136,onion,44.0,Low,8.0
445,True,Low,2,1.16,right,right,60.0,cast,6,1.553115179442102,distracted,45.0,Low,8.0
446,True,Low,7,0.779,right,right,60.0,retreat,6,0.9773908407369163,govern,46.0,Low,8.0
447,True,Low,7,0.789,left,left,60.0,obey,6,1.1117975559900515,cab,47.0,Low,8.0
448,False,Low,2,0.754,left,right,60.0,bereavement,1,2.0927749625698198,sweep,48.0,Low,8.0
449,True,Low,7,0.861,left,left,60.0,vacuum,5,1.5260487978521269,drool,49.0,Low,8.0
