word,n,A_slider.response_mean,A_slider.response_raw,A_slider.rt_mean,A_slider.rt_raw,A_slider.rt_std,A_slider.started_mean,A_slider.started_raw,A_slider.started_std,A_slider.stopped_raw,ArousalGuide.started_mean,ArousalGuide.started_raw,ArousalGuide.started_std,ArousalGuide.stopped_raw,V_slider.response_mean,V_slider.response_raw,V_slider.rt_mean,V_slider.rt_raw,V_slider.rt_std,V_slider.started_mean,V_slider.started_raw,V_slider.started_std,V_slider.stopped_raw,ValenceImage.started_mean,ValenceImage.started_raw,ValenceImage.started_std,ValenceImage.stopped_raw,WordPresentation.started_mean,WordPresentation.started_raw,WordPresentation.started_std,WordPresentation.stopped_raw,WordPresentation2.started_mean,WordPresentation2.started_raw,WordPresentation2.started_std,WordPresentation2.stopped_raw,text_2.started_mean,text_2.started_raw,text_2.started_std,text_2.stopped_raw,text_3.started_mean,text_3.started_raw,text_3.started_std,text_3.stopped_raw,order
bastard,1.0,5.0,5.0,1.3813854455947876,1.3813854455947876,0.0,16.359554290771484,16.359554290771484,0.0,,16.359554290771484,16.359554290771484,0.0,,5.195555555555556,5.195555555555556,1.5602926015853882,1.5602926015853882,0.0,17.762863159179688,17.762863159179688,0.0,,17.762863159179688,17.762863159179688,0.0,,16.359554290771484,16.359554290771484,0.0,,17.762863159179688,17.762863159179688,0.0,,17.762863159179688,17.762863159179688,0.0,,16.359554290771484,16.359554290771484,0.0,,0.0
run,1.0,4.875555555555556,4.875555555555556,0.980333149433136,0.980333149433136,0.0,21.958755493164062,21.958755493164062,0.0,,21.958755493164062,21.958755493164062,0.0,,4.875555555555556,4.875555555555556,0.7327530980110168,0.7327530980110168,0.0,22.960588455200195,22.960588455200195,0.0,,22.960588455200195,22.960588455200195,0.0,,21.958755493164062,21.958755493164062,0.0,,22.960588455200195,22.960588455200195,0.0,,22.960588455200195,22.960588455200195,0.0,,21.958755493164062,21.958755493164062,0.0,,2.0
jump,1.0,4.928888888888888,4.928888888888888,0.6948222517967224,0.6948222517967224,0.0,23.729965209960938,23.729965209960938,0.0,,23.729965209960938,23.729965209960938,0.0,,5.044444444444444,5.044444444444444,0.545987606048584,0.545987606048584,0.0,24.447704315185547,24.447704315185547,0.0,,24.447704315185547,24.447704315185547,0.0,,23.729965209960938,23.729965209960938,0.0,,24.447704315185547,24.447704315185547,0.0,,24.447704315185547,24.447704315185547,0.0,,23.729965209960938,23.729965209960938,0.0,,3.0
funny,1.0,5.142222222222222,5.142222222222222,1.9475481510162354,1.9475481510162354,0.0,19.350666046142578,19.350666046142578,0.0,,19.350666046142578,19.350666046142578,0.0,,5.142222222222222,5.142222222222222,0.6305218935012817,0.6305218935012817,0.0,21.30620574951172,21.30620574951172,0.0,,21.30620574951172,21.30620574951172,0.0,,19.350666046142578,19.350666046142578,0.0,,21.30620574951172,21.30620574951172,0.0,,21.30620574951172,21.30620574951172,0.0,,19.350666046142578,19.350666046142578,0.0,,1.0

extraInfo
ParticipantID,123
Age,23
Gender(M/F),M
date,2019_Oct_21_1134
expName,SurveyExpMetaMem
psychopyVersion,3.2.3
frameRate,59.83237040003072
