word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,introText.started,introText.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,InstructValenceText.started,InstructValenceText.stopped,Valence.started,Valence.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,InstructArousalText.started,InstructArousalText.stopped,Arousal.started,Arousal.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,WordPresentation.started,WordPresentation.stopped,rating_3.response,rating_3.rt,rating_3.started,rating_3.stopped,ArousalGuide.started,ArousalGuide.stopped,WordPresentation2.started,WordPresentation2.stopped,ValenceImage.started,ValenceImage.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,GoodbyeText.started,GoodbyeText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,12.639675429003546,None,0.12444444444444444,0.1688888888888889,1,0,0,0.003798558420385234,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,017,001,2019_Sep_27_1636,SurveyExpMetaMem,3.2.3,59.44726374379228,
,,,,,,,,,,,,,,16.48323087900644,None,-0.06111111111111111,0.14333333333333334,1,0,0,0.014371758486959152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,017,001,2019_Sep_27_1636,SurveyExpMetaMem,3.2.3,59.44726374379228,
,,,,,,,,,,,,,,,,,,,,,,,19.240674933011178,None,19.240674933011178,None,-0.04666666666666667,-0.06111111111111111,1,0,0,0.014544876510626636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,017,001,2019_Sep_27_1636,SurveyExpMetaMem,3.2.3,59.44726374379228,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.810378192007192,None,20.810378192007192,None,-0.04888888888888889,-0.057777777777777775,1,0,0,0.014234750502509996,None,,,,,,,,,,,,,,,,,,,017,001,2019_Sep_27_1636,SurveyExpMetaMem,3.2.3,59.44726374379228,
funny,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.885221731005004,None,2,1.197,0.006756222996045835,None,23.885221731005004,None,25.10515875701094,None,25.10515875701094,None,2,0.444,0.005305265513015911,None,,,017,001,2019_Sep_27_1636,SurveyExpMetaMem,3.2.3,59.44726374379228,
run,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.574128285006736,None,2,0.563,0.007215039513539523,None,25.574128285006736,None,26.158402286004275,None,26.158402286004275,None,2,0.407,0.0025810064980760217,None,,,017,001,2019_Sep_27_1636,SurveyExpMetaMem,3.2.3,59.44726374379228,
bastard,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.59275704200263,None,2,0.625,0.016093449987238273,None,26.59275704200263,None,27.24526079300267,None,27.24526079300267,None,2,0.405,0.016549923981074244,None,,,017,001,2019_Sep_27_1636,SurveyExpMetaMem,3.2.3,59.44726374379228,
jump,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.679625848002615,None,2,0.421,0.014900452006259002,None,27.679625848002615,None,28.130217651007115,None,28.130217651007115,None,2,0.421,0.016729725000914186,None,,,017,001,2019_Sep_27_1636,SurveyExpMetaMem,3.2.3,59.44726374379228,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.565789640008006,None,,,,,,,
