,Unnamed: 0,Accuracy,Arousal,Confidence,Confidence_RT,Expected,KeyPressed,LearningTime,LeftWord,MarkerStart,RT,RightWord,TrialNumber,Valence,nBlock,Subject
5,5,1.0,High,7.0,1.3940000000000001,right,right,90.0,rare,4.0,1.0444390906195622,drunk,5.0,High,0.0,7
6,6,1.0,High,7.0,0.8270000000000001,left,left,90.0,chest,6.0,1.3739825765951537,spice,6.0,High,0.0,7
7,7,1.0,High,5.0,1.675,right,right,90.0,important,1.0,1.6881426465115512,duet,7.0,High,0.0,7
8,8,1.0,High,2.0,1.2590000000000001,left,left,90.0,extreme,5.0,1.5713072166254278,boost,8.0,High,0.0,7
9,9,1.0,High,4.0,1.043,right,right,90.0,sports,5.0,1.3727317697776016,try,9.0,High,0.0,7
10,10,1.0,High,7.0,1.6769999999999998,right,right,90.0,bikini,2.0,0.8680759710259736,cheerleader,10.0,High,0.0,7
11,11,1.0,High,3.0,1.043,left,left,90.0,astonished,5.0,1.4920107481593732,zoom,11.0,High,0.0,7
12,12,1.0,High,7.0,0.96,left,left,90.0,mountain,5.0,1.256041663204087,interested,12.0,High,0.0,7
13,13,1.0,High,7.0,1.76,right,right,90.0,clothes,1.0,0.9326537250890397,mingle,13.0,High,0.0,7
14,14,1.0,High,3.0,1.5730000000000002,left,left,90.0,attain,2.0,2.1698960729991086,brain,14.0,High,0.0,7
15,15,1.0,High,2.0,1.374,left,left,90.0,curiosity,6.0,1.9311421063030136,restaurant,15.0,High,0.0,7
16,16,1.0,High,7.0,1.442,right,right,90.0,zest,4.0,1.7291408153541852,sing,16.0,High,0.0,7
17,17,1.0,High,7.0,1.527,right,right,90.0,penthouse,2.0,1.254737603245303,outgoing,17.0,High,0.0,7
18,18,1.0,High,2.0,1.493,right,right,90.0,perfect,5.0,0.8112686818931252,mail,18.0,High,0.0,7
19,19,1.0,High,3.0,0.821,left,left,90.0,firefighter,3.0,2.4639412188262213,special,19.0,High,0.0,7
20,20,1.0,High,7.0,1.56,right,right,90.0,cartoon,2.0,1.1524027424748056,climax,20.0,High,0.0,7
21,21,1.0,High,7.0,1.777,right,right,90.0,spirit,2.0,0.7730679060914554,game,21.0,High,0.0,7
22,22,0.0,High,3.0,0.9229999999999999,left,right,90.0,doughnut,5.0,2.1270818442862947,attract,22.0,High,0.0,7
23,23,0.0,High,1.0,1.5390000000000001,right,left,90.0,rhythm,6.0,2.32368981273612,earn,23.0,High,0.0,7
24,24,0.0,High,1.0,0.875,left,right,90.0,model,3.0,1.6947810013371054,explore,24.0,High,0.0,7
25,25,1.0,High,4.0,1.092,left,left,90.0,charisma,2.0,1.7726996254350524,actor,25.0,High,0.0,7
26,26,1.0,High,2.0,1.558,right,right,90.0,midnight,2.0,1.8558239028207024,inspired,26.0,High,0.0,7
27,27,1.0,High,7.0,1.443,right,right,90.0,adore,3.0,1.5264395346166566,gourmet,27.0,High,0.0,7
28,28,0.0,High,2.0,1.472,right,left,90.0,energetic,6.0,2.25552164320834,energy,28.0,High,0.0,7
29,29,1.0,High,5.0,1.5919999999999999,right,right,90.0,dazzle,2.0,1.6885263256554026,life,29.0,High,0.0,7
30,30,0.0,High,2.0,1.288,left,right,90.0,impressed,6.0,2.4361796593584586,wonderful,30.0,High,0.0,7
31,31,1.0,High,4.0,0.993,right,right,90.0,best,5.0,1.1287249918968882,brownie,31.0,High,0.0,7
32,32,0.0,High,3.0,1.043,right,left,90.0,stunning,5.0,1.4908975653816017,festival,32.0,High,0.0,7
33,33,1.0,High,2.0,1.37,right,right,90.0,appreciative,6.0,2.6066733863844997,sister,33.0,High,0.0,7
34,34,1.0,High,2.0,0.721,left,left,90.0,personality,2.0,2.551885545573896,eat,34.0,High,0.0,7
35,35,1.0,High,3.0,1.26,right,right,90.0,like,1.0,1.4001962666516192,bright,35.0,High,0.0,7
36,36,1.0,High,7.0,1.61,left,left,90.0,puppy,2.0,1.4053541204484643,talent,36.0,High,0.0,7
37,37,1.0,High,6.0,1.61,left,left,90.0,magnificence,1.0,1.3626486435823608,cookie,37.0,High,0.0,7
38,38,1.0,High,6.0,1.5759999999999998,left,left,90.0,cheeseburger,6.0,1.0761080178490374,ambitious,38.0,High,0.0,7
39,39,1.0,High,7.0,2.06,right,right,90.0,cruiseship,3.0,0.9345897648599929,birth,39.0,High,0.0,7
40,40,1.0,High,4.0,0.9179999999999999,right,right,90.0,satisfaction,6.0,2.9401325810467824,kissing,40.0,High,0.0,7
41,41,0.0,High,7.0,1.2930000000000001,left,right,90.0,progress,5.0,1.6660355422936846,pretty,41.0,High,0.0,7
42,42,1.0,High,2.0,1.402,left,left,90.0,accomplish,5.0,2.8665775051049422,justice,42.0,High,0.0,7
43,43,0.0,High,2.0,1.093,left,right,90.0,diamond,5.0,1.5602016946068034,smiling,43.0,High,0.0,7
44,44,0.0,High,3.0,1.175,left,right,90.0,diploma,6.0,1.8245575820037634,engaged,44.0,High,0.0,7
45,45,0.0,High,2.0,1.237,left,right,90.0,sex,5.0,2.4545452504244167,giggle,45.0,High,0.0,7
46,46,1.0,High,7.0,1.472,left,left,90.0,god,3.0,2.2507352780667134,joke,46.0,High,0.0,7
47,47,0.0,High,4.0,1.3769999999999998,left,right,90.0,enjoy,3.0,1.2910148505761754,enthusiastic,47.0,High,0.0,7
48,48,1.0,High,5.0,2.26,left,left,90.0,excellence,1.0,1.5086507454980165,affection,48.0,High,0.0,7
49,49,1.0,High,3.0,0.738,right,right,90.0,funny,4.0,2.4390835586236794,ecstatic,49.0,High,0.0,7
50,50,,Low,,,left,,90.0,roof,,,lamp,0.0,High,1.0,7
51,51,True,Low,7.0,1.479,left,left,90.0,greyhound,3.0,0.9919324724760372,herring,1.0,High,1.0,7
52,52,False,Low,3.0,1.093,right,left,90.0,propeller,6.0,1.1577126563934144,lad,2.0,High,1.0,7
53,53,True,Low,2.0,1.857,right,right,90.0,ceiling,3.0,1.857654398772865,pulpit,3.0,High,1.0,7
54,54,True,Low,7.0,1.177,right,right,90.0,introductory,4.0,0.9283065378258472,pan,4.0,High,1.0,7
55,55,True,Low,4.0,1.043,right,right,90.0,website,6.0,1.0232818809745368,delicate,5.0,High,1.0,7
56,56,True,Low,7.0,2.6430000000000002,left,left,90.0,cabin,1.0,1.180001976143103,flock,6.0,High,1.0,7
57,57,True,Low,5.0,1.676,left,left,90.0,wear,1.0,1.5384465101233218,newspaper,7.0,High,1.0,7
58,58,True,Low,7.0,2.594,left,left,90.0,bathroom,3.0,0.9159530962060672,native,8.0,High,1.0,7
59,59,True,Low,3.0,0.442,left,left,90.0,hair,3.0,0.8415385918342508,brief,9.0,High,1.0,7
60,60,True,Low,7.0,1.043,left,left,90.0,cow,4.0,1.4664964063849766,rock,10.0,High,1.0,7
61,61,True,Low,7.0,1.344,right,right,90.0,verify,3.0,0.9533258821757044,urinate,11.0,High,1.0,7
62,62,True,Low,5.0,1.3259999999999998,right,right,90.0,fitting,2.0,1.5792509145976508,bedspread,12.0,High,1.0,7
63,63,True,Low,7.0,1.71,right,right,90.0,fig,2.0,0.8301555761136115,lightbulb,13.0,High,1.0,7
64,64,True,Low,7.0,1.76,left,left,90.0,phone,1.0,1.1088545188540593,jelly,14.0,High,1.0,7
65,65,True,Low,6.0,1.49,left,left,90.0,circle,2.0,1.9694288570317442,key,15.0,High,1.0,7
66,66,True,Low,5.0,1.776,left,left,90.0,oven,1.0,1.6244984261284117,clarinet,16.0,High,1.0,7
67,67,True,Low,3.0,1.5759999999999998,right,right,90.0,flute,2.0,1.5790924384491518,tolerant,17.0,High,1.0,7
68,68,True,Low,7.0,1.5430000000000001,left,left,90.0,mobile,3.0,1.2844310320797376,sympathetic,18.0,High,1.0,7
69,69,True,Low,6.0,1.3430000000000002,left,left,90.0,flow,2.0,1.1971828455571083,western,19.0,High,1.0,7
70,70,True,Low,4.0,1.272,left,left,90.0,stable,2.0,2.257151637953939,consoled,20.0,High,1.0,7
71,71,True,Low,1.0,1.6219999999999999,right,right,90.0,velvet,6.0,2.2525025760405697,patio,21.0,High,1.0,7
72,72,True,Low,7.0,1.193,left,left,90.0,poetry,4.0,1.1375990155211184,humble,22.0,High,1.0,7
73,73,True,Low,7.0,1.6769999999999998,left,left,90.0,herbal,3.0,0.7726078760751989,horse,23.0,High,1.0,7
74,74,True,Low,5.0,1.1079999999999999,left,left,90.0,proper,2.0,1.6668917626957411,furniture,24.0,High,1.0,7
75,75,False,Low,3.0,1.1420000000000001,right,left,90.0,patience,4.0,1.4360721906996332,reflection,25.0,High,1.0,7
76,76,True,Low,7.0,1.76,right,right,90.0,shrimp,3.0,1.4306044422264677,camera,26.0,High,1.0,7
77,77,True,Low,7.0,1.694,right,right,90.0,candid,2.0,0.8988752042059787,coin,27.0,High,1.0,7
78,78,,Low,,,left,,90.0,rational,,,practical,28.0,High,1.0,7
79,79,True,Low,7.0,1.093,right,right,90.0,leaves,6.0,1.1774172747973353,doll,29.0,High,1.0,7
80,80,True,Low,4.0,2.043,right,right,90.0,open,6.0,0.7703208789462224,grass,30.0,High,1.0,7
81,81,True,Low,7.0,1.81,right,right,90.0,afternoon,2.0,1.1109727741859388,binoculars,31.0,High,1.0,7
82,82,True,Low,7.0,1.2429999999999999,right,right,90.0,hamburger,4.0,0.7666223532287404,rose,32.0,High,1.0,7
83,83,False,Low,1.0,1.705,right,left,90.0,precise,6.0,2.177722999069374,familiar,33.0,High,1.0,7
84,84,True,Low,7.0,1.2930000000000001,right,right,90.0,tree,3.0,1.1230022058298346,autumn,34.0,High,1.0,7
85,85,True,Low,7.0,1.16,left,left,90.0,apple,4.0,1.227852795535,dress,35.0,High,1.0,7
86,86,True,Low,7.0,0.71,right,right,90.0,cottage,6.0,1.54823000729084,countryside,36.0,High,1.0,7
87,87,True,Low,4.0,2.11,right,right,90.0,favor,1.0,1.5127538024680691,nourish,37.0,High,1.0,7
88,88,True,Low,7.0,1.81,left,left,90.0,nice,1.0,1.205513430701103,cooperative,38.0,High,1.0,7
89,89,True,Low,2.0,0.972,left,left,90.0,responsible,1.0,2.397276648058323,crown,39.0,High,1.0,7
90,90,True,Low,7.0,1.5930000000000002,right,right,90.0,breathe,2.0,0.7670220724539831,honey,40.0,High,1.0,7
91,91,True,Low,5.0,1.043,right,right,90.0,moon,3.0,1.5121112361375708,graceful,41.0,High,1.0,7
92,92,True,Low,6.0,1.023,left,left,90.0,leisurely,5.0,2.0604705266305245,caring,42.0,High,1.0,7
93,93,False,Low,2.0,1.91,left,right,90.0,serene,6.0,1.3839986551902257,silk,43.0,High,1.0,7
94,94,True,Low,7.0,0.96,right,right,90.0,relaxed,5.0,0.8553212061524391,haven,44.0,High,1.0,7
95,95,True,Low,7.0,1.626,right,right,90.0,comfort,2.0,0.8073520108591765,fluffy,45.0,High,1.0,7
96,96,True,Low,2.0,1.409,left,left,90.0,bless,2.0,1.4199887847644277,protected,46.0,High,1.0,7
97,97,True,Low,1.0,1.406,left,left,90.0,sky,3.0,2.208633550500963,sunflower,47.0,High,1.0,7
98,98,True,Low,2.0,1.5430000000000001,right,right,90.0,nature,6.0,0.7842715934966691,kind,48.0,High,1.0,7
99,99,False,Low,1.0,1.357,left,right,90.0,peace,2.0,1.9874733253091108,sunset,49.0,High,1.0,7
100,100,True,High,7.0,0.9129999999999999,left,left,90.0,murderer,5.0,0.9113637034315616,rejected,0.0,Low,2.0,7
101,101,True,High,7.0,1.26,left,left,90.0,terrorist,4.0,0.9587256206432356,syphilis,1.0,Low,2.0,7
102,102,True,High,7.0,0.86,right,right,90.0,fail,5.0,1.4696954434621148,rabies,2.0,Low,2.0,7
103,103,True,High,2.0,1.393,right,right,90.0,gunpoint,5.0,1.3204214824363592,hurt,3.0,Low,2.0,7
104,104,True,High,2.0,2.576,right,right,90.0,mutilation,3.0,1.620247158658458,disloyal,4.0,Low,2.0,7
105,105,True,High,7.0,1.077,right,right,90.0,overweight,5.0,1.1280294932366814,afraid,5.0,Low,2.0,7
106,106,True,High,7.0,1.21,right,right,90.0,war,4.0,0.8654226180806289,assault,6.0,Low,2.0,7
107,107,True,High,7.0,1.7269999999999999,left,left,90.0,demon,1.0,1.4830699977173936,trauma,7.0,Low,2.0,7
108,108,True,High,7.0,1.66,left,left,90.0,murder,2.0,1.224326861265581,troubled,8.0,Low,2.0,7
109,109,True,High,7.0,1.659,right,right,90.0,divorce,3.0,1.4539469547453336,crushed,9.0,Low,2.0,7
110,110,True,High,2.0,1.2930000000000001,right,right,90.0,poisonous,6.0,1.2264784799772317,traffic,10.0,Low,2.0,7
111,111,True,High,5.0,1.176,right,right,90.0,crash,4.0,0.9590948637051042,whore,11.0,Low,2.0,7
112,112,True,High,2.0,1.321,left,left,90.0,anger,1.0,2.377147287857952,insecure,12.0,Low,2.0,7
113,113,True,High,7.0,1.36,left,left,90.0,robbery,3.0,1.4946207928296644,starving,13.0,Low,2.0,7
114,114,True,High,7.0,1.825,left,left,90.0,banish,1.0,1.7212670522276312,pollution,14.0,Low,2.0,7
115,115,True,High,5.0,1.36,left,left,90.0,repulsed,4.0,1.457982322521275,cult,15.0,Low,2.0,7
116,116,True,High,6.0,1.86,right,right,90.0,rude,5.0,1.5196186434477568,burdened,16.0,Low,2.0,7
117,117,True,High,7.0,1.743,right,right,90.0,jealousy,2.0,0.9876353302970527,rash,17.0,Low,2.0,7
118,118,True,High,7.0,1.5430000000000001,left,left,90.0,gang,3.0,0.8089403013291303,robber,18.0,Low,2.0,7
119,119,False,High,2.0,1.355,left,right,90.0,frighten,6.0,2.3671841415925883,destroy,19.0,Low,2.0,7
120,120,True,High,3.0,1.66,left,left,90.0,burn,6.0,1.5464633509400298,creepy,20.0,Low,2.0,7
121,121,True,High,3.0,1.96,left,left,90.0,fear,6.0,1.4386430975573603,criticism,21.0,Low,2.0,7
122,122,True,High,5.0,1.6769999999999998,left,left,90.0,expel,5.0,1.2750889583840035,scared,22.0,Low,2.0,7
123,123,True,High,6.0,1.824,right,right,90.0,communism,3.0,2.0618194988637697,scold,23.0,Low,2.0,7
124,124,True,High,5.0,1.26,right,right,90.0,psycho,2.0,1.3937090095423628,paranoid,24.0,Low,2.0,7
125,125,True,High,7.0,0.91,left,left,90.0,scorn,6.0,1.2284331262635533,surgery,25.0,Low,2.0,7
126,126,True,High,6.0,1.7590000000000001,right,right,90.0,difficult,1.0,1.6656977378297595,dent,26.0,Low,2.0,7
127,127,True,High,1.0,1.0590000000000002,left,left,90.0,wicked,1.0,1.6513065621838905,quarrel,27.0,Low,2.0,7
128,128,True,High,4.0,1.1440000000000001,right,right,90.0,bitch,1.0,1.3477162750496063,bothered,28.0,Low,2.0,7
129,129,True,High,3.0,1.66,right,right,90.0,detain,4.0,1.486680623696884,trouble,29.0,Low,2.0,7
130,130,False,High,5.0,1.2429999999999999,left,right,90.0,hazard,3.0,1.4959238903829828,sever,30.0,Low,2.0,7
131,131,True,High,7.0,1.0090000000000001,left,left,90.0,irritate,6.0,1.246130807645386,forbid,31.0,Low,2.0,7
132,132,True,High,3.0,0.976,right,right,90.0,rattlesnake,4.0,1.68751130826422,disruptive,32.0,Low,2.0,7
133,133,True,High,7.0,1.5430000000000001,right,right,90.0,mob,4.0,1.0046285305870697,nuclear,33.0,Low,2.0,7
134,134,True,High,2.0,0.84,right,right,90.0,avalanche,2.0,2.061647228198126,pushy,34.0,Low,2.0,7
135,135,True,High,6.0,0.726,left,left,90.0,bastard,6.0,1.190599668683717,dagger,35.0,Low,2.0,7
136,136,True,High,3.0,1.2770000000000001,right,right,90.0,frantic,5.0,1.0852467031218112,emergency,36.0,Low,2.0,7
137,137,True,High,4.0,2.0269999999999997,left,left,90.0,gossip,2.0,1.499131909920834,haunt,37.0,Low,2.0,7
138,138,,High,,,left,,90.0,spanking,,,anarchy,38.0,Low,2.0,7
139,139,True,High,2.0,1.043,right,right,90.0,obsessed,1.0,1.25893754241406,scare,39.0,Low,2.0,7
140,140,True,High,7.0,1.476,right,right,90.0,shark,5.0,0.8927764382679015,officer,40.0,Low,2.0,7
141,141,True,High,2.0,1.3419999999999999,right,right,90.0,forceful,4.0,1.6388774113147522,fight,41.0,Low,2.0,7
142,142,True,High,1.0,1.442,right,right,90.0,tangle,5.0,1.7068123577919323,mangle,42.0,Low,2.0,7
143,143,False,High,1.0,0.875,right,left,90.0,shock,2.0,1.724465126899304,baffle,43.0,Low,2.0,7
144,144,True,High,6.0,1.56,left,left,90.0,revolt,3.0,1.3838289509876631,battle,44.0,Low,2.0,7
145,145,False,High,5.0,1.41,left,right,90.0,chaos,3.0,1.0229062219150364,police,45.0,Low,2.0,7
146,146,True,High,7.0,0.91,right,right,90.0,pang,6.0,0.8093518902314827,vampire,46.0,Low,2.0,7
147,147,True,High,5.0,1.693,left,left,90.0,reckless,6.0,1.290257437154651,emotional,47.0,Low,2.0,7
148,148,True,High,7.0,0.973,left,left,90.0,lava,6.0,2.0762491707282607,clench,48.0,Low,2.0,7
149,149,True,High,7.0,1.143,left,left,90.0,lightning,4.0,0.6886507968010847,speech,49.0,Low,2.0,7
150,150,True,Low,7.0,1.845,left,left,30.0,vegetable,1.0,1.2020641680865083,mane,0.0,High,3.0,7
151,151,True,Low,5.0,1.2570000000000001,right,right,30.0,carrot,3.0,1.219960105052451,easel,1.0,High,3.0,7
152,152,True,Low,7.0,0.9259999999999999,right,right,30.0,cup,5.0,0.7386147386569064,coat,2.0,High,3.0,7
153,153,True,Low,5.0,1.5930000000000002,left,left,30.0,chew,2.0,1.2715983123343904,suburban,3.0,High,3.0,7
154,154,True,Low,7.0,1.06,right,right,30.0,hat,6.0,0.7684749845066108,chess,4.0,High,3.0,7
155,155,True,Low,2.0,1.16,left,left,30.0,sensitive,5.0,1.5555362718005201,cattle,5.0,High,3.0,7
156,156,True,Low,4.0,1.01,right,right,30.0,refine,3.0,1.4712920747697351,outlet,6.0,High,3.0,7
157,157,True,Low,7.0,0.91,right,right,30.0,telescope,6.0,0.9416204604785888,farm,7.0,High,3.0,7
158,158,True,Low,2.0,1.183,left,left,30.0,tend,5.0,1.5821573802968487,beads,8.0,High,3.0,7
159,159,True,Low,7.0,1.376,right,right,30.0,method,3.0,0.8646918312297203,number,9.0,High,3.0,7
160,160,True,Low,7.0,1.177,left,left,30.0,read,5.0,1.2114331891352776,quiet,10.0,High,3.0,7
161,161,True,Low,7.0,1.9769999999999999,right,right,30.0,dew,2.0,0.6404554361070041,windmill,11.0,High,3.0,7
162,162,True,Low,7.0,0.794,left,left,30.0,golfer,6.0,1.3033577057358343,straighten,12.0,High,3.0,7
163,163,True,Low,7.0,1.376,left,left,30.0,candle,3.0,1.2570602093765046,scarf,13.0,High,3.0,7
164,164,True,Low,7.0,0.977,right,right,30.0,land,6.0,0.8853341537178494,send,14.0,High,3.0,7
165,165,True,Low,7.0,1.5430000000000001,left,left,30.0,pecan,3.0,0.9295637606701348,teacher,15.0,High,3.0,7
166,166,True,Low,7.0,0.927,left,left,30.0,rink,5.0,1.3133394585165659,leg,16.0,High,3.0,7
167,167,True,Low,7.0,0.96,right,right,30.0,den,5.0,0.842152927594725,cat,17.0,High,3.0,7
168,168,True,Low,7.0,1.21,right,right,30.0,harvest,4.0,0.6249597393616568,gender,18.0,High,3.0,7
169,169,True,Low,7.0,1.01,right,right,30.0,sheltered,5.0,0.6874968721531332,modest,19.0,High,3.0,7
170,170,True,Low,1.0,1.0590000000000002,left,left,30.0,cinnamon,1.0,1.707884477917105,owl,20.0,High,3.0,7
171,171,False,Low,1.0,1.061,left,right,30.0,slogan,2.0,1.4220207443286201,crackers,21.0,High,3.0,7
172,172,False,Low,3.0,1.5759999999999998,right,left,30.0,lamb,6.0,1.6890222854563035,piano,22.0,High,3.0,7
173,173,False,Low,2.0,1.157,right,left,30.0,window,5.0,1.895859665819444,groceries,23.0,High,3.0,7
174,174,True,Low,1.0,1.325,left,left,30.0,town,1.0,1.8583457269996866,inform,24.0,High,3.0,7
175,175,False,Low,1.0,1.069,left,right,30.0,porpoise,2.0,2.7975858369900384,listen,25.0,High,3.0,7
176,176,False,Low,2.0,0.91,left,right,30.0,prefer,3.0,0.7433154496829957,corn,26.0,High,3.0,7
177,177,True,Low,4.0,2.46,left,left,30.0,vegetables,2.0,1.3955532999825664,orchestra,27.0,High,3.0,7
178,178,True,Low,1.0,1.6269999999999998,left,left,30.0,relate,5.0,1.3052632693434134,buffalo,28.0,High,3.0,7
179,179,True,Low,2.0,1.2770000000000001,left,left,30.0,adorn,4.0,1.327879486256279,pancakes,29.0,High,3.0,7
180,180,True,Low,1.0,1.5930000000000002,right,right,30.0,logical,6.0,1.541482259024633,pond,30.0,High,3.0,7
181,181,False,Low,1.0,0.743,right,left,30.0,dawn,1.0,1.2107854899950323,green,31.0,High,3.0,7
182,182,False,Low,1.0,1.79,right,left,30.0,moral,3.0,2.041873316600686,soup,32.0,High,3.0,7
183,183,True,Low,1.0,1.327,left,left,30.0,tidy,5.0,1.022524467553012,crystal,33.0,High,3.0,7
184,184,True,Low,1.0,1.51,right,right,30.0,violinist,5.0,1.437121533905156,person,34.0,High,3.0,7
185,185,True,Low,1.0,1.159,right,right,30.0,tenderness,4.0,1.5404823193093762,polite,35.0,High,3.0,7
186,186,False,Low,2.0,1.493,left,right,30.0,oxygen,6.0,1.4834600928588768,sheep,36.0,High,3.0,7
187,187,True,Low,1.0,0.643,left,left,30.0,saint,1.0,1.4822625391825568,clearer,37.0,High,3.0,7
188,188,True,Low,1.0,1.093,right,right,30.0,innocent,4.0,1.14577112448751,pear,38.0,High,3.0,7
189,189,True,Low,1.0,1.077,right,right,30.0,nestle,4.0,1.0213570692576468,lounge,39.0,High,3.0,7
190,190,True,Low,1.0,0.593,left,left,30.0,bathtub,1.0,1.3834465550608002,cuisine,40.0,High,3.0,7
191,191,True,Low,1.0,1.5930000000000002,right,right,30.0,able,5.0,1.4731421396427322,lake,41.0,High,3.0,7
192,192,False,Low,1.0,1.276,left,right,30.0,breeze,2.0,1.3202498533937614,girl,42.0,High,3.0,7
193,193,True,Low,1.0,0.925,left,left,30.0,nectar,3.0,1.8299736813933123,donate,43.0,High,3.0,7
194,194,True,Low,1.0,1.109,right,right,30.0,grace,4.0,1.642901551007526,assure,44.0,High,3.0,7
195,195,True,Low,1.0,1.86,left,left,30.0,butterfly,6.0,1.001569042360643,safe,45.0,High,3.0,7
196,196,True,Low,1.0,2.193,right,right,30.0,politeness,6.0,1.4556276361981872,bird,46.0,High,3.0,7
197,197,True,Low,1.0,1.493,left,left,30.0,grateful,5.0,1.587637319258647,cozy,47.0,High,3.0,7
198,198,True,Low,2.0,0.643,right,right,30.0,refreshment,2.0,1.4046611882513391,wise,48.0,High,3.0,7
199,199,False,Low,1.0,1.127,right,left,30.0,kindness,4.0,1.040410780464299,relax,49.0,High,3.0,7
200,200,True,High,1.0,1.26,left,left,30.0,intense,5.0,1.2929739881074056,vodka,0.0,High,4.0,7
201,201,False,High,2.0,0.61,right,left,30.0,react,2.0,0.985292834462598,alien,1.0,High,4.0,7
202,202,False,High,1.0,1.376,left,right,30.0,motorcycle,5.0,1.2011094614863396,hire,2.0,High,4.0,7
203,203,True,High,2.0,1.01,left,left,30.0,conquest,4.0,1.4183940782386344,teach,3.0,High,4.0,7
204,204,True,High,2.0,1.527,right,right,30.0,race,3.0,1.4625213493709452,freeway,4.0,High,4.0,7
205,205,True,High,3.0,1.3259999999999998,left,left,30.0,curious,5.0,1.352771151432535,ignite,5.0,High,4.0,7
206,206,True,High,2.0,0.727,right,right,30.0,gym,3.0,0.9914114901039284,voyage,6.0,High,4.0,7
207,207,True,High,3.0,1.06,left,left,30.0,sandwich,2.0,1.1535980505577754,reveal,7.0,High,4.0,7
208,208,True,High,1.0,1.643,right,right,30.0,engage,6.0,0.9011782414163464,naked,8.0,High,4.0,7
209,209,True,High,1.0,1.4769999999999999,left,left,30.0,new,3.0,1.0267962663783692,teenager,9.0,High,4.0,7
210,210,True,High,5.0,1.891,left,left,30.0,animal,5.0,1.8538865798036568,reunion,10.0,High,4.0,7
211,211,True,High,3.0,1.3090000000000002,right,right,30.0,limousine,2.0,1.6420767692034133,band,11.0,High,4.0,7
212,212,False,High,5.0,1.276,left,right,30.0,jaguar,5.0,0.788690640416462,royalty,12.0,High,4.0,7
213,213,True,High,3.0,1.092,right,right,30.0,gem,1.0,1.83338348538382,bridesmaid,13.0,High,4.0,7
214,214,False,High,4.0,1.023,right,left,30.0,marry,4.0,2.1276987464225385,raise,14.0,High,4.0,7
215,215,False,High,2.0,2.124,right,left,30.0,sizzle,1.0,1.8517410563654264,sexual,15.0,High,4.0,7
216,216,True,High,4.0,1.042,right,right,30.0,unite,3.0,1.6328671867086086,carnival,16.0,High,4.0,7
217,217,False,High,2.0,1.025,left,right,30.0,powerful,1.0,1.5620697243721224,casino,17.0,High,4.0,7
218,218,True,High,3.0,1.5759999999999998,left,left,30.0,conquer,5.0,1.4911959111632314,mate,18.0,High,4.0,7
219,219,False,High,2.0,1.24,right,left,30.0,aid,1.0,1.8578189701656809,stereo,19.0,High,4.0,7
220,220,True,High,3.0,1.294,left,left,30.0,imaginative,6.0,1.4536752355052158,entertainment,20.0,High,4.0,7
221,221,False,High,3.0,1.189,right,left,30.0,imagination,4.0,2.2144933189847507,self,21.0,High,4.0,7
222,222,True,High,3.0,0.66,right,right,30.0,potential,3.0,1.4702754534082487,prince,22.0,High,4.0,7
223,223,False,High,3.0,1.21,right,left,30.0,hope,5.0,1.2853738690319003,favorite,23.0,High,4.0,7
224,224,True,High,7.0,1.943,right,right,30.0,snow,2.0,0.8418356544279959,honeymoon,24.0,High,4.0,7
225,225,False,High,5.0,1.126,right,left,30.0,playground,5.0,1.46987733815331,dancing,25.0,High,4.0,7
226,226,True,High,7.0,1.827,left,left,30.0,rich,1.0,1.080950202565873,champ,26.0,High,4.0,7
227,227,True,High,6.0,1.227,left,left,30.0,glamorous,4.0,1.0641010423423722,frosting,27.0,High,4.0,7
228,228,True,High,7.0,1.255,right,right,30.0,alive,4.0,1.0929623108822852,supper,28.0,High,4.0,7
229,229,False,High,3.0,0.627,left,right,30.0,fly,3.0,1.2599410109396558,star,29.0,High,4.0,7
230,230,True,High,3.0,0.993,left,left,30.0,great,5.0,1.4325558804848697,embrace,30.0,High,4.0,7
231,231,True,High,7.0,0.857,left,left,30.0,treat,6.0,1.9470262942195404,fascinate,31.0,High,4.0,7
232,232,False,High,3.0,0.7559999999999999,left,right,30.0,silly,4.0,2.2372840521566104,genius,32.0,High,4.0,7
233,233,True,High,4.0,1.855,right,right,30.0,congratulate,6.0,2.4634074043715373,prosperous,33.0,High,4.0,7
234,234,True,High,6.0,1.643,right,right,30.0,surprised,1.0,1.2063138315570539,dollar,34.0,High,4.0,7
235,235,False,High,3.0,1.54,left,right,30.0,applause,6.0,1.9031582310853992,flirt,35.0,High,4.0,7
236,236,True,High,,,left,left,30.0,dog,1.0,1.6393531606008764,holiday,36.0,High,4.0,7
237,237,True,High,7.0,1.026,left,left,30.0,money,5.0,1.2423848032194655,excite,37.0,High,4.0,7
238,238,True,High,2.0,1.1079999999999999,left,left,30.0,blessings,2.0,1.81652758832206,profit,38.0,High,4.0,7
239,239,True,High,3.0,1.16,right,right,30.0,thoughtful,1.0,1.4567164380277973,generosity,39.0,High,4.0,7
240,240,False,High,2.0,0.759,right,left,30.0,rescue,1.0,1.7157614491006823,riches,40.0,High,4.0,7
241,241,True,High,5.0,1.5090000000000001,right,right,30.0,compassion,1.0,1.1341847203439102,surprise,41.0,High,4.0,7
242,242,False,High,3.0,1.093,left,right,30.0,christmas,1.0,1.4101719241589308,pleased,42.0,High,4.0,7
243,243,True,High,4.0,1.074,left,left,30.0,weekend,2.0,1.8283449698938057,party,43.0,High,4.0,7
