introText.started,introText.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,InstructValenceText.started,InstructValenceText.stopped,InstructArousalText.started,InstructArousalText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.949925028005964,None,-0.2877777777777778,0.18333333333333332,1,0,0,0.004765559759107418,None,,,,,011,001,2019_Sep_26_1548,SurveyExpMetaMem,3.2.3,60.06882397528668,
,,,,,,,,,15.25152919300308,None,16.254990368994186,None,,,,,,,
