word,n,A_slider.response_mean,A_slider.response_raw,A_slider.rt_mean,A_slider.rt_raw,A_slider.rt_std,A_slider.started_mean,A_slider.started_raw,A_slider.started_std,A_slider.stopped_raw,ArousalGuide.started_mean,ArousalGuide.started_raw,ArousalGuide.started_std,ArousalGuide.stopped_raw,V_slider.response_mean,V_slider.response_raw,V_slider.rt_mean,V_slider.rt_raw,V_slider.rt_std,V_slider.started_mean,V_slider.started_raw,V_slider.started_std,V_slider.stopped_raw,ValenceImage.started_mean,ValenceImage.started_raw,ValenceImage.started_std,ValenceImage.stopped_raw,WordPresentation.started_mean,WordPresentation.started_raw,WordPresentation.started_std,WordPresentation.stopped_raw,WordPresentation2.started_mean,WordPresentation2.started_raw,WordPresentation2.started_std,WordPresentation2.stopped_raw,text_2.started_mean,text_2.started_raw,text_2.started_std,text_2.stopped_raw,text_3.started_mean,text_3.started_raw,text_3.started_std,text_3.stopped_raw,order
bastard,1.0,4.902222222222222,4.902222222222222,1.0608656406402588,1.0608656406402588,0.0,20.419530868530273,20.419530868530273,0.0,,20.419530868530273,20.419530868530273,0.0,,5.017777777777778,5.017777777777778,2.652254819869995,2.652254819869995,0.0,21.4893741607666,21.4893741607666,0.0,,21.4893741607666,21.4893741607666,0.0,,20.419530868530273,20.419530868530273,0.0,,21.4893741607666,21.4893741607666,0.0,,21.4893741607666,21.4893741607666,0.0,,20.419530868530273,20.419530868530273,0.0,,1.0
run,1.0,5.017777777777778,5.017777777777778,0.5134352445602417,0.5134352445602417,0.0,24.16341781616211,24.16341781616211,0.0,,24.16341781616211,24.16341781616211,0.0,,5.017777777777778,5.017777777777778,0.4274371862411499,0.4274371862411499,0.0,24.698518753051758,24.698518753051758,0.0,,24.698518753051758,24.698518753051758,0.0,,24.16341781616211,24.16341781616211,0.0,,24.698518753051758,24.698518753051758,0.0,,24.698518753051758,24.698518753051758,0.0,,24.16341781616211,24.16341781616211,0.0,,2.0
jump,1.0,4.955555555555556,4.955555555555556,4.021958351135254,4.021958351135254,0.0,15.74014663696289,15.74014663696289,0.0,,15.74014663696289,15.74014663696289,0.0,,4.955555555555556,4.955555555555556,0.613465428352356,0.613465428352356,0.0,19.78449249267578,19.78449249267578,0.0,,19.78449249267578,19.78449249267578,0.0,,15.74014663696289,15.74014663696289,0.0,,19.78449249267578,19.78449249267578,0.0,,19.78449249267578,19.78449249267578,0.0,,15.74014663696289,15.74014663696289,0.0,,0.0
funny,1.0,5.017777777777778,5.017777777777778,0.3954378366470337,0.3954378366470337,0.0,25.166013717651367,25.166013717651367,0.0,,25.166013717651367,25.166013717651367,0.0,,5.017777777777778,5.017777777777778,0.4093019962310791,0.4093019962310791,0.0,25.583398818969727,25.583398818969727,0.0,,25.583398818969727,25.583398818969727,0.0,,25.166013717651367,25.166013717651367,0.0,,25.583398818969727,25.583398818969727,0.0,,25.583398818969727,25.583398818969727,0.0,,25.166013717651367,25.166013717651367,0.0,,3.0

extraInfo
ParticipantID,333
Age,22
Gender(M/F),F
date,2019_Oct_21_1133
expName,SurveyExpMetaMem
psychopyVersion,3.2.3
frameRate,59.87578863447055
