word,n,A_key_resp.keys_raw,A_key_resp.rt_mean,A_key_resp.rt_raw,A_key_resp.rt_std,A_key_resp.started_mean,A_key_resp.started_raw,A_key_resp.stopped_raw,ArousalGuide.started_mean,ArousalGuide.started_raw,ArousalGuide.started_std,ArousalGuide.stopped_raw,ValenceImage.started_mean,ValenceImage.started_raw,ValenceImage.started_std,ValenceImage.stopped_raw,WordPresentation.started_mean,WordPresentation.started_raw,WordPresentation.started_std,WordPresentation.stopped_raw,WordPresentation2.started_mean,WordPresentation2.started_raw,WordPresentation2.started_std,WordPresentation2.stopped_raw,key_resp.keys_raw,key_resp.rt_mean,key_resp.rt_raw,key_resp.rt_std,key_resp.started_mean,key_resp.started_raw,key_resp.stopped_raw,text_2.started_mean,text_2.started_raw,text_2.started_std,text_2.stopped_raw,text_3.started_mean,text_3.started_raw,text_3.started_std,text_3.stopped_raw,order
bastard,1.0,'9',3.013887643814087,3.013887643814087,0.0,0.01623248960095225,0.01623248960095225,,28.907337188720703,28.907337188720703,0.0,,31.94828224182129,31.94828224182129,0.0,,28.907337188720703,28.907337188720703,0.0,,31.94828224182129,31.94828224182129,0.0,,'1',0.37340226769447327,0.37340226769447327,0.0,0.006100490401877323,0.006100490401877323,,31.94828224182129,31.94828224182129,0.0,,28.907337188720703,28.907337188720703,0.0,,0.0
run,1.0,'9',0.36486929655075073,0.36486929655075073,0.0,0.006061104399122996,0.006061104399122996,,32.333309173583984,32.333309173583984,0.0,,32.71697998046875,32.71697998046875,0.0,,32.333309173583984,32.333309173583984,0.0,,32.71697998046875,32.71697998046875,0.0,,'1',0.3005104660987854,0.3005104660987854,0.0,0.008507687402016018,0.008507687402016018,,32.71697998046875,32.71697998046875,0.0,,32.333309173583984,32.333309173583984,0.0,,1.0
jump,1.0,'2',0.007778046187013388,0.007778046187013388,0.0,0.005981203401461244,0.005981203401461244,,33.03424835205078,33.03424835205078,0.0,,33.067752838134766,33.067752838134766,0.0,,33.03424835205078,33.03424835205078,0.0,,33.067752838134766,33.067752838134766,0.0,,'3',0.032672472298145294,0.032672472298145294,0.0,0.00756655540317297,0.00756655540317297,,33.067752838134766,33.067752838134766,0.0,,33.03424835205078,33.03424835205078,0.0,,2.0
funny,1.0,'8',0.12447185814380646,0.12447185814380646,0.0,0.005807928402646212,0.005807928402646212,,33.11759948730469,33.11759948730469,0.0,,33.269073486328125,33.269073486328125,0.0,,33.11759948730469,33.11759948730469,0.0,,33.269073486328125,33.269073486328125,0.0,,'7',0.011716486886143684,0.011716486886143684,0.0,0.007533646399679128,0.007533646399679128,,33.269073486328125,33.269073486328125,0.0,,33.11759948730469,33.11759948730469,0.0,,3.0

extraInfo
ParticipantID,567
Age,34
Gender(M/F),M
date,2019_Oct_21_1420
expName,SurveyExpMetaMem
psychopyVersion,3.2.3
frameRate,59.9796559795036
